LYQZQ0T5,1,0
LYQZQ0T5,2,0
LYQZQ0T5,3,0
LYQZQ0T5,4,0
LYQZQ0T5,5,0
LYQZQ0T5,6,0
LYQZQ0T5,7,0
LYQZQ0T5,8,0
LYQZQ0T5,9,0
LYQZQ0T5,10,0
LYQZQ0T5,11,0
LYQZQ0T5,12,0
LYQZQ0T5,13,0
LYQZQ0T5,14,0
LYQZQ0T5,15,0
LYQZQ0T5,16,0
LYQZQ0T5,17,0
LYQZQ0T5,18,0
LYQZQ0T5,19,0
LYQZQ0T5,20,0
LYQZQ0T5,21,0
LYQZQ0T5,22,0
LYQZQ0T5,23,0
LYQZQ0T5,24,0
LYQZQ0T5,25,0
LYQZQ0T5,26,0
LYQZQ0T5,27,0
LYQZQ0T5,28,0
LYQZQ0T5,29,0
LYQZQ0T5,30,0
LYQZQ0T5,31,0
LYQZQ0T5,32,0
LYQZQ0T5,33,0
LYQZQ0T5,34,0
LYQZQ0T5,35,0
LYQZQ0T5,36,0
LYQZQ0T5,37,0
LYQZQ0T5,38,0
LYQZQ0T5,39,0
LYQZQ0T5,40,0
LYQZQ0T5,41,0
LYQZQ0T5,42,0
LYQZQ0T5,43,0
LYQZQ0T5,44,0
LYQZQ0T5,45,0
LYQZQ0T5,46,0
LYQZQ0T5,47,0
LYQZQ0T5,48,0
LYQZQ0T5,49,0
LYQZQ0T5,50,0
LYQZQ0T5,51,0
LYQZQ0T5,52,0
LYQZQ0T5,53,0
LYQZQ0T5,54,0
LYQZQ0T5,55,0
LYQZQ0T5,56,0
LYQZQ0T5,57,0
LYQZQ0T5,1,1
LYQZQ0T5,2,1
LYQZQ0T5,3,1
LYQZQ0T5,4,1
LYQZQ0T5,5,1
LYQZQ0T5,6,1
LYQZQ0T5,7,1
LYQZQ0T5,8,1
LYQZQ0T5,9,1
LYQZQ0T5,10,1
LYQZQ0T5,11,1
LYQZQ0T5,12,1
LYQZQ0T5,13,1
LYQZQ0T5,14,1
LYQZQ0T5,15,1
LYQZQ0T5,16,1
LYQZQ0T5,17,1
LYQZQ0T5,18,1
LYQZQ0T5,19,1
LYQZQ0T5,20,1
LYQZQ0T5,21,1
LYQZQ0T5,22,1
LYQZQ0T5,23,1
LYQZQ0T5,24,1
LYQZQ0T5,25,1
LYQZQ0T5,26,1
LYQZQ0T5,27,1
LYQZQ0T5,28,1
LYQZQ0T5,29,1
LYQZQ0T5,30,1
LYQZQ0T5,31,1
LYQZQ0T5,32,1
LYQZQ0T5,33,1
LYQZQ0T5,34,1
LYQZQ0T5,35,1
LYQZQ0T5,36,1
LYQZQ0T5,37,1
LYQZQ0T5,38,1
LYQZQ0T5,39,1
LYQZQ0T5,40,1
LYQZQ0T5,41,1
LYQZQ0T5,42,1
LYQZQ0T5,43,1
LYQZQ0T5,44,1
LYQZQ0T5,45,1
LYQZQ0T5,46,1
LYQZQ0T5,47,1
LYQZQ0T5,48,1
LYQZQ0T5,49,1
LYQZQ0T5,50,1
LYQZQ0T5,51,1
LYQZQ0T5,52,1
LYQZQ0T5,53,1
LYQZQ0T5,54,1
LYQZQ0T5,55,1
LYQZQ0T5,56,1
LYQZQ0T5,57,1
LYQZQ0T5,1,2
LYQZQ0T5,2,2
LYQZQ0T5,3,2
LYQZQ0T5,4,2
LYQZQ0T5,5,2
