col0,col1,col2
"Quebec City, Quebec",l'Agitée,Canada
"London, Ontario",Rum Runners,Canada
"Toronto, Ontario",Opera House,Canada
"Montreal, Quebec",Itamelodie,Canada
"Ottawa, Ontario",Mavericks,Canada
"Kingston, Ontario",Time To Laugh,Canada
"Thunder Bay, Ontario",Crocks,Canada
"Winnipeg, Manitoba",West End Cultural Centre,Canada
"Regina, Saskatchewan",The Exchange,Canada
"Saskatoon, Saskatchewan",Louis Pub,Canada
"Edmonton, Alberta",Avenue Theatre,Canada
"Calgary, Alberta",SALT,Canada
"Kamloops, British Columbia",Knights of Columbus,Canada
"Vancouver, British Columbia",Tom Fun Hall,None
"China, Leg #2     support from CDC, The Falling","China, Leg #2     support from CDC, The Falling","China, Leg #2     support from CDC, The Falling"
Beijing,Mao,China
Wuhan,Vox,China
Shanghai,Shanghai Live,China
Guangzhou,Musician,China
Hong Kong Island,Kwun Tong,Hong Kong
"South-east Asia, Leg #3","South-east Asia, Leg #3","South-east Asia, Leg #3"
Bangkok,Barbies Pub (later moved to The Rock Pub),Thailand
Singapore,Scape Warehouse (moved to Homeclub),Singapore
Kuala Lumpur,Black Box,Malaysia
Jakarta,Viky Sianipar,Indonesia
Bali,Katulebo Moshpit Area,Indonesia
"New Zealand, Leg #4","New Zealand, Leg #4","New Zealand, Leg #4"
Auckland,Kings Arms,New Zealand
Wellington,Bodegga,New Zealand
"'Chasing Ghosts Tour', Leg #5     Supporting The Amity Affliction with The Ghost Inside and Buried in Verona","'Chasing Ghosts Tour', Leg #5     Supporting The Amity Affliction with The Ghost Inside and Buried in Verona","'Chasing Ghosts Tour', Leg #5     Supporting The Amity Affliction with The Ghost Inside and Buried in Verona"
Brisbane,The Tivoli,Australia
Brisbane,The Tivoli,Australia
Newcastle,Panthers,Australia
Sydney,Big Top,Australia
Canberra,UC Live,Australia
Melbourne,Palace Theatre (Under 18's performance),Australia
Melbourne,Palace Theatre,Australia
Adelaide,Thebarton Theatre,Australia
Fremantle,Metropolis,Australia
Fremantle,Metropolis (Under 18's performance),Australia
"Europe, Leg #6   Support from While She Sleeps and Heights","Europe, Leg #6   Support from While She Sleeps and Heights","Europe, Leg #6   Support from While She Sleeps and Heights"
Copenhagen,Pumpehuset,Denmark
Malmö,Debaser,Sweden
Gothenburg,Sticky Fingers,Sweden
Stockholm,Debaser Slussen,Sweden
Oslo,John Dee,Norway
Antwerp,Trix,Belgium
Dordrecht,Bibelot,Netherlands
Hamburg,Kunst,Germany
Poznań,Reset,Poland
Berlin,Magnet,Germany
Prague,Nová Chmelnice,Czech Republic
Schweinfurt,Stattbahnhof,Germany
Cologne,Essigfabrik,Germany
Augsburg,Kantine,Germany
Bratislava,Randal Club,Slovakia
Budapest,Durer Kert,Hungary
Ljubljana,Gala Hala,Slovenia
Vienna,Szene Wien,Austria
Solothurn,Kofmehl,Switzerland
Cesena,Vidia Club,Italy
Milan,Land of Live Club,Italy
Paris,Trabendo - Damage Festival,France
"United Kingdom, Leg #7   Support from Bury Tomorrow, The Acacia Strain and Deez Nuts.","United Kingdom, Leg #7   Support from Bury Tomorrow, The Acacia Strain and Deez Nuts.","United Kingdom, Leg #7   Support from Bury Tomorrow, The Acacia Strain and Deez Nuts."
Southampton,Mo Club,United Kingdom
London,Alexandra Palace (UK Warped Tour),United Kingdom
Birmingham,Institute,United Kingdom
Manchester,Academy 2,United Kingdom
Leeds,Met Uni,United Kingdom
Glasgow,Garage,United Kingdom
Newcastle,Northumbria Uni,United Kingdom
Nottingham,Rock City,United Kingdom
Norwich,Waterfront,United Kingdom
