col0,col1,col2
Oxford,England,Apollo Theatre
"Brighton, England",England,Brighton Center
Dublin,Ireland,RDS Simmonscourt
Belfast,Northern Ireland,Maysfield Centre
Glasgow,Scotland,Scottish Exhibition and Conference Centre
Whitley Bay,England,Whitley Bay Ice Rink
Birmingham,England,National Exhibition Centre
Birmingham,England,National Exhibition Centre
Manchester,England,Manchester Apollo
Bristol,England,Hippodrome
Bournemouth,England,Windsor Hall
London,England,Wembley Arena
London,England,Wembley Arena
Oslo,Norway,Skedsmohallen
Gothenburg,Sweden,Scandinavium
Stockholm,Sweden,Johanneshovs Isstadion
Copenhagen,Denmark,Valby-Hallen
Hanover,West Germany,Eilenriedehalle
Aachen,West Germany,Eurogress
Stuttgart,West Germany,Hanns-Martin-Schleyer-Halle
Munich,West Germany,Rudi-Sedlmayer-Halle
Zürich,Switzerland,Hallenstadion
Paris,France,Palais Omnisports Bercy
Paris,France,Palais Omnisports Bercy
Lyon,France,Palais des Sports de Gerland
Brussels,Belgium,Forest National
Düsseldorf,West Germany,Philips Halle
Ludwigshafen,West Germany,Friedrich-Ebert-Halle
Saarbrücken,West Germany,Saarlandhalle
Hamburg,West Germany,Alsterdorfer Sporthalle
Hamburg,West Germany,Alsterdorfer Sporthalle
West Berlin,West Germany,Waldbühne
Münster,West Germany,Münsterlandhalle
Bremen,West Germany,Stadthalle
Dortmund,West Germany,Westfalenhallen
Rotterdam,Netherlands,Rotterdam Ahoy
Rüsselsheim,West Germany,Walter-Köbel-Halle
North America,North America,North America
Boston,United States,Wang Theatre
Upper Darby Township,United States,Tower Theater
Upper Darby Township,United States,Tower Theater
New York City,United States,Radio City Music Hall
New York City,United States,Radio City Music Hall
New York City,United States,Radio City Music Hall
Cuyahoga Falls,United States,Blossom Music Center
Hopewell,United States,Finger Lakes Performing Arts Center
Wantagh,United States,Jones Beach Amphitheatre
Columbia,United States,Merriweather Post Pavilion
Montreal,Canada,Verdun Auditorium
Vaughan,Canada,Kingswood Music Theatre
Vaughan,Canada,Kingswood Music Theatre
Clarkston,United States,Pine Knob Music Theatre
Hoffman Estates,United States,Poplar Creek Music Theater
Saint Paul,United States,St. Paul Civic Center
Fort Worth,United States,Will Rogers Memorial Center
Austin,United States,City Coliseum
Houston,United States,Southern Star Amphitheatre
Morrison,United States,Red Rocks Amphitheatre
Park City,United States,Park West Amphitheatre
Berkeley,United States,Hearst Greek Theatre
Mountain View,United States,Shoreline Amphitheatre
Vancouver,Canada,Labatt's Expo Theatre
San Diego,United States,San Diego Sports Arena
Inglewood,United States,The Forum
Irvine,United States,Irvine Meadows Amphitheatre
Irvine,United States,Irvine Meadows Amphitheatre
Asia,Asia,Asia
Osaka,Japan,Festival Hall
Nagoya,Japan,Aichi Kōsei Nenkin Kaikan
Tokyo,Japan,NHK Hall
Europe,Europe,Europe
Fréjus,France,Les Arènes
Pietra Ligure,Italy,Stadio Comunale
Rimini,Italy,Stadio Comunale
Nîmes,France,Arenes de Nîmes
Annecy,France,Stade le Vieux
Royan,France,Esplanade du Stade
Bayonne,France,Les Arènes
Copenhagen,Denmark,Valby Idrætspark
