col0,col1
Annandale,Cobar Shire
Banga,Bourke
Barton,Bourke
Belars,Bogan Shire
Billa Bulla,Bourke Shire
Booda,Bourke
Bookambone,Brewarrina Shire
Bourinawarrina,Bourke Shire
Bourke,Bourke
Buccambone,Bourke Shire
Bunglega,Brewarrina Shire
Burton,Cobar Shire
Bye,Bourke Shire
Cockerminia,Bourke Shire
Coolibar,Bogan Shire
Coorilla,Bourke Shire
Currawynnia,Bourke
Dalby,Cobar
Davidson,Bourke
Dederang,Cobar
Delatite,Bourke Shire
Dijoe,Cobar
Donald,Bourke
Doradilla,Bourke
Drouin,Cobar Shire
Dwyer,Bourke
East Bourke,Bourke Shire
Edenhope,Bogan Shire
Edgeroi,Bourke
Euroa,Bourke Shire
Farnell,Bourke Shire
Finlay,Bourke Shire
Garfield,Bogan Shire
Gongolgon,Brewarrina Shire
Goulburn,Bogan Shire
Gralga,Brewarrina Shire
Gruyere,Brewarrina Shire
Gundawarra,Brewarrina Shire
Hazelwood,Brewarrina Shire
Hillsborough,Brewarrina Shire
Howqua,Brewarrina Shire
Huntly,Bogan Shire
Irrewarra,Brewarrina Shire
Jandra,Bourke Shire
Jarara,Bogan Shire
Kaiwilta,Cobar Shire
Kaniva,Brewarrina Shire
Kergunyah,Cobar
Kialla,Brewarrina Shire
Kitchela,Bourke Shire
Koorooman,Cobar Shire
Koroit,Brewarrina Shire
Lee,Cobar
Little,Cobar Shire
Loftus,Brewarrina Shire
Mackay,Bourke Shire
Madson,Bogan Shire
Maffra,Bourke
Manwanga,Bourke Shire
Marong,Bourke Shire
Maroona,Bourke Shire
Medway,Bogan Shire
Mialora,Bourke
Miendetta,Bourke Shire
Mirboo,Bogan Shire
Moira,Bourke
Moodana,Bourke
Mootcha,Bourke
Morwell,Cobar Shire
Mulgawarrina,Brewarrina Shire
Mulholland,Bourke Shire
Narragan,Cobar Shire
Nemina,Brewarrina Shire
Nidgery,Brewarrina Shire
Numurkah,Bogan Shire
Nurathulla,Bourke
Oakleigh,Brewarrina Shire
Oakvale,Bourke Shire
Oliver,Bourke
Oxley,Bourke
Parailla,Bourke
Perayambone,Cobar
Pink Hills,Brewarrina Shire
Puthawarrie,Bourke
Randall,Brewarrina Shire
Redbank,Bourke
Richardson,Bogan Shire
Robertson,Bourke Shire
Ross,Bourke
Runnymede,Bogan Shire
Russell,Brewarrina Shire
Satiara,Brewarrina Shire
Sinclair,Brewarrina Shire
Stanhope,Brewarrina Shire
Stawell,Bourke
Stuart,Bogan Shire
Tarcoon,Brewarrina Shire
Tilpa,Bourke Shire
Tobin,Brewarrina Shire
Trafalgar,Cobar Shire
Traralgon,Brewarrina Shire
Trawalla,Bourke
Tubba,Bogan Shire
Tuppulmummi,Bourke Shire
Wadell,Bourke
Wagra,Cobar
Wanalta,Brewarrina Shire
Wangoom,Bogan Shire
Waterloo,Cobar Shire
Wererina,Bourke Shire
West Bogan,Bogan Shire
Whakoo,Bourke Shire
Wilga,Cobar Shire
Willa Murra,Brewarrina Shire
Yargunyah,Bourke Shire
Yarraman,Bogan Shire
Zouch,Bourke
