col0,col1
Valeria Pereyra,Buenos Ayres
Georgia Bonora,"Fitzroy, Victoria"
Ashleigh Brennan,"Melbourne, Victoria"
Emily Little,"Subiaco, Western Australia"
Larrissa Miller,"Melbourne, Victoria"
Lauren Mitchell,"Subiaco, Western Australia"
Barbara Gasser,"Bregenz, Austria"
Nastassia Marachkouskaya,"Minsk, Belarus"
Gaelle Mys,"Ghent, Belgium"
Harumy de Freitas,"Curitiba, Brazil"
Daiane dos Santos,"Porto Alegre, Brazil"
Ethiene Franco,"Curitiba, Brazil"
Daniele Hypólito,"Santo André, Brazil"
Bruna Leal,"Rio de Janeiro, Brazil"
Ralitsa Mileva,"Sofia, Bulgaria"
Ellie Black,"Halifax, Nova Scotia"
Victoria Moors,"Surrey, British Columbia"
Dominique Pegg,"London, Ontario"
Brittany Rogers,"Coquitlam, British Columbia"
Kristina Vaculik,"Toronto, Ontario"
Simona Castro,"Santiago, Chile"
Deng Linlin,"Fuyang, Anhui"
He Kexin,"Beijing, China"
Huang Qiushuang,"Xiangyang, Hubei"
Sui Lu,"Zhuzhou, Hunan"
Yao Jinnan,"Fuzhou, Fujian"
Jessica Gil Ortiz,"Miami, Florida"
Tina Erceg,"Split, Croatia"
Kristýna Pálešová,"Ivančice, Czech Republic"
Yamilet Peña,"Santo Domingo, Dominican Republic"
Sherine El-Zeiny,"Amsterdam, Netherlands"
Salma Mohamed,"Giza, Egypt"
Annika Urvikko,"Tampere, Finland"
Mira Boumejmajen,"Vierzon, France"
Youna Dufournet,"Saumur, France"
Anne Kuhm,"Haguenau, France"
Aurélie Malaussena,"Grasse, France"
Sophia Serseri,"Chenôve, France"
Janine Berger,"Dillingen an der Donau, Germany"
Kim Bui,"Tübingen, Germany"
Oksana Chusovitina,"Bukhara, Uzbekistan"
Nadine Jarosch,"Bielefeld, Germany"
Elisabeth Seitz,"Heidelberg, Germany"
Imogen Cairns,"Bristol, England"
Jennifer Pinches,"Royal Tunbridge Wells, England"
Rebecca Tunney,"Ashton-under-Lyne, England"
Beth Tweddle,"Bunbury, England"
Hannah Whelan,"Stockport, England"
Vasiliki Millousi,"Athens, Greece"
Ana Sofía Gómez,"Guatemala City, Guatemala"
Wong Hiu Ying,Hong Kong
Dorina Böczögő,"Orosháza, Hungary"
Valeria Maksyuta,"Kyiv, Ukraine"
Giorgia Campana,"Rome, Italy"
Erika Fasana,"Como, Italy"
Carlotta Ferlito,"Milan, Italy"
Vanessa Ferrari,"Genivolta, Italy"
Elisabetta Preziosa,"Saronno, Italy"
Yu Minobe,"Komatsu, Japan"
Yuko Shintake,"Osaka, Japan"
Rie Tanaka,"Iwade, Japan"
Asuka Teramoto,"Komaki, Japan"
Kōko Tsurumi,"Saitama, Japan"
Moldir Azimbay,"Shymkent, Kazakhstan"
Laura Švilpaitė,"Vilnius, Lithuania"
Elsa García,"Monterrey, Nuevo León"
Céline van Gerner,"Zwolle, Netherlands"
Marta Pihan-Kulesza,"Szczecin, Poland"
Zoi Lima,"Toronto, Ontario"
Lorena Quiñones,"Humacao, Puerto Rico"
Diana Bulimar,"Timișoara, Romania"
Diana Chelaru,"Onești, Romania"
Larisa Iordache,"Bucharest, Romania"
Sandra Izbașa,"Bucharest, Romania"
Cătălina Ponor,"Constanța, Romania"
Ksenia Afanasyeva,"Tula, Russia"
Anastasia Grishina,"Moscow, Russia"
Viktoria Komova,"Voronezh, Russia"
Aliya Mustafina,"Yegoryevsk, Russia"
Maria Paseka,"Moscow, Russia"
Lim Heem Wei,Singapore
Mária Homolová,"Zvolen, Slovakia"
Saša Golob,"Ljubljana, Slovenia"
Heo Seon-mi,"Seoul, South Korea"
Ana María Izurieta,"Guayaquil, Ecuador"
Jonna Adlerteg,"Västerås, Sweden"
Giulia Steingruber,"Gossau, Switzerland"
Göksu Üçtaş,"Şahinbey, Turkey"
Natalia Kononenko,"Kyiv, Ukraine"
Gabby Douglas,"Newport News, Virginia"
McKayla Maroney,"Aliso Viejo, California"
Aly Raisman,"Needham, Massachusetts"
Kyla Ross,"Honolulu, Hawaii"
Jordyn Wieber,"DeWitt, Michigan"
Luiza Galiulina,"Tashkent, Uzbekistan"
Jessica López,"Caracas, Venezuela"
Đỗ Thị Ngân Thương,"Hanoi, Vietnam"
Phan Thị Hà Thanh,"Haiphong, Vietnam"
