col0,col1,col2,col3
North America Jamie Foxx Announces Tour Dates!,North America Jamie Foxx Announces Tour Dates!,North America Jamie Foxx Announces Tour Dates!,North America Jamie Foxx Announces Tour Dates!
"July 2, 2009","Anaheim, CA",United States,The Grove of Anaheim
"July 3, 2009",Las Vegas,the US,The Joint
"July 4, 2009",Las Vegas,U. S.,The Joint
"July 9, 2009",Tulsa,U. S.,BOK Center
"July 10, 2009",Houston,the U.S. of America,Reliant Arena
"July 11, 2009",Austin,United States,Frank Erwin Center
"July 12, 2009",Oklahoma City,the USA,Cox Convention Center
"July 16, 2009",Indianapolis,United States,Murat Theatre
"July 17, 2009",Memphis,U. S.,FedEx Forum
"July 18, 2009",Nashville,United States,Sommet Center
"July 19, 2009",Greensboro,Murica,Greensboro Coliseum
"July 23, 2009",Minneapolis,the United States of America,Target Center
"July 24, 2009",St. Louis,United States,Chaifetz Arena
"July 25, 2009",Kansas City,United States,Sprint Center
"July 26, 2009",Louisville,the US,Freedom Hall
"July 30, 2009",Milwaukee,the U.S.A.,Milwaukee Theatre
"July 31, 2009",Merrillville,United States,Star Plaza Theatre
"August 1, 2009",Chicago,USA,Arie Crown Theatre
"August 2, 2009",Chicago,United States,Arie Crown Theatre
"August 6, 2009",Detroit,United States,Fox Theatre
"August 9, 2009",Rochester,U. S. A.,Blue Cross Arena
"August 11, 2009",Toronto,Canada,Sound Academy Jamie Foxx Adds Toronto Show!
"August 13, 2009",Dayton,United States,Nutter Center
"August 14, 2009","Columbus, Ohio",United States,Veterans Memorial Auditorium
"August 15, 2009",Cincinnati,United States,US Bank Arena
"August 16, 2009",Cleveland,United States,Wolstein Center
"August 20, 2009",Boston,United States,Bank of America Pavilion
"August 21, 2009",Uncasville,United States,Mohegan Sun
"August 22, 2009",Albany,U. S.,Times Union Center
"August 23, 2009",Richmond,United States,Richmond Coliseum
"August 27, 2009",New Orleans,United States,New Orleans Arena
"August 28, 2009",Jacksonville,the States,Jacksonville Veterans Memorial Arena
"August 29, 2009",Sunrise,United States,BankAtlantic Center
"August 30, 2009",Orlando,United States,Amway Arena
"September 3, 2009",Greenville,United States,BI-LO Center
"September 4, 2009",Birmingham,the US,Boutwell Auditorium
"September 5, 2009",Atlanta,United States,Chastain Park
"September 6, 2009",Atlanta,United States,Chastain Park
"September 13, 2009",Philadelphia,U.S.,Tower Theater
"September 17, 2009",Hampton,United States,Hampton Coliseum
"September 18, 2009",Columbia,the USA,Colonial Center
"September 20, 2009",North Charleston,United States,North Charleston Coliseum
"September 25, 2009",Dallas,United States,Nokia Theatre at Grand Prairie
"September 27, 2009",San Antonio,the U.S. of A,AT&T Center San Antonio Show Added.
"October 1, 2009",Phoenix,U. S. A.,Dodge Theatre
"October 3, 2009",San Diego,United States,San Diego Civic Theatre
"October 4, 2009",Fresno,United States,William Saroyan Theatre Fresno Show Added.
"October 8, 2009",Seattle,United States,KeyArena
"October 9, 2009",Las Vegas,United States,The Colosseum at Caesars Palace
"October 10, 2009",Concord,Murica,Sleep Train Pavilion
"October 15, 2009",Sacramento,United States,ARCO Arena
"October 16, 2009",Los Angeles,U.S.,L.A. Live
"October 17, 2009",Los Angeles,United States,L.A. Live
