col0,col1,col2
Austria,"Salzburg, Austria",Salzburg Airport
HR,Split,Split Airport
CZR,Prague,Václav Havel Airport Prague
Denmark,Copenhagen,Copenhagen Airport
France,Bergerac,Bergerac Dordogne Périgord Airport
France,Calvi,Calvi Airport
France,Chambéry,Chambéry Airport
France,Limoges,Limoges - Bellegarde Airport
France,Lyon,Lyon-Saint-Exupéry Airport
France,Nice,Nice Côte d'Azur Airport
France,Paris,Orly Airport
France,Quimper,Quimper - Cornouaille Airport
Germany,Berlin,Berlin Brandenburg Airport
Germany,Bremen,Bremen Airport
Germany,Düsseldorf,Düsseldorf Airport
Germany,Frankfurt,Frankfurt Airport
Germany,Hamburg,Hamburg Airport
Germany,Munich,Munich Airport
Gibraltar,Gibraltar,Gibraltar International Airport
Guernsey,Guernsey,Guernsey Airport
Greece,Mykonos,Mykonos Airport
Greece,Santorini,Santorini (Thira) International Airport
Greece,Skiathos,Skiathos International Airport
Iceland,Reykjavík,Keflavík International Airport
Ireland,Dublin,Dublin Airport
Isle of Man,Isle of Man,Isle of Man Airport
Italy,Florence,Florence Airport
Italy,Milan,Linate Airport
Italy,Milan,Milan Malpensa Airport
Italy,Rome,Leonardo da Vinci-Fiumicino Airport
Italy,Venice,Venice Marco Polo Airport
Italy,Verona,Verona Villafranca Airport
Jersey,Jersey,Jersey Airport
Luxembourg,Luxembourg City,Luxembourg Airport
Netherlands,Amsterdam,Amsterdam Airport Schiphol
Netherlands,Rotterdam,Rotterdam The Hague Airport
Poland,Warsaw,Warsaw Chopin Airport
Portugal,Faro,Faro Airport
Spain,Barcelona,Josep Tarradellas Barcelona-El Prat Airport
Spain,Granada,Federico García Lorca Granada Airport
Spain,Ibiza,Ibiza Airport
Spain,Málaga,Málaga Airport
Spain,Madrid,Adolfo Suárez Madrid-Barajas Airport
Spain,Menorca,Menorca Airport
Spain,Palma de Mallorca,Palma de Mallorca Airport
Spain,San Sebastián,San Sebastián Airport
Switzerland,Geneva,Geneva Airport
Switzerland,Zürich,Zürich Airport
United Kingdom,Aberdeen,Aberdeen Airport
United Kingdom,Belfast,George Best Belfast City Airport
United Kingdom,Birmingham,Birmingham Airport
United Kingdom,Edinburgh,Edinburgh Airport
United Kingdom,Exeter,Exeter Airport
United Kingdom,Glasgow,Glasgow Airport
United Kingdom,Leeds/Bradford,Leeds Bradford Airport
United Kingdom,London,London City Airport
United Kingdom,London,London Stansted Airport
United Kingdom,Manchester,Manchester Airport
United Kingdom,Newquay,Newquay Airport
United Kingdom,Southampton,Southampton Airport
