col0,col1,col2
Australia,Adelaide,Adelaide Airport
Australia,"Albany, Australia",ALH
Australia,Albury,Albury Airport
Stria,Alice Springs,YBAS
AU,Ayers Rock,Ayers Rock Airport
Australia,Ballina,Ballina Byron Gateway Airport
Stria,Brisbane,Brisbane Airport
Down Under,Broome,Broome Airport
Australia,Bundaberg,Bundaberg Airport
Australia,Busselton,Busselton Margaret River Airport
Australia,Cairns,Cairns Airport
Australia,Carnarvon,Carnarvon Airport
Australia,Canberra,Canberra Airport
Australia,Christmas Island,Christmas Island Airport
Australia,Cloncurry,Cloncurry Airport
Australia,Cocos Islands,Cocos (Keeling) Island Airport
Oz,Coffs Harbour,Coffs Harbour Airport
Australia,Darwin,Darwin Airport
AU,Derby,RAAF Base Curtin
AU,Emerald,Emerald Airport
Australia,Esperance,Esperance Airport
Australia,Exmouth,RAAF Base Learmonth
Australia,Geraldton,Geraldton Airport
Down Under,Gladstone,Gladstone Airport
Australia,Gold Coast,Gold Coast Airport
Australia,Hamilton Island,Great Barrier Reef Airport
Aussieland,Hervey Bay,Hervey Bay Airport
Australia,Hobart,Hobart Airport
Australia,Kalbarri,Kalbarri Airport
Australia,Kalgoorlie,Kalgoorlie Airport
Australia,Karratha,Karratha Airport
Australia,Kununurra,East Kimberly Regional Airport
Stralia,Launceston,Launceston Airport
Australia,Mackay,Mackay Airport
Australia,Melbourne,Melbourne Airport
Australia,Mildura,Mildura Airport
Australia,Monkey Mia,Shark Bay Airport
Australia,Moranbah,Moranbah Airport
Australia,Mount Isa,Mount Isa Airport
Australia,"Newcastle, NSW",Newcastle Airport
Stralia,Newman,Newman Airport
Australia,Onslow,Onslow Airport
Australia,Paraburdoo,Paraburdoo Airport
Australia,Perth,Perth Airport
Australia,Port Hedland,Port Hedland Airport
Australia,Port Macquarie,Port Macquarie Airport
Australia,Proserpine,Whitsunday Coast Airport
Stria,Ravensthorpe,Ravensthorpe Airport
New Holland,Rockhampton,Rockhampton Airport
Australia,Sunshine Coast,Sunshine Coast Airport
Aussieland,Sydney,Sydney Airport
The Commonwealth of Australia,Tamworth,Tamworth Airport
Australia,Townsville,Townsville Airport
Cook Islands,Rarotonga,Rarotonga International Airport
Fiji,Nadi,Nadi International Airport
Hong Kong,Hong Kong,Hong Kong International Airport
Indonesia,Denpasar,Ngurah Rai International Airport
Japan,Tokyo,Haneda Airport
New Zealand,Auckland,Auckland Airport
New Zealand,Christchurch,Christchurch Airport
New Zealand,Dunedin,Dunedin Airport
New Zealand,Hamilton,Hamilton Airport
New Zealand,Queenstown,Queenstown Airport
New Zealand,Wellington,Wellington Airport
Papua New Guinea,Port Moresby,Jacksons International Airport
Samoa,Apia,Faleolo International Airport
Solomon Islands,Honiara,Honiara International Airport
South Africa,Johannesburg,O. R. Tambo International Airport
Thailand,Phuket,Phuket International Airport
Tonga,Nukuʻalofa,Fuaʻamotu International Airport
United Arab Emirates,Abu Dhabi,Abu Dhabi International Airport
United States,Los Angeles,Los Angeles International Airport
Vanuatu,Port Vila,Bauerfield International Airport
