col0,col1,col2,col3
"Europe Sources for tour dates in Europe:
*
*","Europe Sources for tour dates in Europe:
*
*","Europe Sources for tour dates in Europe:
*
*","Europe Sources for tour dates in Europe:
*
*"
"February 25, 2020",Sheffield,England,Irwin Mitchell Oval Hall
"February 27, 2020",Liverpool,England,Liverpool Echo Arena
"February 28, 2020",Manchester,England,O Apollo
"February 29, 2020",Leeds,England,First Direct Arena
"March 1, 2020",Glasgow,Scotland,SEC Armadillo
"March 3, 2020",Dublin,Ireland,Bord Gáis Energy Theatre
"March 4, 2020",Birmingham,England,Arena Birmingham
"March 5, 2020",Bournemouth,England,Windsor Hall
"March 6, 2020",Cardiff,Wales,Motorpoint Arena
"March 7, 2020",Brighton,England,Brighton Centre
"March 9, 2020",Nottingham,England,Royal Concert Hall
"March 10, 2020",London,England,Eventim Apollo
North America,North America,North America,North America
"October 26, 2021",Las Vegas,United States,Harrah's Showroom
"April 7, 2022",Las Vegas,United States,Harrah's Showroom
"April 8, 2022",Las Vegas,United States,Harrah's Showroom
"April 9, 2022",Las Vegas,United States,Harrah's Showroom
"April 10, 2022",Las Vegas,United States,Harrah's Showroom
"April 12, 2022",Las Vegas,United States,Harrah's Showroom
"April 13, 2022",Las Vegas,United States,Harrah's Showroom
"April 14, 2022",Las Vegas,United States,Harrah's Showroom
"April 15, 2022",Las Vegas,United States,Harrah's Showroom
"April 16, 2022",Las Vegas,United States,Harrah's Showroom
"April 17, 2022",Las Vegas,United States,Harrah's Showroom
"April 19, 2022",Las Vegas,United States,Harrah's Showroom
"April 20, 2022",Las Vegas,United States,Harrah's Showroom
"April 21, 2022",Las Vegas,United States,Harrah's Showroom
"April 22, 2022",Las Vegas,United States,Harrah's Showroom
"April 23, 2022",Las Vegas,United States,Harrah's Showroom
"April 24, 2022",Las Vegas,United States,Harrah's Showroom
"April 26, 2022",Las Vegas,United States,Harrah's Showroom
"April 27, 2022",Las Vegas,United States,Harrah's Showroom
"April 28, 2022",Las Vegas,United States,Harrah's Showroom
"April 29, 2022",Las Vegas,United States,Harrah's Showroom
"April 30, 2022",Las Vegas,United States,Harrah's Showroom
"May 1, 2022",Las Vegas,United States,Harrah's Showroom
"May 3, 2022",Las Vegas,United States,Harrah's Showroom
"May 4, 2022",Las Vegas,United States,Harrah's Showroom
"May 5, 2022",Las Vegas,United States,Harrah's Showroom
"May 6, 2022",Las Vegas,United States,Harrah's Showroom
"May 7, 2022",Las Vegas,United States,Harrah's Showroom
"May 8, 2022",Las Vegas,United States,Harrah's Showroom
"May 10, 2022",Las Vegas,United States,Harrah's Showroom
"May 11, 2022",Las Vegas,United States,Harrah's Showroom
"May 12, 2022",Las Vegas,United States,Harrah's Showroom
"May 13, 2022",Las Vegas,United States,Harrah's Showroom
"May 14, 2022",Las Vegas,United States,Harrah's Showroom
"May 15, 2022",Las Vegas,United States,Harrah's Showroom
"May 24, 2022",Las Vegas,United States,Harrah's Showroom
"May 25, 2022",Las Vegas,United States,Harrah's Showroom
"May 26, 2022",Las Vegas,United States,Harrah's Showroom
"May 27, 2022",Las Vegas,United States,Harrah's Showroom
"May 28, 2022",Las Vegas,United States,Harrah's Showroom
"May 29, 2022",Las Vegas,United States,Harrah's Showroom
"May 31, 2022",Las Vegas,United States,Harrah's Showroom
