col0,col1,col2,col3,col4
Adelaide,SA Liberals,Michael Duigan,Michael Wilson,Christopher Wurm
Albert Park,Labor,Kevin Hamilton,Bob MacKenzie,John Malone
Alexandra,Liberal,John Quirke,Ted Chapman,David Willson
Electoral district of Baudin,Labor,Donald Jack Hopgood,Bill Fraser,D. Perrotin
Electoral district of Bragg,Liberal,Phil Robins,Graham Ingerson,Alison Mary Dolling
Briggs,Labor,Mike Rann,Bernhard Buchner,Anastasios Giannouklas
Bright,Liberal,Derek Robertson,John Mathwin,Fred Cannon
Chaffey,Liberal,Bill Parsons,Peter Arnold,Rilda Sharp
Coles,SA Liberals,Ray Rains,Jennifer Adamson,Sandra Nichols
Custance,Liberal,Arthur Rich,John Olsen,John Smyth
Davenport,Liberal,Mark Boughey,Dean Brown,Kevin Angove
Elizabeth,Independent Labor,Sonia Argirov,Josephine Gapper,Carolyn Tan
Eyre,SA Liberals,Jennie Lee,Graham Gunn,Jillian Polkinghorne
Fisher,SA Liberals,Philip Tyler,Grant Chapman,Audrey Sibly
Flinders,National,Terrence Krieg,Arthur Whyte,George Jukes
Florey,Labor,Bob Gregory,Martin Luther,Andrew Sickerdick
Gilles,South Australian Labor,Jack Slater,Lois Bell,Brian Fain
Goyder,Liberal Party of Australia. South Australian Division,Michael Wright,John Meier,Rosemary Dow
Hanson,Liberal,Ann Pengelly,Heini Becker,Ian Haines
Hartley,Labor,Terry Groom,Rilka Warbanoff,Cathi Tucker-Lee
Hayward,Labor,June Appleby,Julian Glynn,John Stapledon
Henley Beach,ULP,Don Ferguson,Bob Randall,Gladys Wells
Heysen,Liberal,Elizabeth Harvey,David Wotton,Merilyn Pedrick
Kavel,Liberal,Lance Jones,Roger Goldsworthy,
Light,Liberal,Tony Piccolo,Bruce Eastick,Nicholas Wedge
Mawson,Labor,Susan Lenehan,Raija Havu,Tim Wells
Mitcham,SA Liberals,Barbara Hughes,Stephen Baker,Guy Harley
Mitchell,Labor,Ron Payne,Mark Hanckel,Peter Mann
Morphett,Liberal,Trevor Peikert,John Oswald,Sue Carver
Mount Gambier,Liberal,Peter Humphries,Harold Allison,Glenn Taylor
Murray-Mallee,SA Liberals,Peter Dickson,Peter Lewis,Don French
Napier,Labor,Terry Hemmings,Brenda Bates,Barbara Barlow
Newland,Liberal Party of Australia (SA Division),Di Gayler,Scott Ashenden,Mike Bolt
Norwood,ULP,Greg Crafter,Sue Graham,Rodney Roberts
Peake,Labor,Keith Plunkett,Steve Peake,Jeff Wild
Playford,Labor,Terry McRae,Dorothy Kotz,Eileen Farmer
Price,Labor,Murray De Laine,Jean Lawrie,Don Bond
Ramsay,ALP SA,Lynn Arnold,Jim Davis,
Ross Smith,SA Labor,John Bannon,Darryl Watson,Kate Hannaford
Semaphore,Independent Labor,Rod Sawford,Mark Laing,F. Goncalves
Spence,Labor,Roy Abbott,Joe Ryan,Elizabeth Sanderson
Stuart,United Labor Party of South Australia,Gavin Keneally,Bob Smith,Harm Folkers
Todd,Labor,John Klunder,Jeff Nicholas,Aussie Kanck
Unley,Labor,Kym Mayes,Denis Sheridan,Barbara Boden
Victoria,Liberal,Bill Hender,Dale Baker,Roy Milne
Walsh,ALP SA,John Trainer,Lenore Triplow,Helen Brasted
Whyalla,Labor,Frank Blevins,Laurie Wilks,Graham Gloede
