col0,col1
1,"Defence Amendment Act, 1976"
2,"Simulated Armaments Transactions Prohibition Act, 1976"
3,"Transkei Constitution Amendment Act, 1976"
4,"Bantu Laws Amendment Act, 1976 (before 1978)    Black Laws Amendment Act, 1976 (after 1978)"
5,"Merchant Shipping Amendment Act, 1976"
6,"Advertising on Roads and Ribbon Development Amendment Act, 1976"
7,"Dairy Industry Amendment Act, 1976"
8,"Railways and Harbours Acts Amendment Act, 1976"
9,"Railways and Harbours Additional Appropriation Act, 1976"
10,"Additional Appropriation Act, 1976"
11,"Post Office Additional Appropriation Act, 1976"
12,"Part Appropriation Act, 1976"
13,"Matrimonial Affairs Amendment Act, 1976"
14,"Attorneys Amendment Act, 1976"
15,"Plant Breeders' Rights Act, 1976"
16,"Hazardous Substances Amendment Act, 1976"
17,"Dental Mechanicians Amendment Act, 1976"
18,"Abortion and Sterilization Amendment Act, 1976"
19,"Medicines and Related Substances Control Amendment Act, 1976"
20,"Chiropractors Amendment Act, 1976"
21,"Electricity Amendment Act, 1976"
22,"Sea Fisheries Amendment Act, 1976"
23,"Regulation of Monopolistic Conditions Amendment Act, 1976"
24,"Iron and Steel Industry Amendment Act, 1976"
25,"Sale of Land on Instalments Amendment Act, 1976"
26,"State Land Disposal Amendment Act, 1976"
27,"Water Amendment Act, 1976"
28,"Rural Coloured Areas Amendment Act, 1976"
29,"Coloured Persons Education Amendment Act, 1976"
30,"Coloured Persons in South-West Africa Education Amendment Act, 1976"
31,"Basters of Rehoboth Education Amendment Act, 1976"
32,"Nama in South-West Africa Education Amendment Act, 1976"
33,"Medical, Dental and Supplementary Health Service Professions Amendment Act, 1976"
34,"Police Amendment Act, 1976"
35,"Petition Proceedings Replacement Act, 1976"
36,"Pre-Union Statute Law Revision Act, 1976"
37,"Supreme Court Amendment Act, 1976"
38,"Scientific Research Council Amendment Act, 1976"
39,"Price Control Amendment Act, 1976"
40,"National Road Safety Amendment Act, 1976"
41,"Mountain Catchment Areas Amendment Act, 1976"
42,"Weza Timber Company Limited Act, 1976"
43,"Children's Amendment Act, 1976"
44,"National Welfare Amendment Act, 1976"
45,"Public Health Amendment Act, 1976"
46,"Aged Persons Amendment Act, 1976"
47,"Mining Rights Amendment Act, 1976"
48,"Mental Health Amendment Act, 1976"
49,"Railways and Harbours Appropriation Act, 1976"
50,"Marketing Amendment Act, 1976"
51,"Financial Relations Amendment Act, 1976"
52,"Railways and Harbours Finances and Accounts Act, 1976"
53,"Plant Improvement Act, 1976"
54,"Abattoir Industry Act, 1976"
55,"Post Office Appropriation Act, 1976"
56,"Rehoboth Self-Government Act, 1976"
57,"National Parks Act, 1976"
58,"Forest Amendment Act, 1976"
59,"Standards Amendment Act, 1976"
60,"Constitution Amendment Act, 1976"
61,"Parliamentary and Provincial Medical Aid Scheme Amendment Act, 1976"
62,"Appeals from the Supreme Court of Transkei Act, 1976"
63,"Magistrates' Courts Amendment Act, 1976"
64,"Public Service Amendment Act, 1976"
65,"Financial Relations Act, 1976"
