col0,col1,col2,col3,col4
2010   16th,The Girl with the Dragon Tattoo,Män som hatar kvinnor,Niels Arden Oplev,Sweden
2010   16th,I Am Love,Io sono l'amore,Luca Guadagnino,Italy
2010   16th,Biutiful,Biutiful,Alejandro González Iñárritu,Mexico / Spain
2011   17th,A Separation,جدایی نادر از سیمین / Jodaí-e Nadér az Simín,Asghar Farhadi,Eron Islom Respublikasi
2011   17th,In Darkness,W ciemności,Agnieszka Holland,Poland
2011   17th,Le Havre,Le Havre,Aki Kaurismäki,Finland
2011   17th,The Skin I Live In,La piel que habito,Pedro Almodóvar,Spain
2011   17th,Where Do We Go Now?,"Et maintenant, on va où; وهلّأ لوين؟ / w halla' la wayn",Nadine Labaki,Lebanon
2012   18th,Amour,Amour,Michael Haneke,Austria / France / Germany
2012   18th,The Intouchables,Intouchables,Éric Toledano and Olivier Nakache,France
2012   18th,A Royal Affair,En kongelig affære,Nikolaj Arcel,Denmark
2012   18th,Rust and Bone,De rouille et d'os,Jacques Audiard,France
2013   19th,Blue Is the Warmest Colour,La Vie d'Adèle - Chapitres 1 & 2,Abdellatif Kechiche,France
2013   19th,The Great Beauty,La grande bellezza,Paolo Sorrentino,Italian Republic
2013   19th,The Hunt,Jagten,Thomas Vinterberg,Denmark
2013   19th,The Past,Le passé,Asghar Farhadi,France / Italy / Iran
2013   19th,Wadjda,Wadjda,Haifaa al-Mansour,Germany / Saudi Arabia
2014   20th,Force Majeure,Turist,Ruben Östlund,SE
2014   20th,Ida,Ida,Paweł Pawlikowski,Denmark / France / Poland / UK
2014   20th,Leviathan,Левиафан,Andrey Zvyagintsev,Russia
2014   20th,"Two Days, One Night","Deux jours, une nuit",Luc and Jean-Pierre Dardenne,Belgium / France / Italy
2014   20th,Wild Tales,Relatos salvajes,Damián Szifron,Argentina / Spain
2015   21st,Son of Saul REVIEW: Son of Saul - The Strand,Saul fia,László Nemes,Hungary
2015   21st,The Assassin,刺客聶隱娘 / Cìkè Niè Yinniáng,Hou Hsiao-hsien,Taiwan
2015   21st,Goodnight Mommy,"Ich seh, Ich seh",Veronika Franz and Severin Fiala,Austria
2015   21st,Mustang,Mustang,Deniz Gamze Ergüven,France
2015   21st,The Second Mother,Que Horas Ela Volta?,Anna Muylaert,Brazil
2016   22nd,Elle 3 Must-See French Thrillers|Euro Channel|English-Eurochannel,Elle 3 Must-See French Thrillers|Euro Channel|English-Eurochannel,Paul Verhoeven,France
2016   22nd,The Handmaiden,아가씨 / Ah-ga-ssi,Park Chan-wook,South Korea
2016   22nd,Julieta,Julieta,Pedro Almodóvar,Spain
2016   22nd,Neruda,Neruda,Pablo Larraín,Chile
2016   22nd,The Salesman,Forušande,Asghar Farhadi,Iran
2016   22nd,Toni Erdmann,Toni Erdmann,Maren Ade,Germany
2017   23rd,In the Fade Critics Choice Awards winners 2018: Full list|EW.com,Aus dem Nichts,Fatih Akin,Germany
2017   23rd,BPM (Beats per Minute),120 battements par minute,Robin Campillo,France
2017   23rd,A Fantastic Woman,Una mujer fantástica,Sebastián Lelio,Chile
2017   23rd,First They Killed My Father,Moun dambaung,Angelina Jolie,Cambodia
2017   23rd,The Square,The Square,Ruben Östlund,Sweden
2017   23rd,Thelma,Thelma,Joachim Trier,Norway
2018   24th,Roma Alfonso Cuarón Interview: There Will Be More Films Like ROMA - AM/FM Magazine Critics' Choice Awards winners list by category - CNN,Roma Alfonso Cuarón Interview: There Will Be More Films Like ROMA - AM/FM Magazine Critics' Choice Awards winners list by category - CNN,Alfonso Cuarón,Mexico
2018   24th,Burning,버닝 / Beoning,Lee Chang-dong,South Korea
2018   24th,Capernaum,کفرناحوم / Capharnaüm,Nadine Labaki,Lebanon
2018   24th,Cold War,Zimna wojna,Paweł Pawlikowski,Poland
2018   24th,Shoplifters,万引き家族 / Manbiki Kazoku,Hirokazu Kore-eda,Japan
2019   25th,Parasite,기생충,Bong Joon-ho,South Korea
2019   25th,Atlantics,Atlantique,Mati Diop,Belgium / France / Senegal
2019   25th,Pain and Glory,Dolor y gloria,Pedro Almodóvar,Spain
2019   25th,Les Misérables,Les Misérables,Ladj Ly,France
2019   25th,Portrait of a Lady on Fire,Portrait de la jeune fille en feu,Céline Sciamma,France
