col0,col1,col2
Donald Dewar,Aberdeen South,Iain Sproat
Edwin Brooks,Bebington,Eric Cockeram
Brian Parkyn,Bedford,Trevor Skeet
Gwilym Roberts,Bedfordshire South,David Madel
George Brown,Belper,Geoffrey Stewart-Smith
Eric Moonman,Billericay,Robert McCrindle
Christopher Price,Birmingham Perry Barr,Joseph Kinsey
Ioan Evans,Birmingham Yardley,Derek Coombs
Robert Howarth,Bolton East,Laurance Reed
Gordon Oakes,Bolton West,Robert Redmond
Woodrow Wyatt,Bosworth,Adam Butler
Norman Haseldine,Bradford West,John Wilkinson
Colin Jackson,Brighouse and Spenborough,Wilfred Proudfoot
Dennis Hobden,Brighton Kemptown,Andrew Bowden
Raymond Dobson,Bristol North East,Robert Adley
John Ellis,Bristol North West,Martin McLaren
Robert Maxwell,Buckingham,William Benyon
Jennie Lee,Cannock,Patrick Cormack
Ted Rowlands,Cardiff North,Michael Roberts
Alistair Macdonald,Chislehurst,Patricia Hornsby-Smith
Ednyfed Hudson Davies,Conway,Wyn Roberts
David Winnick,Croydon South,Richard Thompson
Sydney Irving,Dartford,Peter Trew
David Ennals,Dover,Peter Rees
Stan Newens,Epping,Norman Tebbit
Gwyneth Dunwoody,Exeter,John Hannam
John Dunwoody,Falmouth and Camborne,David Mudd
Terence Boston,Faversham,Roger Moate
John Diamond,Gloucester,Sally Oppenheim
Albert Murray,Gravesend,Roger White
Ben Whitaker,Hampstead,Geoffrey Finsberg
Roy Roebuck,Harrow East,Hugh Dykes
Peter Jackson,High Peak,Spencer Le Marchant
Alan Lee Williams,Hornchurch,John Loveridge
Arnold Shaw,Ilford South,Albert Cooper
Dingle Foot,Ipswich,Ernle Money
John Binns,Keighley,Joan Hall
John Page,King's Lynn,Christopher Brocklebank-Fowler
Stanley Henig,Lancaster,Elaine Kellett-Bowman
Harold Davies,Leek,David Knox
James Dickens,Lewisham West,John Gummer
William Howie,Luton,Charles Simeons
Jeremy Bray,Middlesbrough West,John Sutcliffe
Denis Coe,Middleton and Prestwich,Alan Haselhurst
Donald Anderson,Monmouth,John Stradling Thomas
Bert Hazell,Norfolk North,Ralph Howell
George Perry,Nottingham South,Norman Fowler
John Horner,Oldbury and Halesowen,John Stokes
Evan Luard,Oxford,Montague Woodhouse
Ronald Atkins,Preston North,Mary Holt
Peter Mahon,Preston South,Alan Green
John Lee,Reading,Gerard Vaughan
Anne Kerr,Rochester and Chatham,Peggy Fenner
Antony Gardner,Rushcliffe,Kenneth Clarke
Frank Hooley,Sheffield Heeley,John Spence
Bob Mitchell,Southampton Test,James Hill
Arnold Gregory,Stockport North,Idris Owen
Ernest Davies,Stretford,Winston Churchill
Gerald Fowler,The Wrekin,Anthony Trafford
John Ryan,Uxbridge,Charles Curran
Malcolm Macmillan,Western Isles,Donald Stewart
Hugh Gray,Yarmouth,Anthony Fell
Kenneth Baker,Acton,Nigel Spearing
Donald Williams,Dudley,John Gilbert
Esmond Wright,Glasgow Pollok,James White
Bruce Campbell,Oldham West,Michael Meacher
Christopher Ward,Swindon,David Stoddart
Fred Silvester,Walthamstow West,Eric Deakins
Wallace Lawler,Birmingham Ladywood,Doris Fisher
Michael Winstanley,Cheadle,Tom Normanton
Richard Wainwright,Colne Valley,David Clark
Eric Lubbock,Orpington,Ivor Stanbrook
Alasdair Mackenzie,Ross and Cromarty,Hamish Gray
Henry Clark,Antrim North,Ian Paisley
James Hamilton,Fermanagh and South Tyrone,Frank McManus
Winnie Ewing,Hamilton,Alex Wilson
Gwynfor Evans,Carmarthen,Gwynoro Jones
Desmond Donnelly,Pembrokeshire,Nicholas Edwards
