col0,col1,col2
Hackney North & Stoke Newington,Labour,1987
Lewisham East,"Labor Party, UK",2010
Bethnal Green and Bow,Labour Party (UK),"UK general election, 2010"
Croydon Central,Tory Party,"General election, 2005"
Kingston and Surbiton,Conservative,2015
Harrow East,Conservative,"United Kingdom general election, 2010"
Kensington,Conservative,2015
Carshalton and Wallington,Liberal Democrats,1997
Old Bexley and Sidcup,Conservative,2010 general election
West Ham,Labour,2005
Westminster North,"Labor Party, UK","United Kingdom general election, 2010"
Enfield Southgate,Conservative,2005
Brent Central,Labour,2015
Brentford and Isleworth,Labour,2015
Islington North,Labour,1983
Bermondsey and Old Southwark,Labour,2015
Walthamstow,Labour Co-op,2010
Dagenham and Rainham,"Labor Party, UK",2010
Leyton and Wanstead,Labour,"UK general election, 2010"
Lewisham West and Penge,Labour,2010 UK general election
Chingford and Woodford Green,Conservative,1997
Eltham,Labour,1997
Battersea,Conservative,2010
Bexleyheath and Crayford,Conservative,2005 UK general election
Cities of London and Westminster,Conservative Party (UK),2001
Poplar and Limehouse,Labour,"United Kingdom general election, 2010"
Lewisham Deptford,Labour,2015
Finchley and Golders Green,Tory Party,2010
Ilford South,Labour Co-op,1992
Brent North,Labour Party (Great Britain) -- Wales -- Records and correspondence,1997
Putney,Conservative,2005
Wimbledon,Conservatives,"UK general election, 2005"
Chelsea and Fulham,Conservative,2010
Camberwell and Peckham,Labour,1997
Dulwich and West Norwood,Labour,2015
Hackney South and Shoreditch,Labour Co-op,"UK general election, 2005"
Barking,Labour Party (UK),1994 by-election
Vauxhall,Labour,1989 by-election
Ealing Central and Acton,Labour,2015
"Ruislip, Northwood and Pinner",Conservative Party (Great Britain) -- Records and correspondence,"General election, 2010"
Uxbridge and South Ruislip,Conservative,2015
Orpington,Conservative Party (Great Britain) -- Elections,2010
Tooting,Labour,2016 by-election
Tottenham,Labour,2000 by-election
Feltham and Heston,Labour,2011 by-election
Twickenham,Conservative,2015
Mitcham and Morden,Labour,1997
Hayes and Harlington,Labour,1997
Bromley and Chislehurst,Conservative,2006 by-election
Hendon,Conservative,"United Kingdom general election, 2010"
Richmond Park,Liberal Democrats,2016 by-election
Edmonton,Labour Co-op,2015
Erith and Thamesmead,Labour,2010 UK general election
Greenwich and Woolwich,Labour,2015
Croydon South,United Kingdom Conservative Party,2015
Ealing North,Labour,1997
Croydon North,Labour,2012 by-election
Romford,Tory Party,2001
Enfield North,Labour,2015
Sutton and Cheam,Conservative,2015
Ealing Southall,Labour,2007 by-election
Hampstead and Kilburn,Labour,2015
Hammersmith,Labour,2010
Holborn and St Pancras,Labour,2015
Beckenham,Conservatives,2010
Ilford North,"Labor Party, UK",2015
Harrow West,Labour Co-op,1997
Islington South and Finsbury,Labour,2005 general election
East Ham,Labour Party (UK),1997
Streatham,Labour,2010
Chipping Barnet,Conservative,"United Kingdom general election, 2005"
Hornchurch and Upminster,Conservative,2010 UK general election
Hornsey and Wood Green,"Labor Party, UK",2015
