col0,col1,col2,col3
Electoral district of Albert,CPNP,,Tom Plunkett
Electoral district of Aubigny,CPNP,,Arthur Moore
Barcoo,Queensland Labor,Frank William Bulcock,
Baroona,Labor,Bill Power,
Bowen,Labor,Charles Collins,Arthur Bradford
Bremer,Labor,Frank Cooper,
Brisbane,Queensland Labor,Robert Funnell,
Bulimba,Queensland Labor,William Copley,Clive Lambourne
Bundaberg,Queensland Labor,Bernard McLean,Edward Redmond
Buranda,Queensland Labor,Ted Hanson,Charles Edwards
Cairns,Labor,John O'Keefe,
Carnarvon,CPNP,Paul Hilton,Edward Costello
Carpentaria,Labor,John Mullan,
Charters Towers,Queensland Labor,William Wellington,
Cook,CPNP,Harold Collins,Ernest Atherton
Cooroora,CPNP,,Harry Walker
Cunningham,CPNP,,William Deacon
Dalby,CPNP,George Wilkes,Godfrey Morgan
East Toowoomba,CPNP,James Kane,James Annand
Enoggera,Labor,George Taylor,Richard Hill
Fassifern,Independent,James Ryan,Alf Muller
Fitzroy,CPNP,Jim Clark,Albert Pearson
Fortitude Valley,Queensland Labor,Samuel Brassington,Nicholas Lockyer
Gregory,Queensland Labor,George Pollock,
Gympie,CPNP,Thomas Dunstan,Vivian Tozer
Hamilton,CPNP,John Moir,Hugh Russell
Herbert,Queensland Labor,Percy Pease,
Ipswich,Labor,David Gledson,
Isis,CPNP,Dudley Ryder,William Brand
Ithaca,Labor,Ned Hanlon,
Kelvin Grove,Labor,Frank Waters,Benjamin White
Kennedy,CPNP,Cecil Jesson,John Jackson
Keppel,CPNP,Albert Pascoe,Owen Daniel
Kurilpa,Queensland Labor,Kerry Copley,Frederick Cross
Logan,CPNP,John Brown,Reginald King
Mackay,Queensland Labor,William Forgan Smith,William Ferguson
Maranoa,Labor,Charles Conroy,
Maree,Labor,William King,David Miller
Maryborough,Labor,James Stopford,
Merthyr,Labor,James Keogh,William Stevens
Mirani,CPNP,Ted Walsh,Arthur Fadden
Mundingburra,Queensland Labor,John Dash,Francis Hughes
Murrumba,CPNP,,Frank Nicklin
Nanango,CPNP,,Jim Edwards
Normanby,Queensland Labor,Tom Foley,
Nundah,Labor,John Hayes,Alfred Thompson
Oxley,CPNP,Wilhelm Thieme,Thomas Nimmo
Port Curtis,Labor,Tommy Williams,Robert Boyd
Rockhampton,Queensland Labor,James Larcombe,
Sandgate,CPNP,Roland Hislop,James Kenny
South Brisbane,Queensland Labor,Vince Gair,Robert Paine
Stanley,CPNP,Francis Staunton,Roy Bell
The Tableland,Labor,Harry Bruce,Robert Clarke
Toowong,CPNP,Edward Turner,James Maxwell
Toowoomba,Queensland Labor,Evan Llewelyn,Les Boyce
Townsville,Queensland Labor,Maurice Hynes,Percy Davids
Warrego,Labor,Randolph Bedford,
Warwick,CPNP,John Healy,Daniel Connolly
West Moreton,CPNP,,Ted Maher
Wide Bay,CPNP,,Harry Clayton
Windsor,CPNP,Herbert Williams,Charles Taylor
Wynnum,CPNP,John Donnelly,James Bayley
