col0,col1,col2
UK - South Korea Free Trade Agreement,UK,South Korea
UK - Central America Recognition Agreement,UK,Central America
UK - Andean Free Trade Agreement,UK,ANDEAN
UK - Iceland & Norway,UK,Iceland & Norway
UK - Liechtenstein Additional Agreement,UK,Liechtenstein
UK-Chile association agreement,UK,Chile
UK-New Zealand mutual recognition agreement,UK,New Zealand
UK-Australia Mutual Recognition Agreement,UK,Australia
UK-US mutual recognition agreement,UK,US
UK-PLO(Palestine Liberation Organization) Free Trade and Economic Partnership,UK,"PLO
(Palestine Liberation Organization)"
UK-Pacific States economic partnership,UK,"Pacific States
(Block)"
UK-ESA (Trade Block) economic partnership,UK,"ESA
(Trade Block)"
UK-CARIFORUM (Trade Block) Economic Partnership,UK,CARIFORUM (Trade Block)
UK-Denmark (Faroe Islands) free trade agreement,UK,Denmark (Faroe Islands)
UK-Israel free trade agreement,UK,Israel
UK-Switzerland free trade agreement,UK,Switzerland
Armenia-Kazakhstan free trade agreement,Armenia,Kazakhstan
Armenia-Kyrgyzstan free trade agreement,Armenia,Kyrgyzstan
Armenia-Moldova free trade agreement,Armenia,Moldova
Armenia-Turkmenistan free trade agreement,Armenia,Turkmenistan
ASEAN-China Free Trade Area,Association of Southeast Asian Nations,People's Republic of China
Closer Economic Relations,Australia,New Zealand
Australia-Chile Free Trade Agreement,Australia,Chile
Korea-Australia FTA,Australia,Korea
Australia-Singapore free trade agreement,Australia,Singapore
Australia-Thailand free trade agreement,Australia,Thailand
Australia-United States Free Trade Agreement,Australia,United States
Australia-Japan Free Trade Agreement,Australia,Japan
Australia-China Free Trade Agreement,Australia,People's Republic of China
Canada-Chile Free Trade Agreement,Canada,Chile
Canada-Colombia Free Trade Agreement,Canada,Colombia
Canada-Costa Rica Free Trade Agreement,Canada,Costa Rica
Canada-Israel Free Trade Agreement,Canada,Israel
Canada-Peru free trade agreement,Canada,Peru
Chile-El Salvador free trade agreement,Chile,El Salvador
Chile-El Salvador free trade agreement,Chile,Costa Rica
Chile-Costa Rica free trade agreement,Chile,Costa Rica
Chile-Mexico Free Trade Agreement,Chile,Mexico
Thailand-Chile Free Trade Agreement,Chile,Thailand
Chile-Japan free trade agreement,Chile,Japan
Chile-South Korea free trade agreement,Chile,South Korea
China-Chile free trade agreement,Chile,People's Republic of China
China-Peru Free Trade Agreement,People's Republic of China,Peru
China-Pakistan Free Trade Agreement,People's Republic of China,Pakistan
China-Thailand free trade agreement,People's Republic of China,Thailand
Mainland and Hong Kong Closer Economic Partnership Arrangement,People's Republic of China,Hong Kong
Mainland and Macau Closer Economic Partnership Arrangement,People's Republic of China,Macau
China-Singapore free trade agreement,People's Republic of China,Singapore
Chile-Panama free trade agreement,Chile,Panama
Egypt-Turkey free trade agreement,Egypt,Turkey
European Free Trade Association-Chile free trade agreement,European Free Trade Association,Chile
European Free Trade Association-Canada free trade agreement,European Free Trade Association,Canada
European Free Trade Association-Israel free trade agreement,European Free Trade Association,Israel
European Free Trade Association-Turkey free trade agreement,European Free Trade Association,Turkey
European Union-Canada free trade agreement,European Union,Canada
European Union-Chile free trade agreement,European Union,Chile
Israel-Turkey free trade agreement,Israel,Turkey
Morocco-Turkey free trade agreement,Morocco,Turkey
New Zealand-China Free Trade Agreement,New Zealand,People's Republic of China
Russia-Armenia free trade agreement,Russia,Armenia
Serbia-EU Free Trade Agreement (SAA),Serbia,EU
Serbia-EFTA Free Trade Agreement,Serbia,EFTA
Serbia-CEFTA Free Trade Agreement,Serbia,CEFTA
Serbia-Russia Free Trade Agreement,Serbia,Russia
Serbia-Belarus Free Trade Agreement,Serbia,Belarus
Serbia-Turkey Free Trade Agreement,Serbia,Turkey
Serbia-Kazakhstan Free Trade Agreement,Serbia,Kazakhstan
Turkey-Bosnia and Herzegovina free trade agreement,Turkey,Bosnia and Herzegovina
Turkey-North Macedonia free trade agreement,Turkey,North Macedonia
Pakistan-Turkey Free Trade Agreement,Turkey,Pakistan
Turkey-Palestinian Authority free trade agreement,Turkey,Palestinian Authority
Turkey-Tunisia free trade agreement,Turkey,Tunisia
Ukraine-Armenia free trade agreement,Ukraine,Armenia
United States-Israel Free Trade Agreement,United States,Israel
United States-Jordan Free Trade Agreement,United States,Jordan
United States-Chile Free Trade Agreement,United States,Chile
United States-Singapore Free Trade Agreement,United States,Singapore
United States-Bahrain Free Trade Agreement,United States,Bahrain
United States-Morocco Free Trade Agreement,United States,Morocco
United States-Oman Free Trade Agreement,United States,Oman
United States-Peru Trade Promotion Agreement,United States,Peru
Japan-Vietnam free trade agreement,Japan,Vietnam
