col0,col1
Powrót Birbanta,Kazimierz Prószyński
Przygoda dorożkarza,Kazimierz Prószyński
Antoś pierwszy raz w Warszawie,Jerzy Meyer
"Antek klawisz, bohater Powiśla",Józef Ostoja-Sulnicki
Chasydka i odstępca,Andrzej Marek
Dzieje grzechu,Antoni Bednarczyk
Dzień kwiatka,Julian Krzewiński
Kosz primadonny,Julian Krzewiński
Meir Ezofowicz,Józef Ostoja-Sulnicki
Okrutny ojciec,Andrzej Marek
Sąd Boży,Stanisław Knake-Zawadzki
Zabójca z nędzy,Abraham Izaak Kamiński
"Bóg, człowiek i szatan",Abraham Izaak Kamiński
Krwawa dola,Władysław Paliński
Mirełe Efros,Andrzej Marek
Niebezpieczny kochanek,Kazimierz Kamiński
Ofiara namiętności,Władysław Paliński
Pietro Caruso,Kazimierz Kamiński
Przesądy,Józef Ostoja-Sulnicki
Spodnie jaśnie pana,Aleksander Hertz
Wydziedziczeni,Abraham Izaak Kamiński
Bigamistka,H. Fiszer
Córka kantora,H. Fiszer
Dramat Wieży Mariackiej,Wiktor Biegański
Fatalna klątwa,H. Fiszer
Grzech,Stanisław Sebel
Halka,Stanisław Sebel
Kara Boża,H. Fiszer
Kościuszko pod Racławicami,Orland
Najmilszy ze złodziei,Zygmunt Wesołowski
Nieznajomy,H. Fiszer
Obrona Częstochowy,Edward Puchalski
Przygody pana Antoniego,Wiktor Biegański
Ubój,H. Fiszer
Wykolejeni,Kazimierz Kamiński
"Ach, te spodnie!",Edward Puchalski
Fatalna godzina,Stanisław Sebel
Macocha,Abraham Izaak Kamiński
Słodycz grzechu,Edward Puchalski
Tajemnica pokoju nr 100,Stanisław Sebel
Wróg tanga,Seweryn Majde
Szpieg,Aleksander Hertz
Wyklęta córka,Abraham Izaak Kamiński
Zaczarowane koło,Witalis Korsak-Gołogowski
Żona,Jan Pawłowski
Pod jarzmem tyranów,Franz Porten
Topiel,Władysław Lenczewski
Carska faworyta,Władysław Lenczewski
Książę Józef Poniatowski,Aleksander Hertz
Mężczyzna,Aleksander Hertz
Rozporek i ska,Konrad Tom
Sezonowa miłość,Władysław Lenczewski
Złote bagno,Władysław Lenczewski
Blanc et noir,Eugeniusz Modzelewski
Carewicz,Marian Fuchs
Dla szczęścia,Aleksander Hertz
"Kobieta, która widziała śmierć",Władysław Lenczewski
Krysta,"Aleksander Hertz, Danny Kaden"
Lokaj,Eugeniusz Modzelewski
Panna po wojnie,Władysław Lenczewski
Przestępcy,Eugeniusz Modzelewski
Tamara,Nina Niovilla
Bohaterstwo polskiego skauta,Ryszard Bolesławski
Córka pani X,Ryszard Bolesławski
Czaty,Nina Niovilla
"Dla ciebie, Polsko",Antoni Bednarczyk
Konsul Pomeranc,Konrad Tom
Nie damy ziemi skąd nasz ród,Władysław Lenczewski
Powrót,Aleksander Hertz
Cud nad Wisłą,Ryszard Bolesławski
Ludzie bez jutra,Aleksander Hertz
Dwie urny,Cezar Rino-Lupo
"Idziem do Ciebie, Polsko, matko nasza",Nina Niovilla
Janko Zwycięzca,Gustaw Cybulski
Pan Twardowski,Wiktor Biegański
Uroda zycia,Eugeniusz Modzelewski and William Wauer
Otchlan pokuty,Wiktor Biegański
Tajemnica przystanku tramwajowego,Leon Trystan
Zazdrosc,Wiktor Biegański
Awantury miłosne panny D.,Tadeusz Chrzanowski
Bozyszcze,Wiktor Biegański
"Kule, które nie trafiają",Tadeusz Chrzanowski
Niewolnica milosci,"Jan Kucharski, Stanislaw Szebego and Adam Zagórski"
Śmierć za życie. Symfonia ludzkości,Jan Kucharski
(Tkies khaf) Ślubowanie,Zygmund Turkow
Iwonka,Emil Chaberski
Tredowata,Boleslaw Mierzejewski and Edvard Pukhalsky
Bunt krwi i zelaza,Leon Trystan
Kochanka Szamoty,Leon Trystan
Orle,Wiktor Biegański
Ziemia obiecana,Zygmund Turkow and Aleksander Hertz
Dzikuska,Henryk Szaro
Huragan,Joseph Lejtes
Kropka nad i,Juliusz Gardan
Liebeshölle,Wiktor Biegański
Pan Tadeusz,Ryszard Ordynski
Przedwiosnie,Henryk Szaro
Szalency,Leonard Buczkowski
Grzeszna miłość,"Mieczysław Krawicz, Zbigniew Gniazdowski"
Kult ciała,Michał Waszyński
Mocny czlowiek,Henryk Szaro
Nad Radem,Aleksander Ford
