col0,col1,col2,col3
29 September 2016,Atlanta,the US of America,The Tabernacle
29 September 2016,"Atlanta, GA",the U.S. of America,Gold Room
1 October 2016,OKC,United States,The Criterion
2 October 2016,Austin,United States,Zilker Park
4 October 2016,Royal Oak,United States,Royal Oak Music Theatre
5 October 2016,Chicago,United States,Aragon Ballroom
5 October 2016,Chicago,the US,The Mid
6 October 2016,Kansas City,United States,Arvest Bank Theatre at The Midland
7 October 2016,Dallas,United States,South Side Ballroom
8 October 2016,Houston,United States,Revention Music Center
9 October 2016,Austin,United States,Zilker Park
9 October 2016,Austin,America,Emo's
North America (Leg two),North America (Leg two),North America (Leg two),North America (Leg two)
8 November 2016,St. Louis,the United States,The Pageant
9 November 2016,Indianapolis,United States,The Pavilion
10 November 2016,Washington,United States,Echostage
11 November 2016,Philadelphia,the U.S. of A,Electric Factory
13 November 2016,Toronto,Canada,Danforth Music Hall
13 November 2016,Toronto,Canada,The Hoxton
14 November 2016,Montreal,Canada,Métropolis
15 November 2016,Boston,United States,Orpheum Theatre
16 November 2016,Washington,United States,Echostage
17 November 2016,New York City,America,The Theater at Madison Square Garden
18 November 2016,New York City,the U.S. of America,The Theater at Madison Square Garden
19 November 2016,Philadelphia,United States,Electric Factory
23 November 2016,San Francisco,United States,Bill Graham Civic Auditorium
25 November 2016,San Francisco,United States,Bill Graham Civic Auditorium
26 November 2016,Los Angeles,United States,Microsoft Theater
27 November 2016,Los Angeles,United States,Shrine Auditorium
28 November 2016,Los Angeles,United States,Shrine Auditorium
29 November 2016,San Diego,United States,Valley View Casino Center
1 December 2016,Denver,United States,Fillmore Auditorium
2 December 2016,Salt Lake City,America,The Complex
3 December 2016,Sacramento,Murica,McClellan Park
6 December 2016,Vancouver,Canada,Vogue Theatre
7 December 2016,Vancouver,Canada,Vogue Theatre
8 December 2016,Portland,United States,Veterans Memorial Coliseum
9 December 2016,Spokane (cancelled),United States,Knitting Factory
10 December 2016,Seattle,the US,WaMu Theater
Europe (Leg three),Europe (Leg three),Europe (Leg three),Europe (Leg three)
7 February 2017,London,United Kingdom,O2 Forum Kentish Town
8 February 2017,Amsterdam,Netherlands,Melkweg
9 February 2017,Paris,France,L'Olympia
Asia (Leg four),Asia (Leg four),Asia (Leg four),Asia (Leg four)
19 February 2017,Taipei,Taiwan,Dajia Riverside Park
21 February 2017,Tokyo,Japan,Zepp DiverCity
Australia (Leg five),Australia (Leg five),Australia (Leg five),Australia (Leg five)
24 February 2017,Brisbane,Australia,Riverstage
25 February 2017,Sydney,Australia,Hordern Pavilion
26 February 2017,Melbourne,Australia,Hisense Arena
North America (Leg six),North America (Leg six),North America (Leg six),North America (Leg six)
16 April 2017,Indio,United States,Empire Polo Club
23 April 2017,Indio,United States,Empire Polo Club
