col0,col1,col2
Harry Slater,Conservative,Argenteuil
Paul Tourigny,PLQ,Arthabaska
Frederic-Hector Daigneault,Liberal,Bagot
Arthur Godbout,Liberal,Beauce
Edmond Arthur Robert,Quebec Liberal Party,Beauharnois
Antonin Galipeault,Liberal,Bellechasse
Joseph-Olivier Gadoury,Conservative,Berthier
John Hall Kelly,Liberal,Bonaventure
William Frederick Vilas,Liberal,Brome
Eugène Merril Lesieur Desaulniers,Liberal,Chambly
Joseph-Arthur Labissonnière,Conservative,Champlain
Pierre D'Auteuil,Conservative,Charlevoix et Saguenay
Honoré Mercier Jr.,Liberal,Châteauguay
Honoré Petit,Parti liberal du Quebec,Chicoutimi
George Nathaniel Scott,Liberal,Compton
Arthur Sauvé,Conservative,Deux-Montagnes
Alfred Morissett,Liberal,Dorchester
Jules Allard,Liberal,Drummond
Georges-Stanislas Grégoire,Liberal,Frontenac
Gustave Lemieux,PLQ,Gaspé
William H. Walker,PLQ,Huntingdon
Joseph-Aldéric Benoît,Liberal,Iberville
Joseph-Édouard Caron,Liberal,Îles-de-la-Madeleine
Philémon Cousineau,Conservative,Jacques-Cartier
Joseph-Mathias Tellier,Conservative,Joliette
Charles-Adolphe Stein,Liberal,Kamouraska
Hyacinthe-Adélard Fortier,Liberal,Labelle
Jean-Baptiste Carbonneau,Liberal,Lac-Saint-Jean
Ésioff-Léon Patenaude,Conservative,Laprairie
Walter Reed,PLQ,L'Assomption
Joseph-Wenceslas Lévesque,Quebec Liberal Party,Laval
Alphonse Bernier,Conservative,Lévis
Joseph-Octave Morin,Conservative,L'Islet
Joseph-Napoléon Francoeur,Liberal,Lotbinière
Jérémie-Louis Décarie,Liberal,Maisonneuve
Rodolphe Tourville,Parti liberal du Quebec,Maskinongé
Donat Caron,Liberal,Matane
Joseph Demers,PLQ,Mégantic
Joseph-Jean-Baptiste Gosselin,Liberal,Missisquoi
Joseph Sylvestre,Conservative,Montcalm
,Armand Lavergne,Ligue nationaliste canadienne
Louis-Alexandre Taschereau,Liberal,Montmorency
Georges Mayrand,Liberal,Montréal-Dorion
Séverin Létourneau,Liberal,Montréal-Hochelaga
Napoléon Turcot,Parti liberal du Quebec,Montréal-Laurier
Denis Tansey,Conservative,Montréal-Sainte-Anne
Napoléon Séguin,Parti liberal du Quebec,Montréal-Sainte-Marie
Charles Ernest Gault,Conservative,Montréal-Saint-Georges
Clément Robillard,Liberal,Montréal-Saint-Jacques
John Thomas Finnie,Quebec Liberal Party,Montréal-Saint-Laurent
Godfroy Langlois,PLQ,Montréal-Saint-Louis
Cyprien Doris,Liberal,Napierville
Charles Ramsay Devlin,Liberal,Nicolet
Ferdinand-Ambroise Gendron,Quebec Liberal Party,Ottawa
George Benjamin Campbell,Conservative,Pontiac
Lomer Gouin,Liberal,Portneuf
Cyrille Fraser Delage,Liberal,Québec-Comté
Eugène Leclerc,Liberal,Québec-Centre
Louis-Alfred Létourneau,Liberal,Québec-Est
John Charles Kaine,Liberal,Québec-Ouest
Maurice-Louis Péloquin,Liberal,Richelieu
Peter Samuel George Mackenzie,Liberal,Richmond
Auguste-Maurice Tessier,Quebec Liberal Party,Rimouski
Joseph-Edmond Robert,Liberal,Rouville
Télesphore-Damien Bouchard,Parti liberal du Quebec,Saint-Hyacinthe
Lomer Gouin,PLQ,Saint-Jean
Georges-Isidore Delisle,Liberal,Saint-Maurice
Joseph-Alphonse Langlois,Parti ouvrier,Saint-Sauveur
William Stephen Bullock,Liberal,Shefford
Calixte-Émile Therrien,Liberal,Sherbrooke
Joseph-Octave Mousseau,Liberal,Soulanges
Prosper-Alfred Bissonnet,Liberal,Stanstead
Charles Ramsay Devlin,Quebec Liberal Party,Témiscaming
Léo Bérubé,Conservative,Témiscouata
Jean Prévost,Liberal Independent,Terrebonne
Joseph-Adolphe Tessier,Quebec Liberal Party,Trois-Rivières
Hormisdas Pilon,Liberal,Vaudreuil
Amédée Geoffrion,PLQ,Verchères
Charles Allan Smart,Conservative,Westmount
Napoléon-Pierre Tanguay,Parti liberal du Quebec,Wolfe
Guillaume-Édouard Ouellette,Liberal,Yamaska
