col0,col1,col2
Austria,"Salzburg, Austria",SZG
Belgium,Brussels,Brussels Airport
Belgium,Liège,Liège Airport
Canada,"Edmonton, AB",Edmonton International Airport
Canada,Halifax,Halifax Stanfield International Airport
Canada,Montréal,Montréal-Trudeau International Airport
Canada,Toronto,Toronto Pearson International Airport
Canada,Vancouver,Vancouver International Airport
Czech Republic,Prague,Václav Havel Airport Prague
Denmark,Billund,Billund Airport
Denmark,Copenhagen,Copenhagen Airport
Finland,Helsinki,Helsinki Airport
France,Nice,Nice Côte d'Azur Airport
France,Paris,Charles de Gaulle Airport
France,Paris,Orly Airport
Germany,Berlin,Berlin Brandenburg Airport
Germany,Berlin,Berlin Tegel Airport
Germany,Düsseldorf,Düsseldorf Airport
Germany,Frankfurt,Frankfurt Airport
Germany,Hamburg,Hamburg Airport
Germany,Munich,Munich Airport
Greenland,Ilulissat,Ilulissat Airport
Greenland,Kulusuk,Kulusuk Airport
Greenland,Narsarsuaq,Narsarsuaq Airport
Greenland,Nuuk,Nuuk Airport
Iceland,Akureyri,Akureyri Airport
Iceland,Egilsstaðir,Egilsstaðir Airport
Iceland,Ísafjörður,Ísafjörður Airport
Iceland,Reykjavík,Keflavík International Airport
Iceland,Reykjavík,Reykjavík Airport
Iceland,Vestmannaeyjar,Vestmannaeyjar Airport
Ireland,Dublin,Dublin Airport
Israel,Tel Aviv,Ben Gurion Airport
Italy,Milan,Milan Malpensa Airport
Italy,Rome,Leonardo da Vinci-Fiumicino Airport
Italy,Verona,Verona Villafranca Airport
Netherlands,Amsterdam,Amsterdam Airport Schiphol
Norway,Bergen,"Bergen Airport, Flesland"
Norway,Oslo,"Oslo Airport, Gardermoen"
Norway,Stavanger,Stavanger Airport
Norway,Trondheim,Trondheim Airport
Portugal,Lisbon,Lisbon Airport
Russia,Saint Petersburg,Pulkovo Airport
Spain,Alicante,Alicante-Elche Miguel Hernández Airport
Spain,Barcelona,Josep Tarradellas Barcelona-El Prat Airport
Spain,Las Palmas,Gran Canaria Airport
Spain,Madrid,Madrid-Barajas Airport
Spain,Tenerife,Tenerife South Airport
Sweden,Gothenburg,Göteborg Landvetter Airport
Sweden,Stockholm,Stockholm Arlanda Airport
Switzerland,Geneva,Geneva Airport
Switzerland,Zürich,Zurich Airport
United Kingdom,Aberdeen,Aberdeen Airport
United Kingdom,Belfast,George Best Belfast City Airport
United Kingdom,Birmingham,Birmingham Airport
United Kingdom,East Midlands,East Midlands Airport
United Kingdom,Glasgow,Glasgow Airport
United Kingdom,London,Gatwick Airport
United Kingdom,London,Heathrow Airport
United Kingdom,Manchester,Manchester Airport
United States,Anchorage,Ted Stevens Anchorage International Airport
United States,Baltimore,Baltimore/Washington International Airport
United States,Boston,Logan International Airport
United States,Chicago,O'Hare International Airport
United States,Cleveland,Cleveland Hopkins International Airport
United States,Dallas,Dallas Fort Worth International Airport
United States,Denver,Denver International Airport
United States,Detroit,Detroit Metropolitan Airport
United States,Kansas City,Kansas City International Airport
United States,Los Angeles,Los Angeles International Airport
United States,Minneapolis,Minneapolis-Saint Paul International Airport
United States,New York City,John F. Kennedy International Airport
United States,Newark,Newark Liberty International Airport
United States,Orlando,Orlando International Airport
United States,Orlando,Orlando Sanford International Airport
United States,Philadelphia,Philadelphia International Airport
United States,Pittsburgh,Pittsburgh International Airport
United States,Portland (OR),Portland International Airport
United States,Raleigh,Raleigh-Durham International Airport
United States,San Francisco,San Francisco International Airport
United States,Seattle,Seattle-Tacoma International Airport
United States,Tampa,Tampa International Airport
United States,"Washington, D.C.",Dulles International Airport
