col0,col1,col2,col3
2010,95,38,143
2009,135,49,194
2008,85,42,139
2007,71,40,119
2006,90,48,145
2005,88,41,137
2004,66,39,112
2003,62,51,123
2002,85,37,131
2001,76,42,133
2000,77,32,116
1999,82,14,101
1998,115,14,133
1997,110,16,134
1996,107,16,129
1995,140,17,163
1994,139,18,165
1993,118,25,155
1992,127,38,165
1991,118,40,158
1990,126,49,175
1989,116,40,156
1988,102,43,145
1987,120,34,154
1986,114,27,141
1985,90,29,119
1984,88,23,111
1983,90,20,110
1982,91,19,110
1981,92,17,109
1980,87,17,104
1979,102,19,121
1978,107,17,124
1977,106,19,125
1976,95,20,115
1975,76,17,95
1974,59,19,78
1973,66,15,83
1972,72,17,90
1971,93,13,110
1970,74,25,104
1969,69,24,99
1968,60,17,85
1967,48,28,85
1966,86,11,115
TOTAL,"4,215","1,236","5,658"
