col0,col1
Celeste Carnevale,Buenos Ayres
Stephanie Moorhouse,"Melbourne, Australia"
Melissa Munro,"Macksville, New South Wales, Australia"
Karen Nguyen,"Melbourne, Australia"
Monette Russo,"Lilydale, Australia"
Lisa Skinner,"Clear Mountain, Australia"
Allana Slater,"Mount Claremont, Australia"
Yulia Tarasenka,"Minsk, Belarus"
Aagje Vanwalleghem,"Poção de Pedras, Brazil"
María José de la Fuente,"Santiago, Chile"
Camila Comin,"São Paulo, Brazil"
Daiane dos Santos,"Porto Alegre, Brazil"
Daniele Hypólito,"Santo André, Brazil"
Caroline Molinari,"Curitiba, Brazil"
Ana Paula Rodrigues,"Curitiba, Brazil"
Laís Souza,"Ribeirão Preto, Brazil"
Evgeniya Kuznetsova,"St. Petersburg, Russia"
Melanie Banville,"Cornwall, Ontario"
Gael Mackie,"Vancouver, British Columbia"
Amelie Plante,"Joliette, Quebec"
Heather Purnell,"Ottawa, Ontario"
Kate Richardson,"Coquitlam, British Columbia"
Kylie Stone,"Edmonton, Alberta"
Cheng Fei,"Huangshi, China"
Fan Ye,"Baoding, China"
Li Ya,"Bengbu, China"
Lin Li,"Guizhou, China"
Wang Tiantian,"Tianjin, China"
Zhang Nan,"Beijing, China"
Leyanet González,"Sancti Spíritus, Cuba"
Jana Komrsková,"Roudnice nad Labem, Czech Republic"
Coralie Chacon,"Nîmes, France"
Soraya Chaouch,"Dijon, France"
Marine Debauve,"Dijon, France"
Émilie Le Pennec,"La Garenne-Colombes, France"
Camille Schmutz,"Paris, France"
Isabelle Severino,"Paris, France"
Lisa Brüggemann,"Offenbach am Main, Germany"
Yvonne Musik,"Hamburg, Germany"
Cherrelle Fennell,"Manchester, England"
Vanessa Hobbs,"Portsmouth, England"
Katy Lennon,"Carshalton, England"
Elizabeth Line,"Woking, England"
Beth Tweddle,"Bunbury, England"
Nicola Willis,"Southend-on-Sea, England"
Maria Apostolidi,"Athens, Greece"
Stefani Bismpikou,"Athens, Greece"
Krisztina Szarka,"Kerepestarcsa, Hungary"
Monica Bergamelli,"Alzano Lombardo, Italy"
Maria Teresa Gargano,"Rome, Italy"
Manami Ishizaka,"Tokyo, Japan"
Kyoko Oshima,"Tokyo, Japan"
Brenda Magaña,"Guadalajara, Mexico"
Laura Moreno,"Monterrey, Mexico"
Suzanne Harmes,"Zoetermeer, Netherlands"
Laura van Leeuwen,"The Hague, Netherlands"
Hong Su-jong,"Hamhung, North Korea"
Pyon Kwang-sun,"Pyongyang, North Korea"
Oana Ban,"Cluj-Napoca, Romania"
Alexandra Eremia,"Bucharest, Romania"
Cătălina Ponor,"Constanța, Romania"
Monica Roșu,"Bacău, Romania"
Daniela Șofronie,"Constanța, Romania"
Silvia Stroescu,"Bucharest, Romania"
Ludmila Ezhova,"Moscow, Russia"
Svetlana Khorkina,"Belgorod, Russia"
Maria Kryuchkova,"Rostov-on-Don, Russia"
Anna Pavlova,"Orekhovo-Zuyevo, Russia"
Elena Zamolodchikova,"Moscow, Russia"
Natalia Ziganshina,"St. Petersburg, Russia"
Zuzana Sekerová,"Trnava, Slovakia"
Zandre Labuschagne,"Klerksdorp, South Africa"
Park Kyung-ah,"Gangwon, South Korea"
Laura Campos,"Mérida, Spain"
Tania Gener,"Vilassar de Mar, Spain"
Elena Gómez,"Manacor, Mallorca"
Mónica Mesalles,"Barcelona, Spain"
Patricia Moreno,"Madrid, Spain"
Sara Moro,"Guadalajara, Mexico"
Veronica Wagner,"Stockholm, Sweden"
Melanie Marti,"Glarus, Switzerland"
Mirabella Akhunu,"Kyiv, Ukraine"
Alina Kozich,"Kyiv, Ukraine"
Iryna Krasnianska,"Vologda, Russia"
Alona Kvasha,"Cherkasy, Ukraine"
Olga Sherbatykh,"Rovenky, Ukraine"
Iryna Yarotska,"Kyiv, Ukraine"
Mohini Bhardwaj,"Philadelphia, Pennsylvania"
Annia Hatch,"Guantánamo, Cuba"
Terin Humphrey,"St. Joseph, Missouri"
Courtney Kupets,"Gaithersburg, Maryland"
Courtney McCool,"Kansas City, Missouri"
Carly Patterson,"Baton Rouge, Louisiana"
Oksana Chusovitina,"Bukhara, Uzbekistan"
