col0,col1,col2
1,Nicolas Dupont-Aignan,DLF
2,Stéphanie Gibaud,SE
3,Jean-Philippe Tanguy,Debout la France
4,Marie-Jo Zimmermann,Ex-LR
5,Bruno North,CNIP
6,Cécile Bayle de Jessé,DLF
7,Damien Lempereur,Debout la France
8,Nadejda Silanina,DLF
9,Benjamin Cauchy,Debout la Republique
10,Anne-Sophie Frigout,DLF
11,Gerbert Rambaud,DLF
12,Florence Italiani,DLF
13,Patrick Mignon,Debout la République
14,Florence Bernard,DLF
15,Yvon Setze,DLF
16,Nathalie Raoul,Debout la République
17,Nicolas Calbrix,DLF
18,Josette Brosse,SE
19,Philippe Torre,DLF
20,Huguette Layet,CNIP
21,Noël Chuisano,DLF
22,Daniela Matthes,DLF
23,François de Grailly,Debout la République
24,Dominique Mahé,DLF
25,Thierry Gourlot,CNIP
26,Sonia Colemyn,DLF
27,Christophe Tavernier,Debout la Republique
28,Marie-Dominique Bagur,DLF
29,Marc Mantovani,DLF
30,Françoise Bernalès,DLF
31,Pierre-Jean Robinot,DLF
32,Marie-Anne Baudoui-Maurel,DLF
33,Damien Bouticourt,Debout la République
34,Véronique Seguin,DLR
35,Jean-Michel Drevet,DLF
36,Annick Leveau,CNIP
37,Philippe Morenvillier,DLR
38,Marie Durand,Debout la France
39,Pascal Lesellier,DLF
40,Véronique Pagand,DLF
41,Lilian Noirot,DLF
42,Annie Berthault-Korzhyk,Debout la République
43,Patrick Bucourt,Debout la France
44,Véronique Loir,DLR
45,Jacques-Frédéric Sauvage,CNIP
46,Armelle Guénolé,Debout la France
47,Olivier Pjanic,Debout la République
48,Sylvaine Lacan,DLF
49,Luc Bucheton,Debout la République
50,Valérie Caudron,DLF
51,Michel Lévesque,Debout la France
52,Sophie Lavier,DLF
53,Pascal Tschaen,DLF
54,Corinne Kaufmann,CNIP
55,Daniel Degrima,DLF
56,Dominique Carrotte,DLF
57,Jacques Armando,Debout la République
58,Marie Goncalves,DLF
59,Fabien Hurel,DLF
60,Véronique Delicourt,DLF
61,Yves Chantereau,Debout la France
62,Marie José Abenoza,DLF
63,Maurice Montangon,DLR
64,Annick Veillerot,DLR
65,Henri Roure,CNIP
66,Nastasia Dufresne,DLF
67,Thierry Spahn,DLF
68,Marie Roux,DLF
69,Vivien Gosset,Debout la France
70,Marie France Lacoste,DLF
71,Enguerrand Cambier,DLF
72,Christine-Théodora Boone,CNIP
73,Benoît Pouthier,Debout la République
74,Anna-Rita Marinelli,Debout la République
75,François Encrenaz,DLF
76,Marie-Thérèse Lefeuvre,DLF
77,Richard Trinquier,Debout la France
78,Anne Boissel,DLF
79,Jean-Louis Masson,DVD
