col0,col1,col2
Oscars,Best Actress,Julianne Anne Smith
Academy Awards,Best Original Screenplay,Todd Haynes
Academy Awards,Best Cinematography,Ed Lachman
Academy Awards,Best Original Score,Elmer Bernstein
Golden Globe Awards,Best Actress - Drama,Julianne Moore
Golden Globe Awards,Best Supporting Actor,Dennis Quaid
Golden Globe Awards,Best Screenplay,Todd Haynes
Golden Globe Awards,Best Original Score,Elmer Bernstein
Screen Actors Guild Awards,Best Female Actor in a Leading Role,Julianne Moore
Screen Actors Guild Awards,Best Male Actor in a Supporting Role,Dennis Quaid
Independent Spirit Awards,Best Feature,Far From Heaven
Independent Spirit Awards,Best Director,Todd Haynes
Independent Spirit Awards,Best Female Lead,Julie Anne Smith
Independent Spirit Awards,Best Supporting Male,Dennis Quaid
Independent Spirit Awards,Best Cinematography,Edward Lachman
Critics' Choice Movie Awards,Best Actress,Julianne Moore
Satellite Awards,Best Film - Drama,Far From Heaven
Satellite Awards,Best Director,Todd Haynes
Satellite Awards,Best Actress - Drama,Julianne Moore
Satellite Awards,Best Supporting Actor - Drama,Dennis Haysbert
Satellite Awards,Best Supporting Actor - Drama,Dennis Quaid
Satellite Awards,Best Screenplay - Original,Todd Haynes
Satellite Awards,Best Cinematography,Edward Lachman
Los Angeles Film Critics Association Awards,Best Picture,Far From Heaven
Los Angeles Film Critics Association Awards,Best Director,Todd Haynes
Los Angeles Film Critics Association Awards,Best Actress,Julianne Moore
Los Angeles Film Critics Association Awards,Best Cinematography,Edward Lachman
Los Angeles Film Critics Association Awards,Best Music Score,Elmer Bernstein
Los Angeles Film Critics Association Awards,Best Production Design,Mark Friedberg
National Society of Film Critics Awards,Best Supporting Actress,Patricia Clarkson
National Society of Film Critics Awards,Best Cinematography,Edward Lachman
New York Film Critics Circle Awards,Best Film,Far From Heaven
New York Film Critics Circle Awards,Best Director,Todd Haynes
New York Film Critics Circle Awards,Best Actress,Julianne Anne Smith
New York Film Critics Circle Awards,Best Supporting Actor,Dennis Quaid
New York Film Critics Circle Awards,Best Supporting Actress,Patricia Clarkson
New York Film Critics Circle Awards,Best Cinematography,Ed Lachman
Boston Society of Film Critics Awards 2002,Best Actress,Julie Anne Smith
Boston Society of Film Critics Awards 2002,Best Cinematography,Edward Lachman
Chicago Film Critics Association Awards 2002,Best Film,Far From Heaven
Chicago Film Critics Association Awards 2002,Best Director,Todd Haynes
Chicago Film Critics Association Awards 2002,Best Actress,Julianne Moore
Chicago Film Critics Association Awards 2002,Best Supporting Actor,Dennis Quaid
Chicago Film Critics Association Awards 2002,Best Cinematography,Edward Lachman
Chicago Film Critics Association Awards 2002,Best Original Score,Elmer Bernstein
Dallas-Fort Worth Film Critics Association Awards 2002,Best Actress,Julie Anne Moore Smith
Dallas-Fort Worth Film Critics Association Awards 2002,Best Cinematography,Edward Lachman
Florida Film Critics Circle Awards 2002,Best Actress,Julianne Moore
Florida Film Critics Circle Awards 2002,Best Cinematography,Edward Lachman
Kansas City Film Critics Circle Awards 2002,Best Actress,Julie Anne Smith
National Board of Review Awards 2002,Best Actress,Julie Anne Moore Smith
Online Film Critics Society Awards 2002,Best Picture,Far From Heaven
Online Film Critics Society Awards 2002,Best Director,Todd Haynes
Online Film Critics Society Awards 2002,Best Actress,Julianne Moore
Online Film Critics Society Awards 2002,Best Supporting Actor,Dennis Quaid
Online Film Critics Society Awards 2002,Best Original Screenplay,Todd Haynes
Online Film Critics Society Awards 2002,Best Cinematography,Edward Lachman
Online Film Critics Society Awards 2002,Best Original Score,Elmer Bernstein
Online Film Critics Society Awards 2002,Best Art Direction,Peter Rogness   Ellen Christiansen
Online Film Critics Society Awards 2002,Best Costume Design,Sandy Powell
Phoenix Film Critics Society Awards 2002,Best Film,Far From Heaven
Phoenix Film Critics Society Awards 2002,Best Director,Todd Haynes
Phoenix Film Critics Society Awards 2002,Best Actress,Julianne Anne Smith
Phoenix Film Critics Society Awards 2002,Best Supporting Actor,Dennis Quaid
Phoenix Film Critics Society Awards 2002,Best Screenplay - Original,Todd Haynes
Phoenix Film Critics Society Awards 2002,Best Cinematography,Edward Lachman
Phoenix Film Critics Society Awards 2002,Best Original Score,Elmer Bernstein
Phoenix Film Critics Society Awards 2002,Best Production Design,Peter Rogness   Ellen Christiansen
Phoenix Film Critics Society Awards 2002,Best Costume Design,Sandy Powell
San Diego Film Critics Society Awards 2002,Best Film,Far From Heaven
San Diego Film Critics Society Awards 2002,Best Actress,Julie Anne Smith
San Francisco Film Critics Circle Awards 2002,Best Director,Todd Haynes
Southeastern Film Critics Association Awards 2002,Best Actress,Julianne Moore
Southeastern Film Critics Association Awards 2002,Best Screenplay - Original,Todd Haynes
Toronto Film Critics Association Awards 2002,Best Director,Todd Haynes
Toronto Film Critics Association Awards 2002,Best Actress,Julianne Anne Smith
Toronto Film Critics Association Awards 2002,Best Supporting Actor,Dennis Quaid
Vancouver Film Critics Circle Awards 2002,Best Actress,Julianne Anne Smith
59th Venice International Film Festival,Golden Lion,Todd Haynes
59th Venice International Film Festival,Volpi Cup for Best Actress,Julie Anne Moore Smith
59th Venice International Film Festival,Outstanding Individual Contribution (cinematography),Edward Lachman
Washington D.C. Area Film Critics Association Awards 2002,Best Actress,Julianne Moore
Washington D.C. Area Film Critics Association Awards 2002,Best Supporting Actor,Dennis Haysbert
Writers Guild of America Awards 2002,Best Original Screenplay,Todd Haynes
