col0,col1
Mohamed Lazhari,"Algiers, Algeria"
Graham Francis Bond,"Wondai, Queensland, Australia"
Benjamin de Roo,"Enschede, Netherlands"
Todor Bachvarov,"Yambol, Bulgaria"
Ljuben Christov,"Sofia, Bulgaria"
Velik Kapsazov,"Asenovgrad, Bulgaria"
Georgi Mirchev,"Sofia, Bulgaria"
Nicola Prodanov,"Burgas, Bulgaria"
Richard Kihn,"Alzenau, Germany"
Gilbert Larose,"Montreal, Quebec"
Wilhelm Weiler,"Rastatt, Germany"
Héctor Ramírez,"Havana, Cuba"
Octavio Suárez,"Havana, Cuba"
Pavel Gajdoš,"Velykyi Bereznyi, Ukrainian SSR"
Karel Klečka,"Ostrava, Czechoslovakia"
Přemysl Krbec,"Litovel, Czechoslovakia"
Václav Kubička,"Písek, Czechoslovakia"
Bohumil Mudřík,"Zlín, Czechoslovakia"
Ladislav Pazdera,"Radostice, Czechoslovakia"
Eugen Ekman,"Vaasa, Finland"
Kauko Heikkinen,"Pielisjärvi, Finland"
Raimo Heinonen,"Turku, Finland"
Otto Kestola,"Vyborg, Finland"
Olli Laiho,"Savonlinna, Finland"
Hannu Rantakari,"Tampere, Finland"
Michel Bouchonnet,"Reuilly, France"
Bernard Fauqueux,"Vernon, France"
Christian Guiffroy,"Toulouse, France"
Siegfried Fülle,"Greiz, Germany"
Philipp Fürst,"Oppau, Germany"
Erwin Koppe,"Rosenheim, Germany"
Klaus Köste,"Frankfurt an der Oder, Germany"
Günter Lyhs,"Sulimy, Poland"
Peter Weber,"Finsterwalde, Germany"
John Mulhall,"Cardiff, Wales"
Jack Pancott,"Farnborough, England"
István Aranyos,"Budapest, Hungary"
Rajmund Csányi,"Bucharest, Romania"
Győző Cser,"Budapest, Hungary"
András Lelkes,"Kalocsa, Hungary"
Péter Sós,"Budapest, Hungary"
Lajos Varga,"Gyoma, Hungary"
Anant Ram,"Behran, Himachal Pradesh"
Giovanni Carminucci,"San Benedetto del Tronto, Italy"
Pasquale Carminucci,"San Benedetto del Tronto, Italy"
Luigi Cimnaghi,"Meda, Italy"
Bruno Franceschetti,"Minerbe, Italy"
Franco Menichelli,"Rome, Italy"
Angelo Vicardi,"Melegnano, Italy"
Yukio Endō,"Akita, Japan"
Takuji Hayata,"Tanabe, Japan"
Takashi Mitsukuri,"Toyama Prefecture, Japan"
Takashi Ono,"Noshiro, Japan"
Shuji Tsurumi,"Tokyo, Japan"
Haruhiro Yamashita,"Uwajima, Japan"
Ady Stefanetti,"Niederkorn, Luxembourg"
Josy Stoffel,"Differdange, Luxembourg"
Zagdbazaryn Davaanyam,"Ulaanbaatar, Mongolia"
Åge Storhaug,"Klepp, Norway"
Harald Wigaard,"Oslo, Norway"
Jan Jankowicz,"Skarżysko-Kamienna, Poland"
Andrzej Konopka,"Sandomierz, Poland"
Mikołaj Kubica,"Niedobczyce, Poland"
Wilhelm Kubica,"Niedobczyce, Poland"
Alfred Kucharczyk,"Radlin, Poland"
Aleksander Rokosa,"Brzeziny, Poland"
Anton Cadar,"Târgu Mureș, Romania"
Gheorghe Condovici,"Bucharest, Romania"
Petre Miclăuș,"Satu Mare, Romania"
Frederic Orendi,"Mediaș, Romania"
Alexandru Szilaghi,"Cluj-Napoca, Romania"
Gheorghe Tohăneanu,"Întorsura Buzăului, Romania"
Kim Chung-tae,"Seoul, South Korea"
Sergey Diomidov,"Turtkul, Uzbek SSR"
Viktor Leontyev,"Moscow, Russian SFSR"
Viktor Lisitsky,"Magnitogorsk, Russian SFSR"
Boris Shakhlin,"Ishim, Russian SFSR"
Yuri Titov,"Omsk, Russian SFSR"
Yuri Tsapenko,"Almaty, Kazakh SSR"
Leif Korn,"Stockholm, Sweden"
Stig Lindewall,"Adelsö, Sweden"
William Thoresson,"Gothenburg, Sweden"
Meinrad Berchtold,"Baden, Switzerland"
Fritz Feuz,"Wilderswil, Switzerland"
Lai Chu-Long,"Changhua, Taiwan"
Larry Banner,"Van Nuys, California"
Ronald Barak,"Los Angeles, California"
Russell Mitchell,"Phoenix, Arizona"
Makoto Sakamoto,"Tokyo, Japan"
Arthur Shurlock,"Chicago, Illinois"
Gregor Weiss,"Newark, New Jersey"
Janez Brodnik,"Golnik, Yugoslavia"
Ivan Čaklec,"Varaždin, Yugoslavia"
Miroslav Cerar,"Ljubljana, Yugoslavia"
Alojz Petrovič,"Čepin, Yugoslavia"
Martin Šrot,"Celje, Yugoslavia"
