col0,col1,col2,col3,col4
1997-98,Salt Lake Stadium,Mohun Bagan,2-1,East Bengal
1997-98,Salt Lake Stadium,East Bengal,0-0,Mohun Bagan
1998-99,Fatorda Stadium,East Bengal,1-1,Mohun Bagan
1998-99,Salt Lake Stadium,Mohun Bagan,0-2,East Bengal
1999-00,Salt Lake Stadium,Mohun Bagan,1-0,East Bengal
1999-00,Salt Lake Stadium,East Bengal,3-1,Mohun Bagan
2000-01,Salt Lake Stadium,East Bengal,1-0,Mohun Bagan
2000-01,Salt Lake Stadium,Mohun Bagan,0-0,East Bengal
2001-02,Salt Lake Stadium,East Bengal,0-1,Mohun Bagan
2001-02,Salt Lake Stadium,Mohun Bagan,1-0,East Bengal
2002-03,Salt Lake Stadium,Mohun Bagan,0-2,East Bengal
2002-03,Salt Lake Stadium,East Bengal,2-1,Mohun Bagan
2003-04,Salt Lake Stadium,East Bengal,2-1,Mohun Bagan
2003-04,Salt Lake Stadium,Mohun Bagan,1-2,East Bengal
2004-05,Salt Lake Stadium,East Bengal,0-0,Mohun Bagan
2004-05,Salt Lake Stadium,Mohun Bagan,0-1,East Bengal
2005-06,Salt Lake Stadium,Mohun Bagan,0-0,East Bengal
2005-06,Salt Lake Stadium,East Bengal,3-1,Mohun Bagan
2006-07,Salt Lake Stadium,East Bengal,1-0,Mohun Bagan
2006-07,Salt Lake Stadium,Mohun Bagan,2-1,East Bengal
2007-08,Salt Lake Stadium,Mohun Bagan,1-0,East Bengal
2007-08,Salt Lake Stadium,East Bengal,0-2,Mohun Bagan
2008-09,Salt Lake Stadium,Mohun Bagan,1-1,East Bengal
2008-09,Salt Lake Stadium,East Bengal,3-0,Mohun Bagan
2009-10,Salt Lake Stadium,East Bengal,3-5,Mohun Bagan
2009-10,Salt Lake Stadium,Mohun Bagan,2-1,East Bengal
2010-11,Salt Lake Stadium,Mohun Bagan,1-1,East Bengal
2010-11,Salt Lake Stadium,East Bengal,2-1,Mohun Bagan
2011-12,Salt Lake Stadium,Mohun Bagan,1-0,East Bengal
2011-12,Salt Lake Stadium,East Bengal,1-1,Mohun Bagan
2012-13,Salt Lake Stadium,East Bengal,3-0,Mohun Bagan
2012-13,Salt Lake Stadium,Mohun Bagan,0-0,East Bengal
2013-14,Salt Lake Stadium,East Bengal,1-0,Mohun Bagan
2013-14,Salt Lake Stadium,Mohun Bagan,1-1,East Bengal
2014-15,Salt Lake Stadium,East Bengal,1-1,Mohun Bagan
2014-15,Salt Lake Stadium,Mohun Bagan,1-0,East Bengal
2015-16,Salt Lake Stadium,Mohun Bagan,1-1,East Bengal
2015-16,Kanchenjunga Stadium,East Bengal,2-1,Mohun Bagan
2016-17,Kanchenjunga Stadium,East Bengal,0-0,Mohun Bagan
2016-17,Kanchenjunga Stadium,Mohun Bagan,2-1,East Bengal
2017-18,Salt Lake Stadium,Mohun Bagan,1-0,East Bengal
2017-18,Salt Lake Stadium,East Bengal,0-2,Mohun Bagan
2018-19,Salt Lake Stadium,East Bengal,3-2,Mohun Bagan
2018-19,Salt Lake Stadium,Mohun Bagan,0-2,East Bengal
2019-20,Salt Lake Stadium,Mohun Bagan,2-1,East Bengal
2019-20,Salt Lake Stadium,East Bengal,-,Mohun Bagan
