col0,col1
2D Entertainment,Madras
Aashirvad Cinemas,Kochi
AGS Entertainment,Chennai
Annapurna Studios,Hyderabad
Anurag Kashyap Films,Mumbai
AVM Productions,Chennai
Balaji Motion Pictures,Mumbai
Bhansali Productions,Mumbai
Cape Of Good Films,Mumbai
Chilsag Entertainment Network,Mumbai
CineMan Productions,Ahmadabad
Clean Slate Films,Mumbai
Cloud Nine Movies,Chennai
Colour Yellow Productions,Mumbai
Dev Entertainment Ventures,Kolkata
Devgn Films,Mumbai
Dharma Productions,Mumbai
Drishyam Films,Mumbai
Emmay Entertainment,Mumbai
Eros International,Mumbai
Eskay Movies,Kolkata
Excel Entertainment,Mumbai
Felis Creations,Bangalore
Friday Film House,Kochi
Geetha Arts,Hyderabad
Gemini Film Circuit,Madras
G. Mahesh Babu Entertainment,Hyderabad
Grazing Goat Pictures,Mumbai
Hombale Films,Bangalore
Illuminati Films,Mumbai
Jayanna Combines,Bangalore
Jeetz Filmworks,Kolkata
Kanteerava Studios,Bangalore
Kavithalayaa Productions,Chennai
Kokers Films,Kochi
Konidela Production Company,Hyderabad
Lyca Productions,Madras
Madras Talkies,Chennai
Mammootty Kampany,Kochi
Maxlab Cinemas and Entertainments,Kochi
Medient Studios,Mumbai
Mukta Arts,Mumbai
Mulakuppadam Films,Kochi
Mythri Movie Makers,Hyderabad
Nadiadwala Grandson Entertainment,Mumbai
Navodaya Studio,Kochi
Narrative Pictures,Mumbai
Navketan Films,Mumbai
NFDC Cinemas of India,Mumbai
Paramvah Studios,Bangalore
Pen India Limited,Mumbai
Percept Picture Company,Mumbai
Phantom Films,Mumbai
Playhouse Motion Pictures,Kochi
PRK Productions,Bangalore
Pranavam Arts International,Thiruvananthapuram
Pushkar Films,Bangalore
PVP Cinema,Vijayawada/Hyderabad
PVR Inox Pictures,Gurgaon
Qube Cinema Technologies,Chennai
Raaj Kamal Films International,Madras
Rajshri Productions,Mumbai
Ramanaidu Studios,Visakhapatnam/Hyderabad
Red Chillies Entertainment,Mumbai
Red Giant Movies,Chennai
Reliance Entertainment,Mumbai
Riverbank Studios,New Delhi
Rockline Entertainments,Bangalore
S Pictures,Chennai
Sahara Movie Studios,New Delhi
Salman Khan Films,Mumbai
Sikhya Entertainment,Mumbai
Shree Venkatesh Films,Kolkata
Sivaji Productions,Madras
Sivakarthikeyan Productions,Chennai
Sri Venkateswara Cine Chitra,Hyderabad
Sri Venkateswara Creations,Hyderabad
Star Studios,Mumbai
Sun Pictures,Chennai
Studio Green,Chennai
Suresh Productions,Hyderabad
Surinder Films,Kolkata
T-Series,Mumbai
Tarang Cine Productions,Bhubaneshwar
Tips Industries,Mumbai
Trimurti Films,Mumbai
UTV Motion Pictures,Mumbai
Ushakiran Movies,Hyderabad
Ultra Media & Entertainment,Mumbai
Vaaraahi Chalana Chitram,Hyderabad
Viacom18 Studios,Mumbai
Vijaya Productions,Madras
Vinod Chopra Films,Mumbai
Vishesh Films,Mumbai
Vyjayanthi Movies,Hyderabad
Walt Disney Pictures India,Mumbai
Wayfarer Films,Kochi
Windows Production,Kolkata
Wunderbar Films,Chennai
YNOT Studios,Madras
Yash Raj Films,Mumbai
Yoodlee films,Mumbai
Zee Studios,Mumbai
