col0,col1,col2,col3
1980,Denmark,Sweden,Finland
1981,Sweden,Finland,Denmark
1982,Finland,Sweden,Denmark
1983,Finland,Sweden,Denmark
1984,Sweden,Finland,Norway
1985,Sweden,Finland,Norway
1986,Sweden,Finland,Norway
1987,No results,No results,No results
1988,No results,No results,No results
1989,Sweden,Denmark,Finland
1990,Denmark,Sweden,Finland
1991,Denmark,Norway,Sweden
1992,Sweden,Denmark,Norway
1993,Sweden,Denmark,Norway
1994,Norway,Finland,Denmark
1995,Finland,Sweden,Norway
1996,Denmark,Sweden,Finland
1998,Denmark,Norway,Finland
2000,Finland,Denmark,Sweden
2002,Finland,Denmark,Sweden
2004,Denmark,Finland,Sweden
2006,Finland,Sweden,Denmark
2008,Finland,Sweden,Denmark
2010,Finland,Norway,Denmark
2012,Sweden,Finland,Norway
2014,Finland,Denmark,Sweden
2016,Sweden,Norway,Denmark
