col0,col1,col2,col3
2010,Colin Andrew Firth,The King's Speech,George VI
2010,Jeff Bridges,True Grit,"Reuben J. ""Rooster"" Cogburn"
2010,Robert Duvall,Get Low,Felix Bush
2010,Jesse Eisenberg,The Social Network,Mark Zuckerberg
2010,James Franco,127 Hours,Aron Ralston
2011,George Clooney,The Descendants,Matt King
2011,Jean Dujardin,The Artist,George Valentin
2011,Michael Fassbender,Shame,Brandon Sullivan
2011,Brad Pitt,Moneyball,Billy Beane
2011,Michael Shannon,Take Shelter,Curtis LaForche
2012,Daniel Day-Lewis,Lincoln,Abraham Lincoln
2012,John Hawkes,The Sessions,Mark O'Brien
2012,Hugh Jackman,Les Misérables,Jean Valjean
2012,Joaquin Phoenix,The Master,Freddie Quell
2012,Denzel Washington,Flight,"William Whip Whitaker, Sr."
2013,Chiwetel Ejiofor,12 Years a Slave,Solomon Northup
2013,Leonardo DiCaprio,The Wolf of Wall Street,Jordan Belfort
2013,Matthew McConaughey,Dallas Buyers Club,Ron Woodroof
2013,Joaquin Phoenix,Her,Theodore Twombly
2013,Robert Redford,All Is Lost,Our Man
2014,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),Riggan Thomson
2014,Benedict Cumberbatch,The Imitation Game,Alan Turing
2014,Oscar Isaac,A Most Violent Year,Abel Morales
2014,David Oyelowo,Selma,"Martin Luther King, Jr."
2014,Eddie Redmayne,The Theory of Everything,Stephen Hawking
2015,Leonardo DiCaprio,The Revenant,Hugh Glass
2015,Matt Damon,The Martian,Mark Watney
2015,Johnny Depp,Black Mass,James Whitey Bulger
2015,Michael Fassbender,Steve Jobs,Steve Jobs
2015,Eddie Redmayne,The Danish Girl,Lili Elbe / Einar Wegener
2016,Casey Affleck,Manchester by the Sea,Lee Chandler
2016,Joel Edgerton,Loving,Richard Loving
2016,Andrew Garfield,Hacksaw Ridge,Desmond Doss
2016,Ryan Gosling,La La Land,Sebastian Wilder
2016,Denzel Washington,Fences,Troy Maxson
2017,Gary Oldman,Darkest Hour,Winston Churchill
2017,Timothée Chalamet,Call Me by Your Name,Elio Perlman
2017,Daniel Day-Lewis,Phantom Thread,Reynolds Woodcock
2017,James Franco,The Disaster Artist,Tommy Wiseau
2017,Daniel Kaluuya,Get Out,Chris Washington
2018,Bradley Cooper,A Star Is Born,Jackson Maine
2018,Christian Bale,Vice,Dick Cheney
2018,Ethan Hawke,First Reformed,Reverend Ernst Toller
2018,Rami Malek,Bohemian Rhapsody,Freddie Mercury
2018,Viggo Mortensen,Green Book,Tony Vallelonga
2019,Adam Driver,Marriage Story,Charlie Barber
2019,Robert De Niro,The Irishman,Frank The Irishman Sheeran
2019,Leonardo DiCaprio,Once Upon a Time in Hollywood,Rick Dalton
2019,Joaquin Phoenix,Joker,Arthur Fleck / Joker
2019,Adam Sandler,Uncut Gems,Howard Ratner
