col0,col1,col2
Jegathesan Manikavasagam,Athletics,Men's 100 metres
Mani Jegathesan,Athletics,Men's 200 metres
Victor Asirvatham,Athletics,Men's 400 metres
Ramasamy Subramaniam,Athletics,Men's 800 metres
Ramasamy Subramaniam,Athletics,Men's 1500 metres
Dilbagh Singh Kler,Athletics,Men's 5000 metres
Dilbagh Singh Kler,Athletics,Men's 3000 metres steeplechase
Kamaruddin Maidin,Athletics,Men's long jump
Kamaruddin Maidin,Athletics,Men's triple jump
Nashatar Singh Sidhu,Athletics,Men's shot put
Danapal Naidu,Athletics,Men's discus throw
Nashatar Singh Sidhu,Athletics,Men's javelin throw
Mani Jegathesan   A. S. Nathan   Karu Selvaratnam   Victor Asirvatham,Athletics,Men's 4 × 400 metres relay
Mary Rajamani,Athletics,Women's 200 metres
Mary Rajamani,Athletics,Women's 400 metres
Mary Rajamani,Athletics,Women's 800 metres
Kueh Swee Hong,Athletics,Women's 80 metres hurdles
Mary Rajamani   Cheryl Dorall   Kueh Swee Hong   Freda Gonzales,Athletics,Women's 4 x 100 metres relay
Tan Aik Huang,Badminton,Men's singles
Rosalind Singha Ang,Badminton,Women's singles
Ng Boon Bee   Tan Yee Khan,Badminton,Men's doubles
Ng Boon Bee   Teh Siew Yong,Badminton,Mixed doubles
Malaysia national badminton team,Badminton,Men's team
Malaysia national basketball team,Basketball,
Shaharuddin Jaafar,Cycling,Men's 800 metre massed start individual
,Sepak takraw,Men's tournament
Yap Pow Thong,Shooting,Clay pigeon individual
Patrick Lim   Yap Pow Thong,Shooting,Clay pigeon team
Ong Mei Mei,Table tennis,Women's singles
Yap Meng Soon,Weightlifting,Men's middle heavyweight
Gunaratnam Rajalingam,Athletics,Men's 200 metres
T. Krishnan,Athletics,Men's 100 metres
A. S. Nathan,Athletics,Men's 400 metres
V. Velayuthan,Athletics,Men's 400 metres hurdles
Tan Ghee Lin,Athletics,Men's high jump
Ahmad Mahmud,Athletics,Men's long jump
F. Marciano,Athletics,Men's pole vault
Ghanda Singh,Athletics,Men's hammer throw
M. Dattaya,Athletics,Men's discus throw
Rajemah Sheikh Ahmad,Athletics,Women's 80 metres hurdles
Marie Nair,Athletics,Women's pentathlon
Rosalind Singha Ang   Teoh Siew Yong,Badminton,Women's doubles
,Badminton,Mixed doubles
Malaysia national badminton team,Badminton,Women's team
Malaysia national basketball team,Basketball,
Shaharuddin Jaafar,Cycling,Men's 1600 metre massed start individual
Ng Joo Pong,Cycling,Men's 4000 metre massed start individual
Choy Mow Thim,Cycling,Men's road massed start individual
Khadim Hussein,Shooting,Men's 25 metre centre fire
,Tennis,Women's team
Teo Tong Ann,Weightlifting,Men's light heavyweight
Harbans Singh,Weightlifting,Men's heavyweight
Ahmad Mahmud,Athletics,Men's decathlon
Mudliffah Yusof,Athletics,Women's high jump
Wong Mong Yun,Athletics,Women's javelin throw
Yew Cheng Hoe,Badminton,Men's singles
Yew Cheng Hoe   Tan Aik Huang,Badminton,Men's doubles
Silvia Tan   Ho Cheng Yoke,Badminton,Women's doubles
T. Terenas,Boxing,Men's flyweight
Raja Zainal Abidin,Boxing,Men's bantamweight
Wan Hassan,Boxing,Men's featherweight
Choy Mow Thim,Cycling,Men's road massed start team
Chan Chee Seng,Swimming,Men's 400 metre freestyle
Chan Chee Seng,Swimming,Men's 1500 metre freestyle
Chong Teck Chong,Swimming,Men's 200 metre breaststroke
,Tennis,Men's team
Chun Weng Woo,Weightlifting,Men's flyweight
Cheah Tong Kim,Weightlifting,Men's middleweight
