col0,col1
1,"Part Appropriation Act, 1990"
2,"Additional Post Office Appropriation Act, 1990"
3,"Public Accountants' and Auditors' Amendment Act, 1990"
4,"Transport Services Additional Appropriation Act, 1990"
5,"Alexander Bay Development Corporation Amendment Act, 1990"
6,"Additional Appropriation Act, 1990"
7,"Part Appropriation Act (House of Representatives), 1990"
8,"Part Appropriation Act (House of Assembly), 1990"
9,"Prevention and Combating of Pollution of the Sea by Oil Amendment Act, 1990"
10,"Associated Health Service Professions Amendment Act, 1990"
11,"Part Appropriation Act (House of Delegates), 1990"
12,"Reciprocal Service of Civil Process Act, 1990"
13,"Attorneys Amendment Act, 1990"
14,"Small Claims Courts Amendment Act, 1990"
15,"Trade Metrology Amendment Act, 1990"
16,"Small Business Development Amendment Act, 1990"
17,"Close Corporations Amendment Act, 1990"
18,"Companies Amendment Act, 1990"
19,"Additional Appropriation Act (House of Assembly), 1990"
20,"Additional Appropriation Act (House of Representatives), 1990"
21,"Additional Appropriation Act (House of Delegates), 1990"
22,"Post Office Appropriation Act, 1990"
23,"National Parks Amendment Act, 1990"
24,"Radio Amendment Act, 1990"
25,"Security Officers Amendment Act, 1990"
26,"Remuneration of Town Clerks Amendment Act, 1990"
27,"Maintenance of Surviving Spouses Act, 1990"
28,"Stock Theft Amendment Act, 1990"
29,"Dangerous Weapons Amendment Act, 1990"
30,"Arms and Ammunition Amendment Act, 1990"
31,"Development Trust and Land Second Amendment Act, 1990"
32,"Municipal Ordinance Amendment Act (Cape) (House of Assembly), 1990"
33,"Local Government Ordinance Amendment Act (O.F.S.) (House of Assembly), 1990"
34,"Recognition of the Independence of Namibia Act, 1990"
35,"Indemnity Act, 1990"
36,"Rand Water Board Statutes (Private) Act Amendment Act, 1990"
37,"Town and Regional Planners Amendment Act, 1990"
38,"Roodepoort and Weltevreden Agricultural Settlements Adjustment Amendment Act, 1990"
39,"Manpower Training Amendment Act, 1990"
40,"Workmen's Compensation Amendment Act, 1990"
41,"Universities and Technikons (Education and Training) Amendment Act, 1990"
42,"Education and Training Amendment Act, 1990"
43,"Harmful Business Practices Amendment Act, 1990"
44,"Import and Export Control Amendment Act, 1990"
45,"Inquests Amendment Act, 1990"
46,"Natural Scientists' Amendment Act, 1990"
47,"University of Stellenbosch (Private) Amendment Act (House of Assembly), 1990"
48,"Validation of Certain By-Laws Act (House of Assembly), 1990"
49,"Divisional Councils Ordinance Amendment Act (Cape) (House of Assembly), 1990"
50,"Local Government (Administration and Elections) Ordinance Amendment Act (Transvaal) (House of Assembly), 1990"
51,"Local Councils Amendment Act (House of Assembly), 1990"
52,"Local Government Ordinance Amendment Act (Transvaal) (House of Assembly), 1990"
53,"Local Authorities Rating Ordinance Amendment Act (Transvaal) (House of Assembly), 1990"
54,"Local Authorities Capital Development Fund Ordinance Amendment Act (Transvaal) (House of Assembly), 1990"
55,"Land Use Planning Ordinance Amendment Act (Cape) (House of Assembly), 1990"
56,"Dog Tax Ordinance Amendment Act (Cape) (House of Assembly), 1990"
57,"Appropriation Act (House of Assembly), 1990"
58,"Appropriation Act (House of Delegates), 1990"
59,"Customs and Excise Amendment Act, 1990"
60,"Private Schools Amendment Act (House of Assembly), 1990"
61,"Constitution Amendment Act, 1990"
62,"Transnet Pension Fund Act, 1990"
63,"Administration of Estates Amendment Act, 1990"
64,"Financial Institutions Amendment Act, 1990"
65,"Reinsurance of Material Damage and Losses Amendment Act, 1990"
66,"Auditor-General Amendment Act, 1990"
67,"Usury Amendment Act, 1990"
68,"Water Amendment Act, 1990"
69,"Companies Second Amendment Act, 1990"
70,"Housing Development Schemes for Retired Persons Amendment Act, 1990"
71,"Scientific Research Council Amendment Act, 1990"
72,"Development Trust and Land Amendment Act, 1990"
73,"Excision of Released Areas Amendment Act, 1990"
74,"South African Citizenship at Attainment of Independence by Namibia Regulation Act, 1990"
75,"Research Development Act, 1990"
76,"Land Survey Amendment Act, 1990"
77,"Urban Transport Amendment Act, 1990"
78,"Abuse of Dependence-producing Substances and Rehabilitation Centres Amendment Act, 1990"
79,"Medical, Dental and Supplementary Health Service Professions Amendment Act, 1990"
80,"Prevention of Illegal Squatting Amendment Act, 1990"
81,"Abolition of Development Bodies Amendment Act, 1990"
82,"Civil Defence Amendment Act, 1990"
83,"Fire Brigade Services Amendment Act, 1990"
84,"KwaZulu and Natal Joint Services Act, 1990"
85,"Livestock Improvement Amendment Act, 1990"
86,"Agricultural Research Act, 1990"
87,"Wine and Spirit Control Amendment Act, 1990"
88,"Maintenance and Promotion of Competition Amendment Act, 1990"
89,"Taxation Laws Amendment Act, 1990"
90,"Mier Rural Area Act (House of Representatives), 1990"
91,"Housing and Development Amendment Act (House of Representatives), 1990"
92,"Prisons Amendment Act, 1990"
93,"Appropriation Act, 1990"
94,"Deposit-taking Institutions Act, 1990 (before 1993)    Banks Act, 1990 (after 1993)"
95,"Extension of the Powers of the South African Reserve Bank Act, 1990"
96,"Mutual Building Societies Amendment Act, 1990"
97,"Financial Services Board Act, 1990"
98,"Sea Fishery Amendment Act, 1990"
99,"Human Sciences Research Amendment Act, 1990"
100,"Discriminatory Legislation regarding Public Amenities Repeal Act, 1990"
101,"Income Tax Act, 1990"
102,"Correspondence Colleges Amendment Act (House of Assembly), 1990"
103,"Appropriation Act (House of Representatives), 1990"
104,"Local Government Ordinance Second Amendment Act (Orange Free State) (House of Assembly), 1990"
105,"Extension of the Public Resorts Ordinance Act (Transvaal) (House of Assembly), 1990"
106,"University of Pretoria (Private) Act (House of Assembly), 1990"
107,"Criminal Law Amendment Act, 1990"
108,"Mentally Ill Persons' Legal Interests Amendment Act, 1990"
109,"Finance Act, 1990"
110,"Police Amendment Act, 1990"
111,"National States Constitution Amendment Act, 1990"
112,"Application of Certain Laws to Namibia Abolition Act, 1990"
113,"Broadcasting Amendment Act, 1990"
114,"Engineering Profession of South Africa Act, 1990"
115,"Air Services Licensing Act, 1990"
116,"National Policy for Health Act, 1990"
117,"Pension Laws Amendment Act, 1990"
118,"Pensions (Supplementary) Act, 1990"
119,"Agricultural Product Standards Act, 1990"
120,"Public Service Laws Amendment Act, 1990"
121,"Rural Areas Amendment Act (House of Representatives), 1990"
