col0,col1,col2
Banovići,PDA,SDA
Bihac,POMAK,POMAK
Bosanska Krupa,SDP BiH,SDP BiH
Bosanski Petrovac,DNS,Stranka demokratske akcije
,Independent,SNSD
Breza,SBB BiH,SDA
Bugojno,SDA,SDA
Busovača,SDA,SDA
Bužim,SDA,SDA
Cazin,A-SDA,A-SDA
Centar,SDA,NS
Čapljina,HDZ BiH,HDZ BiH
Čelić,SDA,SBiH
Čitluk,HDZ BiH,HDZ BiH
Doboj East,SDA,Stranka demokratske akcije
Doboj South,Stranka demokratske akcije,SDA
Dobretići,HSS SR,HSS SR
Domaljevac-Šamac,HDZ BiH,HDZ BiH
Donji Vakuf,Independent,Independent
Drvar,SNSD,SNSD
Foča-Ustikolina,SDA,Independent
Fojnica,SDA,SDA
Glamoč,SNSD,SNSD
Goražde,NBL,SDP BiH
,Stranka demokratske akcije,SDA
Gradačac,SDP BiH,SDP BiH
Gračanica,SDP BiH,SDP BiH
Grude,HDZ BiH,HDZ BiH
Hadžići,SDA,SDA
Ilidža,SDA,NiP
Ilijaš,Stranka demokratske akcije,SDA
Jablanica,Stranka demokratske akcije,SDP BiH
Jajce,SDA,Stranka demokratske akcije
Kakanj,SDA,Stranka demokratske akcije
Kalesija,NBL,NBL
Kiseljak,HDZ BiH,HDZ BiH
Kladanj,PDA,PDA
Ključ,SDP BiH,SDP BiH
Konjic,SDA,SDA
Kreševo,HDZ BiH,HDZ BiH
Kupres,HDZ BiH,HDZ BiH
Livno,HDZ BiH,HDZ BiH
Lukavac,SD BiH,SD BiH
Ljubuški,HDZ BiH,HDZ BiH
Maglaj,SDP BiH,SDP BiH
Mostar,HDZ BiH,HDZ BiH
Neum,HDZ BiH,HDZ BiH
Novi Grad Sarajevo,SDA,SDA
Novi Travnik,SDA,HDZ BiH
Novo Sarajevo,SDA,SDP BiH
Odžak,HDZ BiH,HDZ BiH
Olovo,Stranka demokratske akcije,SDA
Orašje,HDZ BiH,HDZ BiH
Pale-Prača,SDA,SDA
Posušje,HDZ BiH,HDZ BiH
Prozor-Rama,HDZ 1990,HDZ 1990
Ravno,HDZ BiH,HDZ BiH
Sanski Most,SDA,SDA
Sapna,PDA,PDA
Sarajevo,SDA,SDP BiH
Srebrenik,Independent,Independent
Stari Grad,NBL,NBL
Stolac,HDZ BiH,HDZ BiH
Široki Brijeg,HDZ BiH,HDZ BiH
Teočak,Stranka demokratske akcije,SDA
Tešanj,SDA,SDA
Tomislavgrad,HNP,HNP
Travnik,SDA,SDA
Trnovo,SDA,SDA
Tuzla,SDP BiH,SDP BiH
Usora,HDZ BiH,HDZ BiH
Vareš,HDZ BiH,HDZ BiH
Velika Kladuša,LS BiH,LS BiH
Visoko,Independent,SDA
Vitez,HDZ BiH,HDZ BiH
Vogošća,SDA,SDA
Zavidovići,NBL,NBL
Zenica,Independent,Independent
Žepče,HDZ BiH,HDZ BiH
Živinice,SDA,Stranka demokratske akcije
