col0,col1
Ethiopia,2015 Barack Obama 2015
Republic of Kenya,2015 Barack Obama 2015
Rwanda,1998 Bill Clinton 1998 George W. Bush 2008
Somalia,1993 George H. W. Bush 1993
Tanzania,2000 Bill Clinton 2000 George W. Bush 2008 Barack Obama 2013
Uganda,1998 Bill Clinton 1998 George W. Bush 2003
Egypt,"1943 Franklin D. Roosevelt  1945 Richard Nixon 1974 Jimmy Carter 1978,  George H. W. Bush 1990 Bill Clinton 1994, 1996,  George W. Bush 2003,  Barack Obama 2009 Joe Biden 2022"
French Algeria,"1943 Franklin D. Roosevelt 1943, 1945"
Morocco,1943 Franklin D. Roosevelt 1943 Dwight Eisenhower 1959 Bill Clinton 1999
Tunisia,1943 Franklin D. Roosevelt  Dwight Eisenhower 1959
Botswana,1998 Bill Clinton 1998 George W. Bush 2003
South Africa,1998 Bill Clinton 1998 George W. Bush 2003 Barack Obama
Benin,2008 George W. Bush 2008
French West Africa,1943 Franklin D. Roosevelt 1943
Ghana,1998 Bill Clinton 1998 George W. Bush 2008 Barack Obama 2009
Liberia,1943 Franklin D. Roosevelt 1943 Jimmy Carter 1978 George W. Bush 2008
Nigeria,1978 Jimmy Carter 1978 Bill Clinton 2000 George W. Bush 2003
Senegal,1998 Bill Clinton 1998 George W. Bush 2003 Barack Obama
Barbados,1982 Ronald Reagan 1982 Bill Clinton 1997
British Leeward Islands,1940 Franklin D. Roosevelt 1940
Costa Rica,1963 John F. Kennedy 1963 Lyndon Johnson 1968 Ronald Reagan 1982 George H. W. Bush 1989 Bill Clinton 1997 Barack Obama 2013
Cuba,1928 Calvin Coolidge 1928 Barack Obama 2016
El Salvador,1968 Lyndon Johnson 1968 Bill Clinton 1999 George W. Bush 2002 Barack Obama 2011
Grenada,1986 Ronald Reagan 1986
Guadeloupe,1979 Jimmy Carter 1979
Guatemala,1968 Lyndon Johnson 1968 Bill Clinton 1999 George W. Bush 2007
Haiti,1934 Franklin D. Roosevelt 1934 Bill Clinton 1995
Honduras,1968 Lyndon Johnson 1968 Ronald Reagan 1982 Bill Clinton 1999
Jamaica,1940 Franklin D. Roosevelt 1940 Ronald Reagan 1982 Barack Obama 2015
Martinique,1940 Franklin D. Roosevelt 1940 Gerald Ford 1974 George H. W. Bush 1991
Mexico,"1909 William Howard Taft 1909 Franklin D. Roosevelt  1943 Harry Truman 1947 Dwight Eisenhower 1953, 1959, 1960 John F. Kennedy 1962 Lyndon Johnson  1967 Richard Nixon 1969, 1970 Gerald Ford 1974 Jimmy Carter 1979 Ronald Reagan 1981, 1982, 1983, 1986, 1988 George H. W. Bush 1990 Bill Clinton 1997, 1999 George W. Bush 2001,  2004, 2006, 2007 Barack Obama  2012, 2013, 2014 Joe Biden 2023"
Nicaragua,1968 Lyndon Johnson 1968 Bill Clinton 1999
Panama,"1906 Theodore Roosevelt 1906 Franklin D. Roosevelt 1934, 1935, 1938, 1940 Dwight Eisenhower 1956 Jimmy Carter 1978 George H. W. Bush 1992 George W. Bush 2005 Barack Obama 2015"
Saint Lucia,1940 Franklin D. Roosevelt 1940
Saint Martin Saint Martin,1989 George H. W. Bush 1989
Trinidad and Tobago,1936 Franklin D. Roosevelt   Barack Obama 2009
Bermuda,"1946 Harry Truman 1946 Dwight Eisenhower 1953, 1957 John F. Kennedy 1961 Richard Nixon 1971 George H. W. Bush 1990"
Canada,"1923 Warren Harding 1923 Franklin D. Roosevelt 1933,  1938,  1943, 1944 Harry Truman 1947 Dwight Eisenhower 1953, 1958, 1959 John F. Kennedy 1961 Lyndon Johnson 1964, 1966, 1967 Richard Nixon 1972 Ronald Reagan  1985, 1987, 1988 George H. W. Bush 1989, 1990,  Bill Clinton 1993,  1997, 1999 George W. Bush 2001, 2002, 2004, 2007 Barack Obama 2009, 2010, 2016 Donald Trump 2018 Joe Biden 2023"
Newfoundland Newfoundland,"1939 Franklin D. Roosevelt 1939, 1940"
Argentina,1936 Franklin D. Roosevelt 1936 Dwight Eisenhower 1960 George H. W. Bush 1990 Bill Clinton 1997 George W. Bush 2005 Barack Obama 2016 Donald Trump 2018
Brazil,"1936 Franklin D. Roosevelt 1936,  Harry Truman 1947 Dwight Eisenhower 1960 Jimmy Carter 1978 Ronald Reagan 1982 George H. W. Bush 1990, 1992 Bill Clinton 1997 George W. Bush 2005, 2007 Barack Obama 2011"
Chile,1960 Dwight Eisenhower 1960 George H. W. Bush 1990 Bill Clinton 1998 George W. Bush 2004 Barack Obama 2011
Colombia,"1934 Franklin D. Roosevelt 1934 John F. Kennedy 1961 Ronald Reagan 1982 George H. W. Bush 1990 Bill Clinton 1998 George W. Bush 2004, 2007 Barack Obama 2012"
Peru,"2002 George W. Bush 2002, 2008 Barack Obama 2016"
Suriname,1967 Lyndon Johnson 1967
Uruguay,1936 Franklin D. Roosevelt 1936 Dwight Eisenhower 1960 Lyndon Johnson 1967 George H. W. Bush 1990 George W. Bush 2007
Venezuela,1961 John F. Kennedy 1961 Jimmy Carter 1978 George H. W. Bush 1990 Bill Clinton 1997
China,"1972 Richard Nixon 1972 Gerald Ford 1975 Ronald Reagan 1984 George H. W. Bush 1989 Bill Clinton 1998 George W. Bush 2001, 2002, 2005, 2008 Barack Obama 2009, 2014, 2016 Donald Trump 2017"
Japan,"1975 Gerald Ford 1974 Jimmy Carter 1979, 1980 Ronald Reagan 1983, 1986 George H. W. Bush 1989, 1992 Bill Clinton 1993, 1996, 1998,  George W. Bush 2002, 2003, 2005, 2008 Barack Obama 2009, 2010, 2014, 2016 Donald Trump 2017,  Joe Biden 2022, 2023"
Mongolia,2005 George W. Bush 2005
North Korea,2019 Donald Trump 2019
South Korea,"1960 Dwight Eisenhower 1960 Lyndon Johnson 1966 Gerald Ford 1974 Jimmy Carter 1979 Ronald Reagan 1983 George H. W. Bush 1989, 1992 Bill Clinton 1993, 1996, 1998 George W. Bush 2002, 2005, 2008 Barack Obama 2009, 2010, 2012, 2014 Donald Trump 2017, 2019 Joe Biden 2022"
Taiwan,1960 Dwight Eisenhower 1960
Afghanistan,"1959 Dwight Eisenhower 1959 George W. Bush 2006, 2008 Barack Obama  2012, 2014 Donald Trump 2019"
Bangladesh,2000 Bill Clinton 2000
India,"1959 Dwight Eisenhower 1959 Richard Nixon 1969 Jimmy Carter 1978 Bill Clinton 2000 George W. Bush 2006 Barack Obama 2010, 2015 Donald Trump 2020 Joe Biden 2023"
Pakistan,1959 Dwight Eisenhower 1959 Lyndon Johnson 1967 Richard Nixon 1969 Bill Clinton 2000 George W. Bush 2006
Brunei,2000 Bill Clinton 2000
Cambodia,2012 Barack Obama 2012 Joe Biden 2022
Indonesia,"1969 Richard Nixon 1969 Gerald Ford 1975 Ronald Reagan 1986 Bill Clinton 1994 George W. Bush 2003, 2006 Barack Obama 2010, 2011 Joe Biden 2022"
Laos,2016 Barack Obama 2016
Malaysia,"1966 Lyndon Johnson 1966 Barack Obama 2014, 2015"
Myanmar,"2012 Barack Obama 2012, 2014"
Philippines,"1960 Dwight Eisenhower 1960 Lyndon Johnson 1966 Richard Nixon 1969 Gerald Ford 1975 Bill Clinton 1994, 1996 George W. Bush 2003 Barack Obama 2014, 2015 Donald Trump 2017"
Singapore,"1992 George H. W. Bush 1992 George W. Bush 2003, 2006 Barack Obama 2009 Donald Trump 2018"
South Vietnam,"1966 Lyndon Johnson 1966, 1967 Richard Nixon 1969"
Thailand,"1966 Lyndon Johnson 1966, 1967 Richard Nixon 1969 Bill Clinton 1996 George W. Bush 2003, 2008 Barack Obama 2012"
Vietnam,"2000 Bill Clinton 2000 George W. Bush 2006 Barack Obama 2016 Donald Trump 2017, 2019 Joe Biden 2023"
Bahrain,2008 George W. Bush 2008
Georgia,2005 George W. Bush 2005
Iran,1943 Franklin D. Roosevelt 1943 Dwight Eisenhower 1959 Richard Nixon 1972 Jimmy Carter 1978
