col0,col1,col2,col3
National Library of Argentina,ARBABN,Buenos Aires,Republic of Argentina
Bibliotheca Alexandrina,EGAXA,Alexandria,Egypt
Biblioteca Nacional de Chile,BNCHL,Santiago,Chile
Biblioteca Nacional de España,BNE,Madrid,Spain
Biblioteca Nacional de Portugal,PTBNP,Lisbon,Portugal
Bibliothèque et Archives nationales du Québec,B2Q,Quebec,Canada
Bibliothèque nationale de France,BnF,Paris,France
National Library of Greece,ΕΒΕ,Athens,Greece
Bibliothèque Nationale du Royaume du Maroc (BNRM),MRBNR,Rabat,Morocco
Biografisch Portaal,BPN,The Hague,Netherlands
British Library,,London,England
Danish Agency for Culture and Palaces,,Copenhagen,Denmark
Danish Bibliographic Centre,DBC,Ballerup,Denmark
German National Library (DNB),GND,Frankfurt,Germany
International Standard Name Identifier,ISNI,London,United Kingdom
Israel Museum,,Jerusalem,Israel
Istituto Centrale per il Catalogo Unico,ICCU   SBN,Rome,Italy
Lebanese National Library,LNL,Beirut,Lebanon
Library and Archives Canada,LAC,"Ottawa, Ontario",Canada
Library of Congress   NACO consortium (Name Authority Cooperative Program),LCCN,"Washington, D.C.",United States
National and University Library in Zagreb,NSK,Zagreb,Croatia
National and University Library of Slovenia,,Ljubljana,Slovenia
National Central Library,NCL   CYT,Taipei,Taiwan
National Diet Library,NDL,Tokyo   Kyoto,Japan
National Institute of Informatics,NII   CiNii,Tokyo,Japan
National Library Board,NLB,-,Singapore
National Library of Australia,NLA,Canberra,Australia
National Library of Brazil,BLBNB,Rio de Janeiro,Brazil
National Library of Catalonia,BNC,Barcelona,Kingdom of Spain
National Library of Estonia,ERRR,Tallinn,Estonia
National and University Library of Iceland (NULI),UIY,Reykjavík,Iceland
National Library of Ireland,N6I,Dublin,Ireland
National Library of Israel,NLI,Jerusalem,Israel
National Library of Korea,KRNLK,Seoul,Korea
National Library of Latvia,LNB,Riga,Latvia
National Library of Luxembourg,BNL,Luxembourg City,Luxembourg
National Library of Mexico,BNM,Mexico City,Mexico
National Library of the Netherlands,NTA,The Hague,Netherlands
National Library of New Zealand,,Wellington,New Zealand
National Library of Norway,BIBSYS   W2Z,Trondheim,Norway
National Library of Poland,NLP,Warsaw,Poland
National Library of Russia,NLR,Saint Petersburg,Russia
National Library of Scotland,,Edinburgh,Scotland
National Library of South Africa,,Cape Town   Pretoria,South Africa
National Library of Sweden,SELIBR,Stockholm,Sweden
National Library of Wales,,Aberystwyth,Wales
National Library of the Czech Republic,NKC,Prague,Czech Republic
National Széchényi Library,NSZL,Budapest,Hungary
Perseus Project,PERSEUS,"Medford, Massachusetts",United States
RERO (Library Network of Western Switzerland),RERO,Martigny,Switzerland
Répertoire International des Sources Musicales,RISM,Frankfurt,Germany
Système universitaire de documentation,SUDOC,-,France
Syriac Reference Portal,SRP,"Nashville, Tennessee",United States
Swiss National Library,SWNL,Bern,Switzerland
Union List of Artist Names - Getty Research Institute,ULAN   JPG,"Los Angeles, California",United States
United States National Agricultural Library,NALT,"Beltsville, Maryland",United States
United States National Library of Medicine,,"Bethesda, Maryland",United States
Vatican Library,BAV,-,Vatican City
Cultuurconnect ( and LOCUS),,Brussels,Belgium
Wikidata,WKP,"Berlin, Germany",International
