col0,col1,col2,col3
1990,Danny Glover,To Sleep with Anger,Harry
1990,Martin Priest,The Plot Against Harry,Harry Plotnick
1990,Christopher Reid,House Party,Kid
1990,Michael Rooker,Henry: Portrait of a Serial Killer,Henry
1990,Christian Slater,Pump Up the Volume,Mark Hunter
1991,River Phoenix,My Own Private Idaho,Mike Mikey Waters
1991,Doug E. Doug,Hangin' with the Homeboys,Willie
1991,Robert Duvall,Rambling Rose,Daddy Hillyer
1991,Gary Oldman,Rosencrantz & Guildenstern Are Dead,Rosencrantz
1991,William Russ,Pastime,Roy Dean Bream
1992,Harvey Keitel,Bad Lieutenant,The Lieutenant
1992,Craig Chester,Swoon,"Nathan Leopold, Jr."
1992,Laurence Fishburne,Deep Cover,Russell Stevens / John Hull
1992,Peter Greene,Laws of Gravity,Jimmy
1992,Michael Rapaport,Zebrahead,Zack
1993,Jeff Bridges,American Heart,Jack Kelson
1993,Vincent D'Onofrio,Household Saints,Joseph Santangelo
1993,Mitchell Lichtenstein,The Wedding Banquet,Simon
1993,Matthew Modine,Equinox,Henry Petosa / Freddy Ace
1993,Tyrin Turner,Menace II Society,Caine
1994,Samuel L. Jackson,Pulp Fiction,Jules Winnfield
1994,Sihung Lung,Eat Drink Man Woman,Chu
1994,William H. Macy,Oleanna,John
1994,Campbell Scott,Mrs. Parker and the Vicious Circle,Robert Benchley
1994,Jon Seda,I Like It Like That,Chino Linares
1995,Sean Penn,Dead Man Walking,Matthew Poncelet
1995,Nicolas Cage,Leaving Las Vegas,Ben Sanderson
1995,Tim Roth,Little Odessa,Joshua Shapira
1995,Jimmy Smits,My Family,Jimmy Sánchez
1995,Kevin Spacey,Swimming with Sharks,Buddy Ackerman
1996,William H. Macy,Fargo,Jerry Lundegaard
1996,Chris Cooper,Lone Star,Sheriff Sam Deeds
1996,Chris Penn,The Funeral,Chez
1996,Tony Shalhoub,Big Night,Primo
1996,Stanley Tucci,Big Night,Secondo
1997,Robert Duvall,The Apostle,Euliss Sonny Dewey / The Apostle E.F.
1997,Peter Fonda,Ulee's Gold,Ulysses Ulee Jackson
1997,Christopher Guest,Waiting for Guffman,Corky St. Clair
1997,Philip Baker Hall,Hard Eight,Sydney Brown
1997,John Turturro,Box of Moon Light,Al Fountain
1998,Ian McKellen,Gods and Monsters,James Whale
1998,Dylan Baker,Happiness,Bill Maplewood
1998,Nick Nolte,Affliction,Wade Whitehouse
1998,Sean Penn,Hurlyburly,Eddie
1998,Courtney B. Vance,Blind Faith,John Williams
1999,Richard Farnsworth,The Straight Story,Alvin Straight
1999,John Cusack,Being John Malkovich,Craig Schwartz
1999,Terence Stamp,The Limey,Wilson
1999,David Strathairn,Limbo,Joe Jumpin Gastineau
1999,Noble Willingham,The Corndog Man,Ace Barker
