col0,col1
Little Women,Louisa May Alcott
Emma,Jane Austen
Pride and Prejudice,Jane Austen
Sense and Sensibility,Jane Austen
The Wonderful Wizard of Oz,L. Frank Baum
Lorna Doone,R. D. Blackmore
Jane Eyre,Charlotte Brontë
Wuthering Heights,Emily Brontë
Little Lord Fauntleroy,Frances Hodgson Burnett
The Secret Garden,Frances Hodgson Burnett
Tales from the Arabian Nights,Richard Francis Burton
Alice's Adventures in Wonderland,Lewis Carroll
Through the Looking-Glass,Lewis Carroll
Don Quixote,Miguel de Cervantes
The Man Who Was Thursday,G. K. Chesterton
The Napoleon of Notting Hill,G. K. Chesterton
The Awakening,Kate Chopin
The Moonstone,Wilkie Collins
The Woman in White,Wilkie Collins
Heart of Darkness,Joseph Conrad
Lord Jim,Joseph Conrad
The Deerslayer,James Fenimore Cooper
The Last of the Mohicans,James Fenimore Cooper
The Red Badge of Courage,Stephen Crane
Moll Flanders,Daniel Defoe
Robinson Crusoe,Daniel Defoe
Bleak House,Charles Dickens
A Christmas Carol,Charles Dickens
David Copperfield,Charles Dickens
Great Expectations,Charles Dickens
Oliver Twist,Charles Dickens
A Tale of Two Cities,Charles Dickens
The Brothers Karamazov,Fyodor Dostoevsky
Crime and Punishment,Fyodor Dostoevsky
The Adventures of Sherlock Holmes,Arthur Conan Doyle
The Hound of the Baskervilles,Arthur Conan Doyle
The Count of Monte Cristo,Alexandre Dumas
The Man in the Iron Mask,Alexandre Dumas
Middlemarch,George Eliot
Silas Marner,George Eliot
The Diary of a Nobody,George and Weedon Grossmith
Allan Quatermain,H. Rider Haggard
King Solomon's Mines,H. Rider Haggard
Far from the Madding Crowd,Thomas Hardy
Tess of the d'Urbervilles,Thomas Hardy
The Scarlet Letter,Nathaniel Hawthorne
Tanglewood Tales for Girls and Boys,Nathaniel Hawthorne
A Wonder-Book for Girls and Boys,Nathaniel Hawthorne
The Four Million,O. Henry
The Odyssey,Homer
The Prisoner of Zenda,Anthony Hope
The Hunchback of Notre-Dame,Victor Hugo
Les Misérables,Victor Hugo
"The Sketch Book of Geoffrey Crayon, Gent.",Washington Irving
The Aspern Papers,Henry James
The Turn of the Screw,Henry James
The Jungle Book,Rudyard Kipling
Kim,Rudyard Kipling
The Man Who Would Be King,Rudyard Kipling
The Phantom of the Opera,Gaston Leroux
The Call of the Wild,Jack London
White Fang,Jack London
The Princess and Curdie,George MacDonald
The Princess and the Goblin,George MacDonald
The Prince,Niccolò Machiavelli
Moby-Dick,Herman Melville
Utopia,Thomas More
Rights of Man,Thomas Paine
Tales of Mystery & Imagination,Edgar Allan Poe
Ivanhoe,Walter Scott
Waverley,Walter Scott
Black Beauty,Anna Sewell
Hamlet,William Shakespeare
King Lear,William Shakespeare
Macbeth,William Shakespeare
A Midsummer Night's Dream,William Shakespeare
Othello,William Shakespeare
Romeo and Juliet,William Shakespeare
The Taming of the Shrew,William Shakespeare
The Tempest,William Shakespeare
Frankenstein,Mary Shelley
Kidnapped,Robert Louis Stevenson
Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson
Dracula,Bram Stoker
Uncle Tom's Cabin,Harriet Beecher Stowe
Gulliver's Travels,Jonathan Swift
Vanity Fair,William Makepeace Thackeray
Walden,Henry David Thoreau
Anna Karenina,Leo Tolstoy
War and Peace,Leo Tolstoy
Barchester Towers,Anthony Trollope
Adventures of Huckleberry Finn,Mark Twain
The Adventures of Tom Sawyer,Mark Twain
A Connecticut Yankee in King Arthur's Court,Mark Twain
Journey to the Center of the Earth,Jules Verne
"20,000 Leagues Under the Sea",Jules Verne
The Time Machine,H. G. Wells
The Age of Innocence,Edith Wharton
The Importance of Being Earnest,Oscar Wilde
The Picture of Dorian Gray,Oscar Wilde
