col0,col1
Samuel Simpson,Meaanjin
Aleksei Ignatovich,Minskas
Dmitry Kasperovich,"Minsk, Belarus"
Igor Kozlov,"Brest, Belarus"
Denis Savenkov,"Gomel, Belarus"
Dmitry Savitski,"Gomel, Belarus"
Aleksandr Tsarevich,"Minsk, Belarus"
Koen van Damme,"Sint-Niklaas, Belgium"
Diego Hypólito,"Santo André, Brazil"
Yordan Yovchev,"Plovdiv, Bulgaria"
Nathan Gafuik,"Calgary, Alberta"
Grant Golding,"Calgary, Alberta"
David Kikuchi,"Truro, Nova Scotia"
Brandon O'Neill,"Edmonton, Alberta"
Kyle Shewfelt,"Calgary, Alberta"
Adam Wong,"Calgary, Alberta"
Chen Yibing,"Tianjin, China"
Huang Xu,"Nantong, China"
Li Xiaopeng,"Changsha, China"
Xiao Qin,"Nanjing, China"
Yang Wei,"Xiantao, China"
Zou Kai,"Luzhou, China"
Jorge Hugo Giraldo,"Medellín, Colombia"
Filip Ude,"Čakovec, Croatia"
Martin Konečný,"Prague, Czech Republic"
Mohamed Srour,"Cairo, Egypt"
Thomas Bouhail,"Montfermeil, France"
Benoît Caranobe,"Vitry-sur-Seine, France"
Yann Cucherat,"Lyon, France"
Dimitri Karbanenko,"Kaliningrad, Russia"
Danny Pinheiro Rodrigues,"Rouen, France"
Hamilton Sabot,"Cagnes-sur-Mer, France"
Ilia Giorgadze,"Kutaisi, Georgia"
Thomas Andergassen,"Lindau, Germany"
Philipp Boy,"Schwedt, Germany"
Fabian Hambüchen,"Wetzlar, Germany"
Robert Juckel,"Cottbus, Germany"
Marcel Nguyen,"Munich, Germany"
Evgenij Spiridonov,"Chelyabinsk, Russia"
Dan Keatings,"Kettering, England"
Louis Smith,"Peterborough, England"
Vlasios Maras,"Athens, Greece"
Róbert Gál,"Budapest, Hungary"
Alexander Shatilov,"Tashkent, Uzbekistan"
Matteo Angioletti,"Monza, Italy"
Alberto Busnari,"Melzo, Italy"
Igor Cassina,"Seregno, Italy"
Andrea Coppolino,"Novedrate, Italy"
Matteo Morandi,"Vimercate, Italy"
Enrico Pozzo,"Biella, Italy"
Takehiro Kashima,"Osaka, Japan"
Takuya Nakase,"Ōtsu, Japan"
Makoto Okiguchi,"Osaka, Japan"
Koki Sakamoto,"Sapporo, Japan"
Hiroyuki Tomita,"Osaka, Japan"
Kōhei Uchimura,"Isahaya, Japan"
Sascha Palgen,"Esch-sur-Alzette, Luxembourg"
Epke Zonderland,"Lemmer, Netherlands"
Leszek Blanik,"Wodzisław Śląski, Poland"
Luis Rivera,"Humacao, Puerto Rico"
Adrian Bucur,"Târgu Mureș, Romania"
Marian Drăgulescu,"Bucharest, Romania"
Flavius Koczi,"Reșița, Romania"
Ilie Daniel Popescu,"Reșița, Romania"
Răzvan Șelariu,"Reșița, Romania"
Robert Stănescu,"Bucharest, Romania"
Maksim Devyatovskiy,"Leninsk-Kuznetsky, Russia"
Anton Golotsutskov,"Seversk, Russia"
Sergey Khorokhordin,"Barnaul, Russia"
Nikolai Kryukov,"Voronezh, Russia"
Konstantin Pluzhnikov,"Seversk, Russia"
Yuri Ryazanov,"Vladimir, Russia"
Mitja Petkovšek,"Ljubljana, Slovenia"
Kim Dae-eun,"Yeonggwang, South Korea"
Kim Ji-hoon,"Seoul, South Korea"
Kim Seung-il,"Seoul, South Korea"
Kim Soo-myun,"Pohang, South Korea"
Yang Tae-young,"Seoul, South Korea"
Yoo Won-chul,"Masan, South Korea"
Isaac Botella,"Elche, Spain"
Manuel Carballo,"Madrid, Spain"
Gervasio Deferr,"Premià de Mar, Spain"
Rafael Martínez,"Madrid, Spain"
Sergio Muñoz,"Soria, Spain"
Ivan San Miguel,"Villamayor, Spain"
Claudio Capelli,"Bern, Switzerland"
Christoph Schärer,"Oberdiessbach, Switzerland"
Valeriy Honcharov,"Kharkiv, Ukraine"
Oleksandr Vorobiov,"Kamianske, Ukraine"
Alexander Artemev,"Minsk, Belarus"
Raj Bhavsar,"Houston, Texas"
Joseph Hagerty,"Albuquerque, New Mexico"
Jonathan Horton,"Houston, Texas"
Justin Spring,"Burke, Virginia"
Kevin Tan,"Fremont, California"
Anton Fokin,"Tashkent, Uzbekistan"
José Luis Fuentes,"Valencia, Venezuela"
Nashwan Al-Harazi,"Sanaa, Yemen"
