col0,col1,col2,col3
Wien,Vienna Airport,City Airport Train   Vienna S-Bahn S7,Flughafen Wien
Helsinki,HELSINKI-VANTAA airport,I   P,Airport
Paris,Paris Charles de Gaulle Airport,RER B,Aéroport Charles de Gaulle 1   Aéroport Charles de Gaulle 2 TGV
Strasbourg,Strasbourg Airport,TER Fluo Grand Est,Entzheim-Aéroport
Berlin,Berlin Brandenburg Airport,Flughafen-Express   Regional-Express   Regionalbahn   Berlin S-Bahn 45   Berlin S-Bahn 9,Flughafen BER
Cologne   Bonn,Cologne Bonn Airport,Regional-Express   Regionalbahn   Rhine-Ruhr S-Bahn S13   Rhine-Ruhr S-Bahn S10,Köln/Bonn Flughafen
Dresden,Dresden Airport,Dresden S-Bahn,Dresden Flughafen
Düsseldorf,Düsseldorf Airport,Rhine-Ruhr S-Bahn S11,Düsseldorf Flughafen Terminal
Frankfurt,Frankfurt Airport,Regional-Express   Regionalbahn   Rhine-Main S-Bahn S8   Rhine-Main S-Bahn S9,Frankfurt am Main Flughafen Regionalbahnhof   Frankfurt am Main Flughafen Fernbahnhof
Friedrichshafen,Friedrichshafen Airport,Interregio-Express,Friedrichshafen Flughafen
Hamburg,Hamburg Airport,Hamburg S-Bahn S1,Hamburg Airport (Flughafen)
Hanover,Hannover Airport,Hanover S-Bahn S5   Hanover S-Bahn S8,Hannover Flughafen
Leipzig   Halle,Leipzig/Halle Airport,Mitteldeutschland S5   Mitteldeutschland S5X,Flughafen Leipzig/Halle
Lübeck,Lübeck Airport,Regional-Express 83,Lübeck-Flughafen
Munich,Munich Airport,Regionalbahn   Munich S1   Munich S8,Flughafen München
Stuttgart,Stuttgart Airport,Stuttgart S-Bahn S2   Stuttgart S-Bahn S3,Stuttgart Flughafen/Messe
Athens,Athens International Airport,Hellenic Train A1   Hellenic Train A2,Athens International Airport
Ancona,Marche Airport,Rome-Ancona railway,Castelferretti-Falconara Aeroporto delle Marche
Bari,Bari Airport,Bari metropolitan railway service,Bari Aeroporto
Cagliari,Cagliari Airport,Cagliari-Golfo Aranci railway,Elmas Aerporto
Milan,Milan Malpensa Airport,Malpensa Express   TILO,Malpensa Aeroporto Terminal 1   Malpensa Aeroporto Terminal 2
Palermo,Palermo Airport,Palermo metropolitan railway service,Palermo Aeroporto
Rome,Rome Fiumicino Airport,Lazio regional railways FL1   Leonardo Express,Fiumicino Aeroporto
Trieste,Trieste Airport,Venice-Trieste railway,Trieste Airport
Turin,Turin Airport,Line SFMA,Torino Aeroporto
Vilnius,Vilnius International Airport,Lithuanian Railways,Vilnius Airport
Amsterdam,Amsterdam Airport Schiphol,NS Sprinter,Schiphol Airport
Oslo,Oslo Airport,Flytoget   Oslo Commuter Rail L12,Oslo Airport (Gardermoen)
Trondheim,Trondheim Airport,Nordland Line F7   Trøndelag Commuter Rail R70,Trondheim Airport (Værnes)
Gdańsk,Gdańsk Lech Wałęsa Airport,Pomorska Kolej Metropolitalna,Gdańsk Port Lotniczy
Kraków,Kraków John Paul II International Airport,Koleje Małopolskie,Kraków Lotnisko
Szczecin,Solidarity Szczecin-Goleniów Airport,Polregio,Port Lotniczy Szczecin Goleniów
Warsaw,Warsaw Frederic Chopin Airport,Koleje Mazowieckie   Szybka Kolej Miejska,Warszawa Lotnisko Chopina
Bucharest,Bucharest Henri Coandă International Airport,Căile Ferate Române,Aeroport Henri Coandă
Kazan,Kazan International Airport,Sodruzhestvo,Aeroport (Kazan)
Moscow,Domodedovo International Airport,Aeroexpress,Aeroport Domodedovo
Moscow,Sheremetyevo International Airport,Aeroexpress,Aeroport Sheremet'yevo   Aeroport Sheremet'yevo-Severnoye
Moscow,Vnukovo International Airport,Aeroexpress,Aeroport Vnukovo
Sochi,Sochi International Airport,Russian Railways,Aeroport Sochi
Barcelona,Josep Tarradellas Barcelona-El Prat Airport,Rodalies de Catalunya R2,Aeroport
Jerez de la Frontera,Jerez Airport,Cercanías Cádiz C-1,Aeropuerto de Jerez
Madrid,Adolfo Suárez Madrid-Barajas Airport,Cercanías Madrid C-1   Cercanías Madrid C-10,Aeropuerto T4
Málaga,Málaga-Costa del Sol Airport,Cercanías Málaga C-1,Aeropuerto
Stockholm,Stockholm Arlanda Airport,Arlanda Express   Mälartåg   SL,Arlanda North   Arlanda Central   Arlanda South
Geneva,Genève Aéroport,InterRegio,Geneva Airport
Zürich,Zurich Airport,InterRegio   Zürich S-Bahn S2   Zürich S-Bahn S16   Zürich S-Bahn S24,Zürich Flughafen
Kyiv,Boryspil International Airport,Kyiv Boryspil Express,Boryspil-Aeroport
London,Gatwick Airport,Gatwick Express   Thameslink,Gatwick Airport
London,Heathrow Airport,Heathrow Express   Elizabeth line,Heathrow Terminals 2 & 3   Heathrow Terminal 4   Heathrow Terminal 5
London,London Stansted Airport,Stansted Express,Stansted Airport
