col0,col1
1,"Additional Appropriation Act, 1980"
2,"Borders of Particular States Extension Act, 1980"
3,"Laws on Co-operation and Development Amendment Act, 1980"
4,"Fertilizers, Farm Feeds, Agricultural Remedies and Stock Remedies Amendment Act, 1980"
5,"Plant Breeders' Rights Amendment Act, 1980"
6,"Marketing Amendment Act, 1980"
7,"Wine, Other Fermented Beverages and Spirits Amendment Act, 1980"
8,"Expropriation Amendment Act, 1980"
9,"Lake Areas Development Amendment Act, 1980"
10,"Part Appropriation Act, 1980"
11,"Housing Amendment Act, 1980"
12,"Community Development Amendment Act, 1980"
13,"Period of Office of Members of the South African Indian Council Extension Act, 1980"
14,"Railways and Harbours Additional Appropriation Act, 1980"
15,"Coloured Persons Education Amendment Act, 1980"
16,"National Road Safety Amendment Act, 1980"
17,"Railways and Harbours Appropriation Act, 1980"
18,"Post Office Appropriation Act, 1980"
19,"Regulation of Functions of Officers in the Public Service Act, 1980"
20,"Land Bank Amendment Act, 1980"
21,"Finance Act, 1980"
22,"Prisons Amendment Act, 1980"
23,"Compulsory Motor Vehicle Insurance Amendment Act, 1980"
24,"South African Coloured Persons Council Act, 1980"
25,"Human Sciences Research Amendment Act, 1980"
26,"South African Tourist Corporation Amendment Act, 1980"
27,"Agricultural Credit Amendment Act, 1980"
28,"Republic of South Africa Constitution Third Amendment Act, 1980"
29,"Admission of Persons to the Republic Regulation Amendment Act, 1980"
30,"South African Citizenship Amendment Act, 1980"
31,"Republic of South Africa Constitution Second Amendment Act, 1980"
32,"Provincial Powers Extension Act, 1980"
33,"Prevention of Illegal Squatting Amendment Act, 1980"
34,"Financial Relations Amendment Act, 1980"
35,"Population Registration Amendment Act, 1980"
36,"Coloured Development Corporation Amendment Act, 1980"
37,"University of the Witwatersrand, Johannesburg, (Private) Amendment Act, 1980"
38,"Abortion and Sterilization Amendment Act, 1980"
39,"Anatomical Donations and Post-Mortem Examinations Amendment Act, 1980"
40,"Homeopaths, Naturopaths, Osteopaths and Herbalists Amendment Act, 1980"
41,"Fund-raising Amendment Act, 1980"
42,"Medical Schemes Amendment Act, 1980"
43,"Medical, Dental and Supplementary Health Service Professions Amendment Act, 1980"
44,"Deeds Registries Amendment Act, 1980"
45,"State Attorney Amendment Act, 1980"
46,"Supreme Court Amendment Act, 1980"
47,"Judges' Remuneration Amendment Act, 1980"
48,"Liquor Amendment Act, 1980"
49,"Rand Afrikaans University (Private) Amendment Act, 1980"
50,"Police Amendment Act, 1980"
51,"Sundays River Settlement Regulation of Control Act, 1980"
52,"Education and Training Amendment Act, 1980"
53,"South African Mutual Life Assurance Society (Private) Amendment Act, 1980"
54,"Sectional Titles Amendment Act, 1980"
55,"Trade Practices Amendment Act, 1980"
56,"Copyright Amendment Act, 1980"
57,"Estate Agents Amendment Act, 1980"
58,"Maintenance and Promotion of Competition Amendment Act, 1980"
59,"Share Blocks Control Act, 1980"
60,"Mining Titles Registration Amendment Act, 1980"
61,"Precious Stones Amendment Act, 1980"
62,"Boxing and Wrestling Control Amendment Act, 1980"
63,"Heraldry Amendment Act, 1980"
64,"Aviation Amendment Act, 1980"
65,"Railway Construction Act, 1980"
66,"National Roads Amendment Act, 1980"
67,"Railways and Harbours Acts Amendment Act, 1980"
68,"State Oil Fund Amendment Act, 1980"
69,"State Trust Board Amendment Act, 1980"
70,"Republic of South Africa Constitution Amendment Act, 1980"
71,"Public Service Amendment Act, 1980"
72,"Public Holidays Amendment Act, 1980"
73,"Dumping at Sea Control Act, 1980"
74,"Republic of South Africa Constitution Fourth Amendment Act, 1980"
75,"Credit Agreements Act, 1980"
76,"Attorneys Amendment Act, 1980"
77,"Defence Amendment Act, 1980"
78,"Insolvency Amendment Act, 1980"
79,"Taxation of Blacks Amendment Act, 1980"
80,"Radio Amendment Act, 1980"
81,"Egg Production Control Amendment Act, 1980"
82,"Second Police Amendment Act, 1980"
83,"Occupational Diseases in Mines and Works Amendment Act, 1980"
84,"Companies Amendment Act, 1980"
85,"Electricity Amendment Act, 1980"
86,"Armaments Development and Production Amendment Act, 1980"
87,"Wine and Spirits Amendment Act, 1980"
88,"Black Labour (Transfer of Functions) Act, 1980"
89,"Electoral Amendment Act, 1980"
90,"Limitation and Disclosure of Finance Charges Amendment Act, 1980"
91,"Road Transportation Amendment Act, 1980"
92,"Water Amendment Act, 1980"
93,"Pensions (Supplementary) Act, 1980"
94,"Laws on Co-operation and Development Second Amendment Act, 1980"
95,"Industrial Conciliation Amendment Act, 1980"
96,"Industrial Development Amendment Act, 1980"
97,"Pension Laws Amendment Act, 1980"
98,"Customs and Excise Amendment Act, 1980"
99,"Financial Institutions Amendment Act, 1980"
100,"Second Finance Act, 1980"
101,"Republic of South Africa Constitution Fifth Amendment Act, 1980"
102,"National Key Points Act, 1980"
103,"Appropriation Act, 1980"
104,"Income Tax Act, 1980"
105,"Sales Tax Amendment Act, 1980"
106,"Revenue Laws Amendment Act, 1980"
