col0,col1,col2,col3,col4
Gold,Marathon,Xiamen International Marathon,Xiamen,PRC
Silver,Marathon,Standard Chartered Mumbai Marathon,Bombay,India
Silver,Marathon,Osaka Intl Ladies Marathon,Ōsaka,Japan
Silver,10K run,Ohme 30Km/10Km Road,Ohme,Japan
Silver,Half marathon,Kagawa Marugame Half Marathon,Marugame,Nippon
Silver,Marathon,Tokyo Marathon,Tokyo,Japan
Gold,10K run,World's Best 10k Race,San Juan,Puerto Rico
Silver,Marathon,Lake Biwa Mainichi Marathon,Ōtsu,Japan
Silver,Marathon,Nagoya Intl Women's Marathon,Nagoya,State of Japan
Silver,Half marathon,Fortis City-Pier-City Run,The Hague,Netherlands
Gold,Half marathon,EDP Half Marathon of Lisbon,Lisbon,Portugal
Silver,Marathon,Maratona Città di Roma,Rome,Italy
Silver,Marathon,Seoul International Marathon,Seoul,South Korea
Silver,Half marathon,Hervis Prague Half Marathon,Prague,Czech Republic
Gold,Marathon,Marathon International de Paris,Paris,France
Gold,Marathon,Flora London Marathon,London,United Kingdom
Silver,Marathon,Turin Marathon,Turin,Italy
Silver,Marathon,Fortis Rotterdam Marathon,Rotterdam,Netherlands
Silver,Marathon,Nagano Olympic Commemorative Marathon,Nagano,Land of Rising Sun
Gold,Marathon,B.A.A. Boston Marathon,Boston,United States
Silver,Marathon,Conergy Marathon Hamburg,Hamburg,Germany
Silver,Marathon,Maraton de Madrid,Madrid,Spain
Silver,Marathon,Volkswagen Prague Marathon,Prague,Czech Republic
Silver,10K run,Course Féminine de Casablanca,Casablanca,Morocco
Silver,10K run,Mds Nordion 10K,Ottawa,Canada
Silver,Marathon,ING Ottawa Marathon,Ottawa,Canada
Silver,5K run,Freihofer's Run for Women,"Troy, NY",United States
Silver,Marathon,Hokkaido Marathon,Hokkaido,Jap
Silver,10K run,Tilburg Ladies Run,Tilburg,Netherlands
Silver,10 miles,Tilburg Ten Miles,Tilburg,Netherlands
Silver,Half marathon,Fortis Half Marathon Rotterdam,Rotterdam,Netherlands
Gold,Half marathon,RTP Half Marathon of Portugal,Lisbon,Portugal
Gold,Marathon,"real,- Berlin-Marathon",Berlin,Germany
Silver,Marathon,Scotiabank Toronto Waterfront Marathon,Toronto,Canada
Silver,Marathon,Ford Cologne Marathon,Cologne,Germany
Silver,Marathon,ING Brussels Marathon,Brussels,Belgium
Gold,Marathon,Bank of America Chicago Marathon,Chicago,United States
Gold,Marathon,Beijing International Marathon,Beijing,China
Silver,Marathon,ING Amsterdam Marathon,Amsterdam,Netherlands
Silver,Half marathon,Classique Internationale Marseille-Cassis,Marseille,France
Silver,Marathon,Dresdner Kleinwort Frankfurt Marathon,Frankfurt,Germany
Gold,Marathon,ING New York City Marathon,New York City,United States
Silver,Marathon,JoongAng Seoul Marathon,Seoul,South Korea
Gold,Half marathon,Airtel Delhi Half Marathon,New Delhi,Hindustan
Silver,Marathon,Athens Classic Marathon,Athens,Greece
Silver,10K run,Athens 10Km,Athens,Greece
Silver,Marathon,Tokyo Intl Women's Marathon,Tokyo,Japan
Silver,15K run,Fortis Zevenheuvelenloop,Nijmegen,Netherlands
Silver,Marathon,Fukuoka Intl Open Marathon Champs,Fukuoka,Japan
