col0,col1,col2,col3
1930,HIFK,FC TPS,HPS
1931,HIFK,HPS,Turun Palloseura
1932,HPS,VPS,HIFK
1933,Idrottsföreningen Kamraterna i Helsingfors,HJK,Sudet
1934,HPS,Idrottsföreningen Kamraterna i Helsingfors,Toverit
1935,HPS,Idrottsföreningen Kamraterna i Helsingfors,Toverit
1936,HJK,HPS,HIFK
1937,HIFK,HJK,Sudet
1938,HJK,TPS,VPS
1939,TPS,HJK,Toverit
1940 Championship was decided with cup competition due to war.,Sudet,FC TPS,-
1941,FC TPS,VPS,Sudet
1942,Toverit,Sudet,-
1943,Not played due to World War II.,Not played due to World War II.,Not played due to World War II.
1944,VIFK,TPS,Sudet
1945 Championship was decided on a final match between the champions of Finnish Football Association (SPL) and Finnish Workers' Sports Federation (TUL).,VPS,HPS,-
1946,VIFK,TPV,-
1947,HIFK,TuTo,KTP
1948,VPS,TPS,HPS
1949,TPS,VPS,KIF
1950,Ilves-Kissat,KuPS,VIFK
1951,KTP,VIFK,TPK
1952,KTP,VIFK,Pyrkivä
1953,VIFK,Jäntevä,KuPS
1954,Pyrkivä,KuPS,HJK
1955,KIF,FC Haka,VIFK
1956,KuPS,HJK,KIF
1957,HPS,FC Haka,FC TPS
1958,KuPS,HPS,HIFK
1959,HIFK Helsinki,RU-38,FC Haka
1960,FC Haka,TPS,KIF
1961,HIFK,KIF,FC Haka
1962,FC Haka,Reipas Lahti,TaPa
1963,Reipas Lahti,FC Haka,ÅIFK
1964,HJK,KuPS,KTP
1965,FC Haka,HJK,Reipas Lahti
1966,KuPS,HJK,FC Haka
1967,Reipas Lahti,KuPS,Turun Palloseura
1968,TPS,Reipas Lahti,HJK
1969,KPV,KuPS,HJK
1970,Reipas Lahti,MP,HIFK Helsinki
1971,TPS (men's football),Idrottsföreningen Kamraterna i Helsingfors,KPV
1972,TPS,MP,Reipas Lahti
1973,HJK,KPV,Reipas Lahti
1974,KuPS,Reipas Lahti,HJK
1975,TPS,KuPS,KPV
1976,KuPS,FC Haka,HJK
1977,FC Haka,KuPS,FC TPS
1978,HJK,KPT,FC Haka
1979,OPS,KuPS,HJK
1980,OPS,FC Haka,HJK
1981,HJK,KPT,FC Haka
1982,Kuusysi,HJK,FC Haka
1983,Ilves,HJK,FC Haka
1984,Kuusysi,TPS,Ilves
1985,HJK,Ilves,KePS
1986,Kuusysi,TPS,HJK
1987,HJK,Kuusysi,TPS
1988,HJK,Kuusysi,RoPS
1989,Kuusysi,TPS,RoPS
