col0,col1,col2,col3,col4
1,Stephen Park,"Dale Earnhardt, Inc.",Chevrolet,Pennzoil
2,Rusty Wallace,Penske Formula One team,Ford,Miller Lite
3,Dale Earnhardt,Richard Childress Racing,Chevy,GM Goodwrench Service Plus
4,Bobby Hamilton,Morgan-McClure Motorsports,Chevrolet,Eastman Kodak Company
5,Terry Labonte,Hendrick Motorsports,Chevy,Kellogg's
6,Mark Martin,Roush Racing,Ford Motor Corporation,Valvoline
7,Michael Waltrip,Mattei Motorsports,Chevrolet,NationsRent
8,Dale Earnhardt Jr. (R),"Dale Earnhardt, Inc.",Chevy,Budweiser
9,Stacy Compton (R),Melling Racing,Ford,Kodiak
10,Johnny Benson Jr.,Tyler Jet Motorsports,Pontiac,Lycos
11,Brett Bodine,Brett Bodine Racing,Ford Motor Co.,Ralphs Supermarkets
12,Jeremy Mayfield,Penske-Kranefuss Racing,Ford Motor Co.,Mobil 1
13,Robby Gordon,Team Menard,Ford,"Panasonic, Turtle Wax, Duracell"
14,Mike Bliss (R),A. J. Foyt Racing,Pontiac,Conseco
15,Derrike Cope**,Fenley-Moore Motorsports,Ford,Fenley-Moore Motorsports
16,Kevin Lepage,Roush Racing,Ford,Roush Racing
17,Matt Kenseth (R),Roush Racing,Ford,DeWalt
18,Bobby Labonte,Joe Gibbs Racing,Pontiac,Interstate Batteries
20,Tony Stewart,Joe Gibbs Racing,Pontiac,The Home Depot
21,Elliott Sadler,Wood Brothers Racing,Ford,Citgo
22,Ward Burton,Bill Davis Racing,Pontiac,Caterpillar
24,Jeff Gordon,Hendrick Motorsports,Chevrolet,DuPont Automotive Finishes
25,Jerry Nadeau,Hendrick Motorsports,Chevrolet,Michael Holigan
26,Jimmy Spencer,Haas-Carter Motorsports,Ford,"Big Kmart, Route 66"
27,Jeff Fuller (R),Eel River Racing,Pontiac,"Pfizer, Viagra"
28,Ricky Rudd,Robert Yates Racing,Ford Motor,"Texaco, Havoline"
31,Mike Skinner,Richard Childress Racing,Chevrolet,Lowe's
32,Scott Pruett (R),PPI Motorsports,Ford,Tide
33,Joe Nemechek,Andy Petree Racing,Chevrolet,Oakwood Homes
36,Ken Schrader,MB2 Motorsports,Pontiac,M&M's
40,Sterling Marlin,Team SABCO,Chevy,Coors Light
41,Rick Mast,Larry Hedrick Motorsports,Chevy,Big Daddy's
42,Kenny Irwin Jr.,Team SABCO,Chevrolet,BellSouth
43,John Andretti,Petty Enterprises,Pontiac,"STP, Cheerios"
44,Kyle Petty,Petty Enterprises,Pontiac,Hot Wheels
50,Ricky Craven,Midwest Transit Racing,Chevrolet,Midwest Transit
55,Kenny Wallace,Andy Petree Racing,Chevy,Square D
60,Ted Musgrave,Joe Bessey Racing,Chevrolet,Power Team
66,Darrell Waltrip,Haas-Carter Motorsports,Ford Motors,"Route 66, Big Kmart"
71,Dave Marcis,Marcis Auto Racing,Chevrolet,Realtree
75,Wally Dallenbach Jr.,Galaxy Motorsports,Ford,Rotozip
77,Robert Pressley,Jasper Motorsports,Ford Motor Corporation,Jasper Engines & Transmissions
88,Dale Jarrett,Robert Yates Racing,Ford Motor Corporation,"Quality Care Service, Ford Credit"
90,Ed Berrier,Donlavey Racing,Ford Motor Corporation,Hills Bros. Coffee
93,Dave Blaney (R),Bill Davis Racing,Pontiac,Amoco
94,Bill Elliott,Bill Elliott Racing,FoMoCo,McDonald's
97,Chad Little,Roush Racing,Ford,John Deere
99,Jeff Burton,Roush Racing,Ford,Exide Batteries
Official entry list,Official entry list,Official entry list,Official entry list,Official entry list
