col0,col1,col2
The Sopranos,Sopranot,Murica
The Americans,Amerikanët,United States
Friends,Friends,United States
24,24 Orë,United States
CSI Miami,CSI Miami,United States
Lost,Të Humbur,United States
Desperate Housewives,Shtëpiake të Dëshpëruara,United States
Antimafia (TV series),Smallville,United States
The West Wing,West Wing,the U.S.
The Event,The Event,U.S.
Game of Thrones,Froni i Shpatave,the U.S.
Breaking Bad,Breaking Bad,the U.S. of America
Camelot,Kamelot,United States
The Kennedys,Kenedit,USA
The Borgias,Borxhiat,America
Boardwalk Empire,Boardwalk Empire,United States
Homeland,Homeland,USA
Leverage,Rregullat e Lojes,United States
The Firm,Firma,United States
Nikita,Nikita,U. S. A.
Covert Affairs,Misione të Fshehta,the U.S. of A
Transporter: The Series,Transportuesi,United States
Crossing Lines,Pa Kufij,United States
Smash,Smash,United States
Avatar: The Last Airbender,Avatar,US of A
Gravity Falls,Graviteti Bie,United States
Monster by Mistake,Fantazmat,United States
SpongeBob SquarePants,SpongeBob SquarePants,United States
The Penguins of Madagascar,Pinguinet e Madagaskarit,United States
Peppa Pig,Derrkucja Pepa,United Kingdom
Engie Benjy,Enxhi Benxhi,USA
Footballers' Wives,Gratë e Futbollistëve,United Kingdom
Whitechapel,Whitechapel,United Kingdom
Luther,Luther,United Kingdom
Silk,Avokatët e Mbretërëshës,United Kingdom
Scott & Bailey,Scott & Bailey,United Kingdom
The State Within,Lojëra Pushteti,United Kingdom
Downton Abbey,Downton Abbey,United Kingdom
CentoVetrine,100 Zhabanuket,Italy
Aldo Moro - Il presidente,Aldo Moro,Italy
Un amore e una vendetta,Dashuri dhe Hakmarrje,Italy
Era mio fratello,Ishte Vëllai Im,Italy
Codice Aurora,Kodi Aurora,Italy
Ultimo,Heroi i fundit,Italy
Intelligence - Servizi & segreti,Inteligjente - Misione/Sekrete,Italy
La bambina dalle mani sporche,Me Duar të Papastra,Italy
Crimini,Krime,Italy
L'ultimo padrino,Kumbari i fundit,Italy
Squadra antimafia - Palermo oggi,Skuadra Antimafia - Palermo Sot,Italy
Sospetti,Të Dyshuar,Italy
Amanti e Segreti,Dashuri dhe Sekrete,Italy
Il peccato e la vergogna,Mekati dhe Turpi,Italy
L'onore e il rispetto,Nder dhe Respekt,Italy
Le Tre Rose di Eva,Tre Trëndafilat e Evës,Italy
Le Tre Rose di Eva 2,Tre Trëndafilat e Evës 2,Italy
Le Tre Rose di Eva 3,Tre Trëndafilat e Evës 3,Italy
Caterina e le sue figlie,Katerina dhe të Bijat,Italy
I cerchi nell'acqua,Si Rrathët e Ujit,Italy
Il sangue e la rosa,Gjak e Trëndafil,Italy
Attacco allo Stato,Shënjestër Politike,Italy
"Escobar, el Patrón del Mal",Pablo Eskobar,Colombia
La viuda negra,Vejusha e Zezë,Colombia
Toda una dama,Një Zonjë e Vërtetë,Venezuela
El Rostro de Analía,Analia,United States
¿Dónde está Elisa?,Ku është Eliza,Chile
El Cuerpo del Deseo,Mundësia e dytë,U. S.
Mi Corasón Insiste en Lola Volcán,Zemra rreh vetëm për Lolën,United States
Una Maid en Manhattan,Dashuri në Manhatan,Murica
Más sabe el diablo,Engjëll apo Djall,United States
Avenida Brasil,Bulevardi Brazil,Brazil
Salve Jorge,Guximi i një Gruaje,Brazil
El Señor de los Cielos,Lordi i Qiellit,U. S.
