col0,col1,col2
Algeria,Algiers,Houari Boumediene Airport
Algeria,Wahran,Oran Es Sénia Airport
Austria,Vienna,Vienna International Airport
Belgium,Brussels Gewest,Brussels Airport
Bulgaria,Sofia,Sofia Airport
Cyprus,Larnaca,Larnaca Airport
Czech Republic,Prague,Václav Havel Airport Prague
Egypt,Cairo,Cairo International Airport
France,Lourdes,Tarbes-Lourdes-Pyrénées Airport
France,Lyon,Lyon-Saint-Exupéry Airport
France,Marseille,Marseille Provence Airport
France,Nantes,Nantes Atlantique Airport
France,Nice,Nice Côte d'Azur Airport
France,Paris,Charles de Gaulle Airport
France,Paris,Orly Airport
France,Toulouse,Toulouse-Blagnac Airport
Georgia,Tbilisi,Tbilisi International Airport
Germany,Berlin,Berlin Brandenburg Airport
Germany,Berlin,Berlin Tegel Airport
Germany,Cologne/Bonn,Cologne Bonn Airport
Germany,Düsseldorf,Düsseldorf Airport
Germany,Frankfurt,Frankfurt Airport
Germany,Hamburg,Hamburg Airport
Germany,Hanover,Hannover Airport
Germany,Leipzig,Leipzig/Halle Airport
Germany,Munich,Munich Airport
Germany,Stuttgart,Stuttgart Airport
Greece,Athens,Athens International Airport
Hungary,Budapest,Budapest Ferenc Liszt International Airport
Ireland,Cork,Cork Airport
Ireland,Dublin,Dublin Airport
Israel,Tel Aviv,Ben Gurion Airport
Italy,Bologna,Bologna Guglielmo Marconi Airport
Italy,Catania,Catania-Fontanarossa Airport
Italy,Cagliari,Cagliari Elmas Airport
Italy,Comiso,Comiso Airport
Italy,Milan,Linate Airport
Italy,Milan,Milan Malpensa Airport
Italy,Naples,Naples International Airport
Italy,Palermo,Falcone Borsellino Airport
Italy,Parma,Parma Airport
Italy,Reggio di Calabria,Reggio Calabria Airport
Italy,Rome,Leonardo da Vinci-Fiumicino Airport
Italy,Turin,Turin Airport
Italy,Venice,Venice Marco Polo Airport
Italy,Verona,Verona Villafranca Airport
Libya,Benghazi,Benina International Airport
Libya,Tripoli,Tripoli International Airport
Malta,Malta,Malta International Airport
Morocco,Casablanca,Mohammed V International Airport
Netherlands,Amsterdam,Amsterdam Airport Schiphol
Poland,Warsaw,Warsaw Chopin Airport
Portugal,Lisbon,Humberto Delgado Airport
Romania,Bucharest,Henri Coandă International Airport
Russia,Moscow,Moscow Domodedovo Airport
Russia,Moscow,Sheremetyevo International Airport
Russia,Saint Petersburg,Pulkovo Airport
Spain,Barcelona,Josep Tarradellas Barcelona-El Prat Airport
Spain,Ibiza,Ibiza Airport
Spain,Madrid,Madrid-Barajas Airport
Spain,Málaga,Málaga Airport
Sweden,Stockholm,Stockholm Arlanda Airport
Switzerland,Geneva,Geneva Airport
Switzerland,Zürich,Zurich Airport
Syria,Damascus,Damascus International Airport
Tunisia,Djerba,Djerba-Zarzis International Airport
Tunisia,Tunis,Tunis-Carthage International Airport
Turkey,Istanbul,Atatürk Airport
Turkey,Istanbul,Istanbul Sabiha Gökçen International Airport
Ukraine,Kyiv,Boryspil International Airport
United Kingdom,Birmingham,Birmingham Airport
United Kingdom,Cardiff,Cardiff Airport
United Kingdom,East Midlands,East Midlands Airport
United Kingdom,Exeter,Exeter Airport
United Kingdom,Glasgow,Glasgow Airport
United Kingdom,Liverpool,Liverpool John Lennon Airport
United Kingdom,London,Gatwick Airport
United Kingdom,London,Heathrow Airport
United Kingdom,London,London Southend Airport
United Kingdom,Manchester,Manchester Airport
United Kingdom,Newcastle upon Tyne,Newcastle International Airport
United Kingdom,Norwich,Norwich Airport
