col0,col1
Aknystėlių piliakalnis,Aknystėlės
Andreikėnų piliakalnis,Andreikėnai
Antabaltės piliakalnis,Antabaltė
Antalgės piliakalnis,Antalgė
Antilgės piliakalnis,Antilgė
Armališkių piliakalnis,Armališkės (Utena)
Artmaniškio piliakalnis,Artmaniškis
Bajoriškių piliakalnis,Bajoriškiai
Baltakarčių piliakalnis,Baltakarčiai
Bikūnų piliakalnis,Bikūnai (Utena)
Bikūnų II piliakalnis,Bikūnai (Utena)
Brinkliškių piliakalnis,Brinkliškės
Daugailių I piliakalnis,Daugailiai
Daugailių II piliakalnis,Daugailiai
Degėsių piliakalnis,Degėsiai
Dryžių piliakalnis,Dryžiai
Gaigalių piliakalnis,Gaigaliai
Gailiešionių piliakalnis,Gailiešionys
Gaižiūnų piliakalnis,Gaižiūnai
Garnių I piliakalnis,Garniai (Utena)
Garnių II piliakalnis,Garniai (Utena)
Gatelių piliakalnis,Gateliai
Gimžiškių piliakalnis,Gimžiškiai
Jaurelio piliakalnis,Jaurelės
Jonaukos piliakalnis,Lukošiūnai
Kačiūnų piliakalnis,Kačiūnai
Kalvių piliakalnis,Kalviai (Utena)
Kamšos piliakalnis,Kamša (Utena)
Klykių piliakalnis,Klykiai
Kubilių piliakalnis,Kubiliai (Utena)
Kuktiškių piliakalnis,Kuktiškės
Likančių piliakalnis,Likančiai (Utena)
Lygamiškio piliakalnis,Lygamiškis
Maneičių piliakalnis,Maneičiai
Narkūnų piliakalnis,Narkūnai
Našloniškio piliakalnis,Našloniškis
Nemeikščių piliakalnis,Nemeikščiai
Nolėnų piliakalnis,Nolėnai
Noliškio piliakalnis,Noliškis
Nuodėgulių piliakalnis,Nuodėguliai
Pakalnių piliakalnis,Pakalniai
Papirčių piliakalnis,Papirčiai
Ruklių piliakalnis,Rukliai
Rukšėnų piliakalnis,Rukšėnai
Sėlos piliakalnis,Sėlė
Spitrėnų piliakalnis,Spitrėnai
Staniuliškių piliakalnis,Staniuliškės
Sūngailiškio piliakalnis,Sūngailiškis
Šeimaties piliakalnis,Šeimatis
Šeimyniškių piliakalnis,Šeimyniškiai
Šiaudinių piliakalnis,Šiaudiniai
Šikšnių piliakalnis,Šikšniai (Utena)
Tauragnų piliakalnis,Tauragnai
Tauragnų II piliakalnis,Tauragnai
Taurapilio piliakalnis,Taurapilis
Užpalių piliakalnis,Užpaliai
Ūdriškių piliakalnis,Urviškės
Vaikutėnų piliakalnis,Vaikutėnai
Vitkūnų piliakalnis,Vitkūnai (Utena)
Vosgėlių piliakalnis,Vosgėliai (Utena)
Žaibiškių piliakalnis,Žaibiškės
