col0,col1,col2,col3
African Union Church Cemetery,Red Lion Hundred,"Delaware City, DE",Delaware City
African Union First Methodist Cemetery,New Castle Hundred,,"Bear, DE"
All Saints Cemetery,Wilmington Hundred,"Wilmington, DE","Wilmington, Delaware"
Odessa Friends Meetinghouse,St Georges Hundred,"Odessa, Delaware",Odessa
Ardentown Memorial Garden,Brandywine Hundred,Ardentown,Ardentown
Asbury Cemetery,St Georges Hundred,Middletown,Middletown
Asbury Methodist Episcopal Church Cemetery,Wilmington Hundred,"Wilmington, Delaware","Wilmington, Delaware"
Beth Emeth Memorial Park,Christiana Hundred,Wilmington,"Wilmington, DE"
Bethany United African Methodist Episcopal Churchyard,New Castle Hundred,New Castle,New Castle
Bethesda United Methodist Church Cemetery,St Georges Hundred,Middletown,Middletown
Cathedral Cemetery,Wilmington Hundred,Wilmington,"Wilmington, DE"
Chester-Bethel Cemetery,Brandywine Hundred,Wilmington,Wilmington
Christ Church Memorial Garden,Christiana Hundred,,Greenville
Christ Episcopal Church Cemetery,Red Lion Hundred,"Delaware City, Delaware",Delaware City
Christ Our King Church (One Grave),Wilmington Hundred,Wilmington,"Wilmington, DE"
Coffee Run Cemetery,Mill Creek Hundred,,Hockessin
Corbit Family Graveyard,St Georges Hundred,Odessa,Odessa
Dale United Methodist Church Cemetery,St Georges Hundred,Middletown,Middletown
"Delaney Cemetery, aka Dulaney Cemetery",Blackbird Hundred,Clayton,Clayton
Delaware City Cemetery,Red Lion Hundred,Delaware City,Delaware City
Delaware State Hospital Cemetery,New Castle Hundred,New Castle,New Castle
Delaware Veterans Memorial Cemetery,New Castle Hundred,,"Bear, DE"
Du Pont de Nemours Cemetery (Private),Christiana Hundred,Wilmington,Wilmington
Ebenezer United Methodist Church Cemetery,White Clay Hundred,Newark,Newark
First Presbyterian Churchyard,Red Lion Hundred,Delaware City,Delaware City
First Presbyterian Church Remembrance Garden,White Clay Hundred,Newark,Newark
Foreman-Massey Cemetery of Byrd's A.M.E. Church,Blackbird Hundred,Smyrna,Smyrna
Forest Presbyterian Church Cemetery,St Georges Hundred,Middletown,Middletown
Friends Meetinghouse Burial Ground,Wilmington Hundred,"Wilmington, DE","Wilmington, DE"
Garden of Praise - Cathedral Church of St John,Wilmington Hundred,"Wilmington, DE",Wilmington
Glasgow Methodist Episcopal Cemetery,Pencader Hundred,,Glasgow
Glebe Cemetery,New Castle Hundred,New Castle,New Castle
Grace Episcopal Church Cemetery,Brandywine Hundred,Wilmington,Wilmington
Grace Lutheran Church Memorial Gardens,Mill Creek Hundred,,Hockessin
Green Hill Cemetery,Red Lion Hundred,"Delaware City, Delaware",Delaware City
Green Hill Presbyterian Church Cemetery,Wilmington Hundred,Wilmington,Wilmington
Gregg Plantation Burial Ground,Christiana Hundred,"Wilmington, Delaware",Wilmington
Grubb Burying Ground,Brandywine Hundred,Arden,Arden
"Head of Christiana Presbyterian Church Cemetery 
Head of Christiana Presbyterian Church",White Clay Hundred,Newark,Newark
Hockessin Friends Cemetery,Mill Creek Hundred,,Hockessin
Immanuel Episcopal Churchyard,New Castle Hundred,New Castle,New Castle
Jewish Community Cemetery,Brandywine Hundred,"Wilmington, Delaware",Wilmington
Limestone Presbyterian Church Memorial Garden,Mill Creek Hundred,Wilmington,Wilmington
Lombardy Cemetery,Brandywine Hundred,"Wilmington, DE",Wilmington
Lower Brandywine Presbyterian Church Cemetery,Christiana Hundred,Wilmington,Wilmington
Mill Creek Friends Meetinghouse Cemetery,Mill Creek Hundred,,North Star
Mount Lebanon Methodist Episcopal Church Cemetery,Brandywine Hundred,Wilmington,Wilmington
Mount Olive Cemetery,Christiana Hundred,"Wilmington, DE",Wilmington
Mount Pleasant Friends Meetinghouse Cemetery,Brandywine Hundred,Bellefonte,Bellefonte
"Mount Pleasant United Methodist Church Cemetery (Christiana, DE)",Christiana Hundred,Christiana,Christiana
Mount Salem Cemetery,Christiana Hundred,"Wilmington, DE",Wilmington
Mount Zion Cemetery,Christiana Hundred,Wilmington,Wilmington
Mount Zion UAME Church Cemetery,White Clay Creek Hundred,Newark,Newark
Nemours Estate,Brandywine Hundred,"Wilmington, DE",Wilmington
New Castle County Cemetery at Farnhurst,New Castle Hundred,New Castle,New Castle
New Castle Presbyterian Church Cemetery,New Castle Hundred,New Castle,New Castle
New Castle United Methodist Church Cemetery,New Castle Hundred,New Castle,New Castle
Newark Union Church and Cemetery,Brandywine Hundred,Wilmington,Talleyville
