col0,col1,col2,col3
2011,Ryan Gosling,Drive,The Driver
2011,George Timothy Clooney,Descendants,Matthew Matt King
2011,Leonardo DiCaprio,J. Edgar,J. Edgar Hoover
2011,Michael Fassbender,Shame,Brandon Sullivan
2011,Brendan Gleeson,The Guard,Sergeant Gerry Boyle
2011,Tom Hardy,Warrior,Tommy Riordan Conlon
2011,Woody Harrelson,Rampart,Officer David Dave Brown
2011,Gary Oldman,Tinker Tailor Soldier Spy,George Smiley
2011,Brad Pitt,Moneyball,Billy Beane
2011,Michael Shannon,Take Shelter,Curtis LaForche
2012,Bradley Cooper,Silver Linings Playbook,Patrizio Pat Solitano Jr.
2012,Daniel Day-Lewis,Lincoln,Abraham Lincoln
2012,John Hawkes,The Sessions,Mark O'Brien
2012,Hugh Jackman,Les Misérables,Jean Valjean
2012,Joaquin Phoenix,The Master,Freddie Quell
2012,Omar Sy,The Intouchables,Bakary Driss Bassri
2012,Denzel Washington,Flight,Captain William Whip Whitaker Sr.
2013,Matthew McConaughey,Dallas Buyers Club,Ron Woodroof
2013,Christian Bale,American Hustle,Irving Rosenfeld
2013,Bruce Dern,Nebraska,Woodrow Woody Grant
2013,Leonardo DiCaprio,The Wolf of Wall Street,Jordan Belfort
2013,Chiwetel Ejiofor,12 Years a Slave,Solomon Northup
2013,Tom Hanks,Captain Phillips,Captain Richard Phillips
2013,Robert Redford,All Is Lost,Our Man
2013,Forest Whitaker,The Butler,Cecil Gaines
2014,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance),Riggan Thomson / Birdman
2014,Steve Carell,Foxcatcher,John Eleuthère du Pont
2014,Benedict Cumberbatch,The Imitation Game,Alan Turing
2014,Jake Gyllenhaal,Nightcrawler,Louis Lou Bloom
2014,David Oyelowo,Selma,Martin Luther King Jr.
2014,Eddie Redmayne,The Theory of Everything,Stephen Hawking
2014,Miles Teller,Whiplash,Andrew Neiman
2015,Leonardo di Caprio,The Revenant,Hugh Glass
2015,Matt Damon,The Martian,Mark Watney
2015,Johnny Depp,Black Mass,James Whitey Bulger
2015,Michael Fassbender,Steve Jobs,Steve Jobs
2015,Tom Hardy,Legend,Ronald Ronnie and Reginald Reggie Kray
2015,Eddie Redmayne,The Danish Girl,Lili Elbe / Einar Wegener
2015,Will Smith,Concussion,Dr. Bennet Omalu
2016,Andrew Garfield,Hacksaw Ridge,Desmond T. Doss
2016,Viggo Mortensen,Captain Fantastic,Ben Cash
2016,Casey Affleck,Manchester by the Sea,Lee Chandler
2016,Joel Edgerton,Loving,Richard Loving
2016,Joseph Gordon-Levitt,Snowden,Edward Snowden
2016,Ryan Thomas Gosling,La La Land,Sebastian Wilder
2016,Tom Hanks,Sully,Captain Chesley Sully Sullenberger
2016,Denzel Washington,Fences,Troy Maxson
2017,Gary Oldman,Darkest Hour,Winston Churchill
2017,Harry Dean Stanton,Lucky,Lucky
2017,Daniel Day-Lewis,Phantom Thread,Reynolds Woodcock
2017,James Franco,The Disaster Artist,Tommy Wiseau
2017,Jake Gyllenhaal,Stronger,Jeff Bauman
2017,Robert Pattinson,Good Time,Constantine Connie Nikas
2017,Jeremy Renner,Wind River,Cory Lambert
