col0,col1
Blackskin,5917
BugStatusUpdate,5471
CategoryAboveAll,3405
CollapsibleNav,4430
CommentsInLocalTime,16944
ContributorsHack,672
DebugMode,5029
DejaVu_Sans,13482
DisambiguationLinks,4240
DotsSyntaxHighlighter,13351
Drop-down_menus,41
ExternalSearch,16030
Friendly,16888
GoogleTrans,34672
Hide-curationtools,251
HideCentralNotice,4668
HideFundraisingNotice,25150
HideInterwikiSearchResults,858
HistoryNumDiff,935
HotCat,37838
ImageAnnotator,20240
JSL,16068
JustifyParagraphs,5424
LongEditSummaries,7058
MenuTabsToggle,5149
MenuToTabs,456
MenuToTabsTEST,3
MobileCategories,2169
MobileMaps,1614
MoreMenu,26
Navigation_popups,51348
NavigationpopupsRL,685
NewDiff,825
NewImageThumb,5233
NewMainPage,1488
NoAnimations,4278
NoSmallFonts,4392
Notification,7
OldDiff,5014
PageDescriptions,819
PrettyLog,6914
PrintOptions,11169
Protection_tools,13
ProveIt,16773
ProveIt-classic,2209
RTRC,6865
ReferenceTooltips,323
RegexMenuFramework,15062
Short-description-helper,5
Shortdesc-helper,524
ShowJavascriptErrors,1603
ShowMessageNames,7226
ShowPageInfo,1
SidebarTranslate,5531
SidebarTranslateTest,2
StickyTableHeaders,1951
Twinkle,38837
TwinkleTEST,56
UTCLiveClock,33976
VectorClassic,2404
WatchlistChangesBold,13881
WatchlistGreenIndicators,119
WatchlistGreenIndicatorsMono,10
WatchlistNoMarkers,913
XTools-ArticleInfo,2623
addMe,3252
addsection-plus,14002
afchelper,6756
bluealertdismiss,1
bluealertfade,1
bottomalert,1
citations,17385
commentr,115
contribsrange,11454
defaultsummaries,16311
diff_red_underline,2
diff_yellow-green_underli,1
disablesuggestions,2036
dropdown-menus,15980
edittop,33405
exlinks,36091
formWizard,107
formWizard-core,2
imagelinks,7290
lefteditlinks,4250
legacyToolbar,431
markblocked,4423
metadata,22152
mobile-sidebar,4594
modernskin-thunks,5777
modrollback,9680
mwEmbed,5126
oldeditor,98
purgetab,17774
purgetabTEST,1
refToolbar,13401
removeAccessKeys,8918
responsiveContent,1552
revisionjumper,11747
righteditlinks,4831
script-installer,285
search-new-tab,8392
searchFocus,19442
teahouse,2
textareasansserif,4705
toolbaralert2,1
topalert,6084
topalert2,1
vectorskin-thunks,218
widensearch,7141
wikEd,38483
wikEdDiff,9444
wpxstyling,103
