col0,col1,col2,col3
"2001 2001 NECBL stats  at necbl.com, URL accessed May 1, 2010.","1,550","31,009",2nd
"2002  NECBL team statistics archive; URL accessed December 21, 2008","1,852","38,898",1st
"2003  NECBL team statistics archive, URL accessed December 21, 2008","1,663","35,926",2nd
"2004  NECBL team statistics archive, URL accessed December 22, 2008","1,870","39,286",1st
"2005  NECBL team statistics archive, URL accessed December 27, 2008","1,779","37,362",1st
"2006  NECBL team statistics archive, URL accessed December 27, 2008","1,693","33,861",3rd
"2007 http://www.necbl.com/2007webstats/pd.htm#team.gms  NECBL team statistics archive, URL accessed December 20, 2008","1,840","38,659",2nd
"2008  NECBL team statistics archive, URL accessed December 27, 2008","1,760","36,975",2nd
"2009 Team Statistics 2009  at necbl.com, URL accessed August 1, 2009","1,433","28,667",2nd
2010,"1,547","32,496",2nd
2011,"1,573","31,469",4th
2012,"1,364","27,288",3rd
