col0,col1,col2,col3
2010,JLaw,Winter's Bone,Ree Dolly
2010,Annette Carol Bening,The Kids Are All Right,Dr. Nicole Nic Allgood
2010,Anne Hathaway,Love & Other Drugs,Maggie Murdock
2010,Nicole Kidman,Rabbit Hole,Becca Corbett
2010,Natalie Portman,Black Swan,Nina Sayers
2011,Michelle Williams,My Week with Marilyn,Marilyn Monroe
2011,Viola Davis,The Help,Aibileen Clark
2011,Elizabeth Olsen,Martha Marcy May Marlene,Martha
2011,Meryl Streep,The Iron Lady,Margaret Thatcher
2011,Tilda Swinton,We Need to Talk About Kevin,Eva Khatchadourian
2012,Jessica Chastain,Zero Dark Thirty,Maya
2012,Marion Cotillard,Rust and Bone,Stéphanie
2012,JLaw,Silver Linings Playbook,Tiffany Maxwell
2012,Helen Mirren,Hitchcock,Alma Reville
2012,Emmanuelle Riva,Amour,Anne Laurent
2013,Cate Blanchett,Blue Jasmine,Jeanette Jasmine Francis
2013,Sandra Bullock,Gravity,Dr. Ryan Stone
2013,Brie Larson,Short Term 12,Grace Howard
2013,Judi Dench,Philomena,Philomena Lee
2013,Emma Thompson,Saving Mr. Banks,P. L. Travers
2014,Julianne Moore,Still Alice,Dr. Alice Howland
2014,Scarlett Johansson,Under the Skin,The Female
2014,Felicity Jones,The Theory of Everything,Jane Hawking
2014,Rosamund Pike,Gone Girl,Amy Elliott-Dunne
2014,Reese Witherspoon,Wild,Cheryl Strayed
2015,Saoirse Ronan,Brooklyn,Eilis Lacey
2015,Cate Blanchett,Carol,Carol Aird
2015,Brie Larson,Room,Joy Ma Newsome
2015,Sarah Silverman,I Smile Back,Laney Brooks
2015,Charlize Theron,Mad Max: Fury Road,Imperator Furiosa
2016,Natalie Portman,Jackie,Jacqueline Kennedy Onassis
2016,Amy Adams,Arrival,Dr. Louise Banks
2016,Annette Carol Bening,20th Century Women,Dorothea Fields
2016,Ruth Negga,Loving,Mildred Loving
2016,Emma Stone,La La Land,Mia Dolan
2017,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",Mildred Hayes
2017,Sally Hawkins,The Shape of Water,Elisa Esposito
2017,Brie Larson,The Glass Castle,Jeannette Walls
2017,Margot Robbie,"I, Tonya",Tonya Harding
2017,Saoirse Ronan,Lady Bird,Christine Lady Bird McPherson
2018,Lady Gaga,A Star Is Born,Ally Maine
2018,Glenn Close,The Wife,Joan Castleman
2018,Toni Collette,Hereditary,Annie Graham
2018,Olivia Colman,The Favourite,Queen Anne
2018,Melissa McCarthy,Can You Ever Forgive Me?,Lee Israel
2019,Lupita Nyong'o,Us,Adelaide Wilson / Red
2019,Awkwafina,The Farewell,Billi Wang
2019,Scarlett Johansson,Marriage Story,Nicole Barber
2019,Saoirse Ronan,Little Women,Josephine Jo March
2019,Renée Zellweger,Judy,Judy Garland
