col0,col1,col2
Amanda Waller,Smallville,Pam Grier
Amos Fortune,Smallville,James Kidnie
Bizarro,Superboy,Barry Meyers
Bizarro,Superman and Lois,Tyler Hoechlin
Bizarro,Smallville,Tom Welling   Quinn Lord
Brainiac,Smallville,James Marsters   Allison Mack
Bruno Mannheim,Smallville,Dominic Zamprogna
Bruno Mannheim,Superman and Lois,Chad L. Coleman
Darkseid,Smallville,John Glover     Michael Daingerfield
Deadshot,Smallville,Bradley Stryker
Deathstroke the Terminator,Lois & Clark: The New Adventures of Superman,"Antonio Sabàto, Jr."
Deathstroke the Terminator,Smallville,Michael Hogan
DeSaad,Smallville,Steve Byers
Doomsday,Batman v Superman: Dawn of Justice,Robin Atkin Downes
Doomsday,Smallville,Sam Witwer   Dario Delacio
Faora,Man of Steel,Antje Traue
Faora,Smallville,Erica Durance   Sharon Taylor
General Zod,Superman: The Movie   Superman II,Terence Stamp
General Zod,Man of Steel,Michael Shannon
General Zod,Superman and Lois,Tyler Hoechlin
General Zod,Smallville,Michael Rosenbaum   Callum Blue   Terence Stamp
Glorious Godfrey,Smallville,Michael Daingerfield
Granny Goodness,Smallville,Nancy Amelia Bell   Christine Willes
The Icicle I (Joar Mahkent),Smallville,Gardiner Millar
The Icicle II (Cameron Mahkent),Smallville,Wesley MacInnes
Jax-Ur,Man of Steel,Mackenzie Gray
Lashina,Smallville,Rochelle Okoye
Lex Luthor,Atom Man vs. Superman,Lyle Talbot
Lex Luthor,Superman: The Movie   Superman II   Superman IV: The Quest for Peace,Gene Hackman
Lex Luthor,Superman Returns,Kevin Spacey
Lex Luthor,Batman v Superman: Dawn of Justice,Jesse Eisenberg
Lex Luthor,Superboy,Scott James Wells   Sherman Howard
Lex Luthor,Lois & Clark: The New Adventures of Superman,John Shea
Lex Luthor,Superman and Lois,Michael Cudlitz
Lex Luthor,Smallville,Michael Rosenbaum
Livewire,Smallville,Anna Mae Routledge
Livewire,Supergirl,Brit Morgan
Mad Harriet,Smallville,Lindsay Hartley
Maxima,Smallville,Charlotte Sullivan
Maxima,Supergirl,Eve Torres
Maxwell Lord,Smallville,Gil Bellows
Maxwell Lord,Supergirl,Peter Facinelli
Mercy Graves,Batman v Superman: Dawn of Justice,Tao Okamoto
Mercy Graves,Supergirl,Rhona Mitra
Metallo,Superboy,Michael Callan
Metallo,Lois & Clark: The New Adventures of Superman,Scott Valentine
Metallo,Smallville,Brian Austin Green
Metallo,Supergirl,Frederick Schmidt
Mister Mxyzptlk,Superboy,Michael J. Pollard
Mister Mxyzptlk,Lois & Clark: The New Adventures of Superman,Howie Mandel
Mister Mxyzptlk,Smallville,Trent Ford
Mister Mxyzptlk,Supergirl,Peter Gadiot Thomas Lennon
Morgan Edge,Smallville,Rutger Hauer   Patrick Bergin
Morgan Edge,Supergirl,Adrian Pasdar
Nam-Ek,Smallville,Leonard Roberts
Non,"Superman: The Movie
Superman II",Jack O'Halloran
Non,Supergirl,Chris Vance
Neutron,Smallville,Nathaniel Tryon
The Parasite,Smallville,Brendan Fletcher
The Parasite,Supergirl,William Mapother
The Persuader,Smallville,Fraser Aitcheson
Plastique,Smallville,Jessica Parker Kennedy
The Prankster,Lois & Clark: The New Adventures of Superman,Bronson Pinchot
Roulette,Smallville,Steph Song
Roulette,Supergirl,Dichen Lachman
The Silver Banshee,Smallville,Odessa Rae   Allison Mack   Erica Durance
The Silver Banshee,Supergirl,Italia Ricci
Solomon Grundy,Smallville,John DeSantis
The Toyman,Lois & Clark: The New Adventures of Superman,Sherman Hemsley
The Toyman,Smallville,Chris Gauthier
The Toyman,Supergirl,Henry Czerny
Ultraman,Smallville,Tom Welling
Dr. Curtis Knox,Smallville,Dean Cain
Nick O'Teen,created for the Health Education Council; his catchphrase is One puff and they'll soon be in my grasp.,
