col0,col1
Maya Blagoeva,"Kalenovtsi, Bulgaria"
Elena Georgieva,"Godech, Bulgaria"
Marieta Ilieva,"Stara Zagora, Bulgaria"
Irina Khitrova,"Ivaylovgrad, Bulgaria"
Evdokia Pandezova,"Plovdiv, Bulgaria"
Reneta Tsvetkova,"Ruse, Bulgaria"
Lise Arsenault,"Cartierville, Quebec"
Susan Buchanan,"Ottawa, Ontario"
Jennifer Diachun,"Toronto, Ontario"
Nancy McDonnell,"Toronto, Ontario"
Teresa McDonnell,"Toronto, Ontario"
Sharon Tsukamoto,"Toronto, Ontario"
Soňa Brázdová,"Zlín, Czechoslovakia"
Zdena Bujnáčková,"Bratislava, Czechoslovakia"
Zdena Dorňáková,"Valašské Meziříčí, Czechoslovakia"
Hana Lišková,"Prague, Czechoslovakia"
Marianna Némethová-Krajčírová,"Košice, Czechoslovakia"
Marcela Váchová,"Brno, Czechoslovakia"
Irene Abel,"Berlin, East Germany"
Angelika Hellmann,"Halle, East Germany"
Karin Janz,"Lübben, East Germany"
Richarda Schmeißer,"Zeitz, East Germany"
Christine Schmitt,"Rostock, East Germany"
Erika Zuchold,"Lucka, East Germany"
Nadine Audin,"Montceau-les-Mines, France"
Mireille Cayre,"Moulins, France"
Barbara Alred,"Bradford, England"
Pamela Hopkins,"Cardiff, Wales"
Avril Lennox,"Leicester, England"
Yvonne Mugridge,"Sidcup, England"
Elaine Willett,"Lewisham, England"
Ilona Békési,"Budapest, Hungary"
Mónika Császár,"Budapest, Hungary"
Márta Kelemen,"Budapest, Hungary"
Anikó Kéry,"Budapest, Hungary"
Krisztina Medveczky,"Budapest, Hungary"
Zsuzsa Nagy,"Budapest, Hungary"
Angela Alberti,"Covo, Italy"
Cinzia Delisi,"São Paulo, Brazil"
Maria Grazia Mancuso,"Venice, Italy"
Gabriella Marchi,"Rimini, Italy"
Rita Peri,"Novara, Italy"
Monica Stefani,"Lucca, Italy"
Kazue Hanyu,"Fukui Prefecture, Japan"
Miyuki Matsuhisa,"Kyoto, Japan"
Kayoko Saka,"Miyazaki Prefecture, Japan"
Laura Rivera,"Mexico City, Mexico"
Ans Dekker,"Beverwijk, Netherlands"
Ikina Morsch,"Heiloo, Netherlands"
Linda Toorop,"Sorong, Indonesia"
Nel van der Voort,"Amsterdam, Netherlands"
Ans van Gerwen,"Eindhoven, Netherlands"
Margo Velema,"Eindhoven, Netherlands"
Diane Foote,"Dunedin, New Zealand"
Trine Andresen,"Oslo, Norway"
Sidsel Ekholdt,"Vestfossen, Norway"
Bente Hansen,"Oslo, Norway"
Unni Holmen,"Oslo, Norway"
Gro Sandberg,"Hokksund, Norway"
Jill Schau,"Bergen, Norway"
Małgorzata Barlak,"Katowice, Poland"
Joanna Bartosz,"Olsztyn, Poland"
Danuta Fidusiewicz,"Olsztyn, Poland"
Dorota Klencz,"Zabrze, Poland"
Danuta Lubowska,"Zabrze, Poland"
Łucja Matraszek,"Warsaw, Poland"
Elena Ceampelea,"Ploiești, Romania"
Alina Goreac,"Lugoj, Romania"
Anca Grigoraș,"Comănești, Romania"
Paula Ioan,"Bucharest, Romania"
Marcela Păunescu,"Craiova, Romania"
Elisabeta Turcu,"Ploiești, Romania"
Lyubov Burda,"Voronezh, Russian SFSR"
Olga Korbut,"Grodno, Byelorussian SSR"
Antonina Koshel,"Smolevichi, Byelorussian SSR"
Tamara Lazakovich,"Gusevo, Russian SFSR"
Elvira Saadi,"Tashkent, Uzbek SSR"
Ludmilla Tourischeva,"Grozny, Russian SFSR"
Pepita Sánchez,"Sant Andreu de Llavaneres, Spain"
Marie Lundqvist-Björk,"Västerås, Sweden"
Patrizia Bazzi,"Locarno, Switzerland"
Käthi Fritschi,"Lucerne, Switzerland"
Liselotte Marti,"Herisau, Switzerland"
Jacqueline Sievert,"Adliswil, Switzerland"
Christine Steger,"Kriens, Switzerland"
Judith Steiger,"Zürich, Switzerland"
Kimberly Chace,"Manchester, Tennessee"
Linda Metheny,"Olney, Illinois"
Joan Moore,"Philadelphia, Pennsylvania"
Roxanne Pierce,"Springfield, New Jersey"
Cathy Rigby,"Long Beach, California"
Nancy Thies,"Denver, Colorado"
Angelika Kern,"Emmendingen, West Germany"
Andrea Niederheide,"Hattingen, West Germany"
Jutta Oltersdorf,"Köndringen, West Germany"
Ingrid Santer,"Munich, West Germany"
Uta Schorn,"Cologne, West Germany"
Ulrike Weyh,"Itzehoe, West Germany"
Nataša Bajin-Šljepica,"Belgrade, Yugoslavia"
Erna Havelka,"Zagreb, Yugoslavia"
Marija Težak,"Ljubljana, Yugoslavia"
