col0,col1,col2,col3
1970,Albert Finney,Scrooge,Scrooge
1970,Elliott Gould,Captain John Trapper McIntyre,M*A*S*H
1970,Donald Edward McNichol Sutherland,Captain Benjamin Hawkeye Pierce,M*A*S*H
1970,Richard Benjamin,Jonathan Balser,Diary of a Mad Housewife
1970,Jack Lemmon,George Kellerman,The Out-of-Towners
1971,Topol,Tevye,Fiddler on the Roof
1971,Bud Cort,Harold Chasen,Harold and Maude
1971,Dean Jones,Professor Dooley,The Million Dollar Duck
1971,Walter Matthau,Joseph P. Kotcher,Kotch
1971,Gene Wilder,Willy Wonka,Willy Wonka & the Chocolate Factory
1972,Jack Lemmon,Wendell Armbruster,Avanti!
1972,Edward Albert,Don Baker,Butterflies Are Free
1972,Charles Grodin,Lenny Cantrow,The Heartbreak Kid
1972,Walter Matthau,Pete,Pete 'n' Tillie
1972,Peter O'Toole,Don Quixote de la Mancha / Miguel de Cervantes,Man of La Mancha
1973,George Segal,Steve Blackburn,A Touch of Class
1973,Carl Anderson,Judas Iscariot,Jesus Christ Superstar
1973,Ted Neeley,Jesus Christ,Jesus Christ Superstar
1973,Richard Dreyfuss,Curt Henderson,American Graffiti
1973,Ryan O'Neal,Moses Pray,Paper Moon
1974,Art Carney,Harry Coombes,Harry and Tonto
1974,Jack Lemmon,Hildy Johnson,The Front Page
1974,Walter Matthau,Walter Burns,The Front Page
1974,James Earl Jones,Rupert Marshall,Claudine
1974,Burt Reynolds,Paul Wrecking Crewe,The Longest Yard
1975,George Burns,Al Lewis,The Sunshine Boys
1975,Walter Matthau,Willy Clark,The Sunshine Boys
1975,Warren Beatty,George Roundy,Shampoo
1975,James Caan,Billy Rose,Funny Lady
1975,Peter Sellers,Inspector Jacques Clouseau,The Return of the Pink Panther
1976,Kris Kristofferson,John Howard,A Star Is Born
1976,Mel Brooks,Mel Funn,Silent Movie
1976,Peter Sellers,Inspector Jacques Clouseau,The Pink Panther Strikes Again
1976,Jack Weston,Gaetano Proclo,The Ritz
1976,Gene Wilder,George Caldwell,Silver Streak
1977,Richard Dreyfuss,Elliott Garfield,The Goodbye Girl
1977,Woody Allen,Alvy Singer,Annie Hall
1977,Mel Brooks,Dr. Richard H. Thorndyke,High Anxiety
1977,Robert De Niro,Jimmy Doyle,"New York, New York"
1977,John Travolta,Tony Manero,Saturday Night Fever
1978,Warren Beatty,Joe Pendleton,Heaven Can Wait
1978,Alan Alda,George,"Same Time, Next Year"
1978,Gary Busey,Buddy Holly,The Buddy Holly Story
1978,Chevy Chase,Detective Tony Carlson,Foul Play
1978,George C. Scott,Gloves Malloy / Spats Baxter,Movie Movie
1978,John Travolta,Danny Zuko,Grease
1979,Peter Sellers,Chance,Being There
1979,George Hamilton,Count Dracula,Love at First Bite
1979,Dudley Moore,George Webber,10
1979,Burt Reynolds,Phil Potter,Starting Over
1979,Roy Scheider,Joe Gideon,All That Jazz
