col0,col1,col2,col3
"Auzia 
[Auzia] Names of cities in Algerie in (A.D. 138) Roman times and names now from E-DZ Community | Education & Learning | Algerian History, Culture, Art, Law, Politics (order by start date; start date: 21 Dec 2008).",Sour El-Ghozlane (= pre-independence Aumale),Djazaïr,"cited in Humphrey; 
John H. Humphrey: Roman Circuses: Arenas for Chariot Racing. University of California Press, Berkeley and Los Angeles 1986, .
  no online circus-specific information found."
Colonia Claudia Caesarea,Cherchell,Dzayer,"cited in Humphrey;  approximate location; 
[Cherchell] The Circus | Cherchel at circusmaximus.us.
  neither the form nor any original structure is visible."
Saldae,Béjaïa,Algeria,cited in Humphrey;  no online circus-specific information found.
Setifis,Sétif,Algeria,"cited in Humphrey;  approximate location confirmed by old air photographs (90% of the circus has now been built over); 
[Setif] The Circus | Circus at Setif at circusmaximus.us.
  only the southern, curved, end remains visible; U-shaped; approximate (formerly visible) track length: c450m;  approximate (formerly visible) track width: c70m."
"Alexandria, Egypt",Iskandariyya,Egypt,cited in Humphrey;  no online circus-specific information found.
Antinoöpolis,Mallawi (c10km),Egypt,"cited in Humphrey;  visible track length: 300-350 m; 
[Antinopolis] Wikimapia location: Antinopolis.
  visible track width: c45m;  U-shaped; the carceres are c50m beyond the ends of the ascending seating at the open south-west end; clearly visible and unobstructed."
Oxyrhynchus,Beni Mazar (c15km),🇪🇬,cited in Humphrey;  no online circus-specific information found.
Camulodunum,Colchester,England,"location information; [Camulodunum] THE ROMAN CIRCUS VICTRICENSIS IN COLCHESTER .  archaeological information; 
[Camulodunum] Colchester Archaeological Trust.
  official archaeological information; 
[Camulodunum] Roman Circus 200 m south of Abbey House, EHER/SMR Number 46327 at Unlocking Essex's Past website from Heritage Conservation at Essex County Council.
  length: c450m;  width: c75m."
Arelate   (Colonia Iulia Paterna Arelatensium Sextanorum),Arles,France,"cited in Humphrey;  official archaeological information; 
[Arelate] Cirque romain   , at Patrimoine de la Ville d'Arles   | Ville d'Arles  | Barriol / Plan-du-Bourg  .
  c40% of curved south-west end is minimally visible; the remaining structure lies to the north-east under a road junction and housing; length: c450m; 
[Arelate] Cirque romain d'Arles  at Arles Office de Tourisme | Visit | Places to visit .
 
[Arelate] Cirque romain | Description  , at Patrimoine de la Ville d'Arles   | Ville d'Arles  | Barriol / Plan-du-Bourg  .
  width: c101m;  visible track width: c80m. 
[Arelate] Wikimapia location: Arelate."
Lugdunum,Lyon,France,"cited in Chase; Raymond G. Chase: Ancient Hellenistic and Roman amphitheatres, stadiums, and theatres: the way they look now. P. E. Randall, Portsmouth 2002,   hypothesised location."
