col0,col1,col2,col3
1972,Faith Murray,Jayne Westbury,SF- Anne Bailey
1973,Faith Murray,Jayne Westbury,Val Rushworth
1974,Faith Murray,Jayne Westbury,Gwynneth Barnes
1975,Faith Murray,Gwynneth Barnes,Jayne Westbury
1976,Faith Murray,Gwynneth Barnes,Brenda Atkinson
1977,Faith Murray,Catherine Swinnerton,Brenda Atkinson
1978,Brenda Atkinson,Catherine Swinnerton,Lynda Allen
1979,Brenda Atkinson,Faith Murray,Catherine Swinnerton
1980,Brenda Atkinson,Hilda Barrie,Catherine Swinnerton
1981,Ann Davey,Brenda Atkinson,Jackie Harris
1982,Brenda Atkinson,Ann Davey,Susan Lee
1983,Sally Hodge,Jackie Harris,Catherine Swinnerton
1984,Alison Pockett,Sally Hodge,
1985,Sally Hodge,Alison Pockett,Jackie Harris
1986,Louise Jones,Sally Hodge,Natalie Soens
1987,Louise Jones,Jackie Harris,Alison Pockett
1988,Louise Jones,Jackie Harris,
1989,Louise Jones,Claire Rushworth,
1990,Louise Jones,Claire Rushworth,
1991,Louise Jones,Claire Rushworth,Wendy Everson
1992,Wendy Everson,Claire Rushworth,Sally Hodge
1993,Sally Boyden,Gill Danson,Isla Rowntree
1994,Wendy Everson,Sally Boyden,Lynn Minchinton
1995,Wendy Everson,Sally Boyden,Emma Davies
1996,Wendy Everson,Megan Hughes,
1997,Wendy Everson,Michelle Ward,Megan Hughes
1998,Wendy Everson,Julie Forrester,Melanie Szubrycht
1999,Wendy Everson,Denise Hampson,Victoria Pendleton
2000,Wendy Everson,Denise Hampson,Victoria Pendleton
2001,Denise Hampson,Victoria Pendleton,Emily Forde
2002,Victoria Pendleton,Denise Hampson,Kate Cullen
2003,Victoria Pendleton,Denise Hampson,Kate Cullen
2004,Victoria Pendleton,Kate Cullen,Claire Gross
2005,Victoria Pendleton,Lorna Webb,Janet Birkmyre
2006,Victoria Pendleton,Anna Blyth,Lucy Ayres
2007,Victoria Pendleton,Anna Blyth,Jess Varnish
2008,Victoria Pendleton,Anna Blyth,Helen Scott
2009,Victoria Pendleton,Jessica Varnish,Becky James
2010,Victoria Pendleton,Becky James,Jessica Varnish
2011,Becky James,Jessica Varnish,Victoria Williamson
2012,Becky James,Victoria Williamson,Dannielle Khan
2013,Jessica Varnish,Victoria Williamson,Katy Marchant
2014,Jessica Varnish,Katy Marchant,Victoria Williamson
2015,Katy Marchant,Becky James,Victoria Williamson
2017,Jessica Crampton,Rachel James,Sophie Capewell
2018,Katy Marchant,Sophie Capewell,Katie Archibald
2019,Sophie Capewell,Jessica Crampton,Katie Archibald
2020,Lauren Bate,Millicent Tanner,Lauren Bell
2021 not held due to Covid-19,2021 not held due to Covid-19,2021 not held due to Covid-19,2021 not held due to Covid-19
2022,Rhian Edmunds,Sophie Capewell,Emma Finucane
2023,Emma Finucane,Sophie Capewell,Lauren Bell
2024,Lauren Bell,Rhian Edmunds,Georgette Rand
