col0,col1,col2,col3
2010,King's Speech,King's Speech,Tom Hooper
2010,Kisses,Kisses,Lance Daly
2010,Mademoiselle Chambon,Mademoiselle Chambon,Stephane Brize
2010,Des hommes et des dieux,Des hommes et des dieux,Xavier Beauvois
2010,Uncle Boonmee Who Can Recall His Past Lives,ลุงบุญมีระลึกชาติ / Lung Bunmi Raluek Chat,Apichatpong Weerasethakul
2011,A Separation,جدایی نادر از سیمین / Jodaí-e Nadér az Simín,Asghar Farhadi
2011,The Kid with a Bike,Le gamin au vélo,Jean-Pierre and Luc Dardenne
2011,Shame,Shame,Steve McQueen
2011,Tyrannosaur,Tyrannosaur,Paddy Considine
2011,Melancholia,Melancholia,Lars von Trier
2012,Amour,Amour,Michael Haneke
2012,Once Upon a Time in Anatolia,Bir zamanlar Anadolu'da,Nuri Bilge Ceylan
2012,Rust and Bone,De rouille et d'os,Jacques Audiard
2012,War Witch,Rebelle,Kim Nguyen
2012,Sister,L'enfant d'en haut,Ursula Meier
2013,Blue Is the Warmest Colour,La vie d'Adèle,Abdellatif Kechiche
2013,Gloria,Gloria,Sebastian Lelio
2013,The Great Beauty,La grande bellezza,Paolo Sorrentino
2013,The Hunt,Jagten,Thomas Vinterberg
2013,A Touch of Sin,天注定 / Tiān Zhùdìng,Jia Zhangke
2014,Ida,Ida,Paweł Pawlikowski
2014,Force Majeure,Turist,Ruben Östlund
2014,Leviathan,Левиафан / Leviafan,Andrey Zvyagintsev
2014,Mommy,Mommy,Xavier Dolan
2014,"Norte, the End of History","Norte, hangganan ng kasaysayan",Lav Diaz
2014,Under the Skin,Under the Skin,Jonathan Glazer
2015,Son of Saul,Saul Fia,László Nemes
2015,Embrace of the Serpent,El abrazo de la serpiente,Ciro Guerra
2015,Girlhood,Bande de fillies,Céline Sciamma
2015,A Pigeon Sat on a Branch Reflecting on Existence,En duva satt på en gren och funderade på tillvaron,Roy Andersson
2015,Mustang,Mustang,Deniz Gamze Ergüven
2016,Toni Erdmann,Toni Erdmann,Maren Ade
2016,Aquarius,Aquarius,Kleber Mendonça Filho
2016,Chevalier,Chevalier,Athina Rachel Tsangari
2016,My Golden Days,Trois souvenirs de ma jeunesse,Arnaud Desplechin
2016,Under the Shadow,زیر سایه / Zeer-e sāye,Babak Anvari
2017,A Fantastic Woman,Una mujer fantástica,Sebastián Lelio
2017,120 Beats Per Minute,120 battements par minute,Robin Campillo
2017,I Am Not a Witch,I Am Not a Witch,Rungano Nyoni
2017,Lady Macbeth,Lady Macbeth,William Oldroyd
2017,Loveless,Нелюбовь / Nelyubov,Andrey Zvyagintsev
2018,Roma,Roma,Alfonso Cuarón
2018,Burning,버닝 / Beoning,Lee Chang-dong
2018,Happy as Lazzaro,Lazzaro felice,Alice Rohrwacher
2018,The Favourite,The Favourite,Yorgos Lanthimos
2018,Shoplifters,万引き家族 / Manbiki Kazoku,Hirokazu Kore-eda
2019,Parasite,기생충 / Gisaengchung,Bong Joon-ho
2019,The Invisible Life of Eurídice Gusmão,A Vida Invisível,Karim Aïnouz
2019,Les Misérables,Les Misérables,Ladj Ly
2019,Portrait of a Lady on Fire,Portrait de la jeune fille en feu,Céline Sciamma
2019,Retablo,Retablo,Alvaro Delgado-Aparicio
2019,The Souvenir,The Souvenir,Joanna Hogg
