col0,col1,col2
Colin Firth,The King's Speech,King George VI
Javier Bardem,Biutiful,Uxbal
Jeff Bridges,True Grit,Reuben Rooster Cogburn
Jesse Eisenberg,The Social Network,Mark Zuckerberg
James Franco,127 Hours,Aron Ralston
Jean Dujardin,The Artist,George Valentin
George Clooney,The Descendants,Matthew Matt King
Michael Fassbender,Shame,Brandon Sullivan
Gary Oldman,Tinker Tailor Soldier Spy,George Smiley
Brad Pitt,Moneyball,Billy Beane
Daniel Day-Lewis,Lincoln,Abraham Lincoln
Ben Affleck,Argo,Tony Mendez
Bradley Cooper,Silver Linings Playbook,"Patrick Pat Solitano, Jr."
Hugh Jackman,Les Misérables,Jean Valjean
Joaquin Phoenix,The Master,Freddie Quell
Chiwetel Ejiofor,12 Years a Slave,Solomon Northup
Christian Bale,American Hustle,Irving Rosenfeld
Bruce Dern,Nebraska,Woody Grant
Leonardo DiCaprio,The Wolf of Wall Street,Jordan Belfort
Tom Hanks,Captain Phillips,Captain Richard Phillips
Eddie Redmayne,The Theory of Everything,Stephen Hawking
Benedict Cumberbatch,The Imitation Game,Alan Turing
Ralph Fiennes,The Grand Budapest Hotel,Monsieur Gustave H.
Jake Gyllenhaal,Nightcrawler,Louis Lou Bloom
Michael Keaton,Birdman,Riggan Thomson
Leonardo DiCaprio,The Revenant,Hugh Glass
Bryan Cranston,Trumbo,Dalton Trumbo
Matt Damon,The Martian,Mark Watney
Michael Fassbender,Steve Jobs,Steve Jobs
Eddie Redmayne,The Danish Girl,Lili Elbe / Einar Wegener
Casey Affleck,Manchester by the Sea,Lee Chandler
Andrew Garfield,Hacksaw Ridge,Desmond T. Doss
Ryan Gosling,La La Land,Sebastian Wilder
Jake Gyllenhaal,Nocturnal Animals,Edward Sheffield / Tony Hastings
Viggo Mortensen,Captain Fantastic,Ben Cash
Gary Oldman,Darkest Hour,Winston Churchill
Jamie Bell,Film Stars Don't Die in Liverpool,Peter Turner
Timothée Chalamet,Call Me by Your Name,Elio Perlman
Daniel Day-Lewis,Phantom Thread,Reynolds Woodcock
Daniel Kaluuya,Get Out,Chris Washington
Rami Malek,Bohemian Rhapsody,Freddie Mercury
Christian Bale,Vice,Dick Cheney
Steve Coogan,Stan & Ollie,Stan Laurel
Bradley Cooper,A Star Is Born,Jackson Maine
Viggo Mortensen,Green Book,Frank Tony Lip Vallelonga
Joaquin Phoenix,Joker,Arthur Fleck / Joker
Leonardo DiCaprio,Once Upon a Time in Hollywood,Rick Dalton
Adam Driver,Marriage Story,Charlie Barber
Taron Egerton,Rocketman,Elton John
Jonathan Pryce,The Two Popes,Cardinal Jorge Mario Bergoglio
