col0,col1
Água Santa,Diadema
América (SP),São José do Rio Preto
Americana,Americana
Américo,Américo Brasiliense
Araçatuba,Araçatuba
Assisense,Assis
Atibaia,Atibaia
Atlético Mogi,Mogi das Cruzes
Atlético Sorocaba,Sorocaba
Audax São Paulo,Osasco
Autônomos FC,São Paulo
Bandeirante,Birigüi
Barcelona-SP,São Paulo
Barretos,Barretos
Barueri,Barueri
Batatais,Batatais
Botafogo (SP),Ribeirão Preto
Bragantino,Bragança Paulista
Brasa,Mirassol
Brasilis,Águas de Lindóia
CAL/Bariri,Bariri
Capivariano,Capivari
Catanduva,Catanduva
Colorado Caieiras,Caieiras
Comercial,Ribeirão Preto
Corinthians,São Paulo
Desportivo Brasil,Porto Feliz
ECO,Osasco
ECUS,Suzano
Elosport,Capão Bonito
Fernandópolis,Fernandópolis
Ferroviária,Araraquara
Flamengo de Guarulhos,Guarulhos
Francana,Franca
Grêmio Catanduvense,Catanduva
Grêmio Barueri,Barueri
Grêmio Osasco,Osasco
Grêmio Prudente,Presidente Prudente
Guaçuano,Mogi Guaçu
Guarani,Campinas
Guaratinguetá,Guaratinguetá
Guarujá,Guarujá
Guarulhos,Guarulhos
Independente,Limeira
Inter de Bebedouro,Bebedouro
Inter de Limeira,Limeira
Itapirense,Itapira
Ituano,Itu
Jabaquara,Santos
Jaboticabal,Jaboticabal
Jacareí,Jacareí
Jalesense,Jales
José Bonifácio,"José Bonifácio, São Paulo"
Joseense,São José dos Campos
Juventus,São Paulo
Lemense,Leme
Linense,Lins
Manthiqueira,Guaratinguetá
Marília,Marília
Matonense,Matão
Mauá,Mauá
Mauaense,Mauá
Mirassol,Mirassol
Mogi Mirim,Mogi-Mirim
Monte Azul,Monte Azul
Nacional (SP),São Paulo
Noroeste,Bauru
Grêmio Novorizontino,Novo Horizonte
Oeste,Itápolis
Olé Brasil,Ribeirão Preto
Olímpia,Olímpia
Osasco,Osasco
Osvaldo Cruz,Osvaldo Cruz
Palestra,São Bernardo do Campo
Palmeiras,São Paulo
Palmeirinha,Porto Ferreira
Paraguaçuense,Paraguaçu Paulista
Paulínia,Paulínia
Paulista,Jundiaí
Paulistinha,São Carlos
Penapolense,Penápolis
Pirassununguense,Pirassununga
Ponte Preta,Campinas
Portuguesa,São Paulo
Portuguesa Santista,Santos
Primavera,Indaiatuba
Primeira Camisa,São José dos Campos
Radium,Mococa
Red Bull Brasil,Campinas
Rio Branco (SP),Americana
Rio Claro,Rio Claro
Rio Preto,São José do Rio Preto
Santacruzense,Santa Cruz do Rio Pardo
Santo André,Santo André
Santos,Santos
São Bento,Sorocaba
EC São Bernardo,São Bernardo do Campo
São Bernardo,São Bernardo do Campo
São Carlos,São Carlos
São Caetano,São Caetano do Sul
Sãocarlense,São Carlos
São José,São José dos Campos
São Paulo,São Paulo
São Vicente,São Vicente
Sertãozinho,Sertãozinho
Ska Brasil,Santana de Parnaíba
Sumaré,Sumaré
Taboão da Serra,Taboão da Serra
Taquaritinga,Taquaritinga
Taubaté,Taubaté
Tanabi,Tanabi
Tupã,Tupã
União Barbarense,Santa Bárbara d'Oeste
União Mogi,Mogi das Cruzes
União São João,Araras
União Suzano,Suzano
Velo Clube,Rio Claro
VOCEM,Assis
Votoraty,Votorantim
Votuporanguense,Votuporanga
XV de Caraguatatuba,Caraguatatuba
XV de Jaú,Jaú
XV de Piracicaba,Piracicaba
