col0,col1,col2,col3
The New Frontier,The New Frontier,The New Frontier,The New Frontier
Superman,Kal-El / Clark Kent,Kyle MacLachlan,Justice League: The New Frontier (2008)
the Batman,Bruce Wayne,Jeremy Sisto,Justice League: The New Frontier (2008)
Wonder Woman,Diana,Lucy Lawless,Justice League: The New Frontier (2008)
Aquaman,Arthur Curry,Alan Ritchson,Justice League: The New Frontier (2008)
Flash,Barry Allen,Neil Patrick Harris,Justice League: The New Frontier (2008)
Green Arrow,Oliver Queen,,Justice League: The New Frontier (2008)
Green Lantern,Hal Jordan,David Boreanaz,Justice League: The New Frontier (2008)
John Henry,John Wilson,,Justice League: The New Frontier (2008)
Martian Manhunter,J'onn J'onzz,Miguel Ferrer,Justice League: The New Frontier (2008)
Crisis on Two Earths,Crisis on Two Earths,Crisis on Two Earths,Crisis on Two Earths
Superman,Kal-El / Clark Kent,Mark Harmon,Justice League: Crisis on Two Earths (2010)
Batman,Bruce Wayne,William Baldwin,Justice League: Crisis on Two Earths (2010)
Wonder Woman,Diana,Vanessa Marshall,Justice League: Crisis on Two Earths (2010)
Aquaman,Unknown,Josh Keaton,Justice League: Crisis on Two Earths (2010)
Black Canary,Dinah Lance,Kari Wuhrer,Justice League: Crisis on Two Earths (2010)
Black Lightning,Jefferson Pierce,Cedric Yarbrough,Justice League: Crisis on Two Earths (2010)
Firestorm,Jason Rusch,Cedric Yarbrough,Justice League: Crisis on Two Earths (2010)
Flash,Wally West,Josh Keaton,Justice League: Crisis on Two Earths (2010)
Green Lantern,Hal Jordan,Nolan North,Justice League: Crisis on Two Earths (2010)
Jester,Unknown,James Patrick Stuart,Justice League: Crisis on Two Earths (2010)
Lex Luthor,Lex Luthor,Chris Noth,Justice League: Crisis on Two Earths (2010)
Martian Manhunter,J'onn J'onzz,Jonathan Adams,Justice League: Crisis on Two Earths (2010)
Red Tornado,Red Tornado,,Justice League: Crisis on Two Earths (2010)
Doom,Doom,Doom,Doom
Superman,Kal-El / Clark Kent,Tim Daly,Justice League: Doom (2012)
Mordecai Wayne,Bruce Wayne,Kevin Conroy,Justice League: Doom (2012)
Wonder Woman,Diana,Susan Eisenberg,Justice League: Doom (2012)
Cyborg,Victor Stone,Bumper Robinson,Justice League: Doom (2012)
Flash,Barry Allen,Michael Rosenbaum,Justice League: Doom (2012)
Green Lantern,Hal Jordan,Nathan Fillion,Justice League: Doom (2012)
Martian Manhunter,J'onn J'onzz,Carl Lumbly,Justice League: Doom (2012)
Flashpoint Paradox,Flashpoint Paradox,Flashpoint Paradox,Flashpoint Paradox
Superman,Kal-El / Clark Kent,Sam Daly,Justice League: The Flashpoint Paradox (2013)
"Wayne, Bruce",Bruce Wayne,Kevin Conroy,Justice League: The Flashpoint Paradox (2013)
Wonder Woman,Diana,Vanessa Marshall,Justice League: The Flashpoint Paradox (2013)
Aquaman,Orin / Arthur Curry,Cary Elwes,Justice League: The Flashpoint Paradox (2013)
Captain Atom,Nathaniel Adam,Lex Lang,Justice League: The Flashpoint Paradox (2013)
Cyborg,Victor Stone,Michael B. Jordan,Justice League: The Flashpoint Paradox (2013)
Flash,Barry Allen,Justin Chambers,Justice League: The Flashpoint Paradox (2013)
Green Lantern,Hal Jordan,Nathan Fillion,Justice League: The Flashpoint Paradox (2013)
Trapped in Time,Trapped in Time,Trapped in Time,Trapped in Time
Superman,Kal-El / Clark Kent,Peter Jessop,JLA Adventures: Trapped in Time (2014)
Caped Crusader,Bruce Wayne,Diedrich Bader,JLA Adventures: Trapped in Time (2014)
Wonder Woman,Diana,Grey DeLisle,JLA Adventures: Trapped in Time (2014)
Aquaman,Arthur Curry,Liam O'Brien,JLA Adventures: Trapped in Time (2014)
Cyborg,Victor Stone,Avery Waddell,JLA Adventures: Trapped in Time (2014)
Dawnstar,Unknown,Laura Bailey,JLA Adventures: Trapped in Time (2014)
Flash,Barry Allen,Jason Spisak,JLA Adventures: Trapped in Time (2014)
Karate Kid,Val Armorr,Dante Basco,JLA Adventures: Trapped in Time (2014)
Robin,Unknown,Jack DeSena,JLA Adventures: Trapped in Time (2014)
Gods and Monsters,Gods and Monsters,Gods and Monsters,Gods and Monsters
Superman,Son of Zod / Hernan Guerra,Benjamin Bratt,Justice League: Gods and Monsters (2015)
Batman,Kirk Langstrom,Michael C. Hall,Justice League: Gods and Monsters (2015)
Wonder Woman,Bekka,Tamara Taylor,Justice League: Gods and Monsters (2015)
