col0,col1,col2
AIK,1902,Fotbollsallsvenskan 2015
Assyriska FF,1993,2005
Avesta AIK,1944-45,1961
Billingsfors IK,Fotbollsallsvenskan 1946–47,1946-47
BK Forward,1987,1987
BK Häcken,1992,2015
BIF,1974 Fotbollsallsvenskan,1974
Degerfors IF,1945-46,1998
Falkenbergs FF,2014,2015 season
Falu BS,1985,1985
FC Café Opera Djursholm,Superettan 2000,Superettan 2000
Flens IF,1982,1982
GAIS,1915-16,2012
Gårda BK,1936-37,1936-37
GIF Sundsvall,1965,2015 Fotbollsallsvenskan
Göteborgs FF,1911-12,1911-12
Gunnilse IS,2000,Superettan 2000
Halmstads BK,1945–46 Fotbollsallsvenskan,Allsvenskan 2015
Hammarby IF,1920-21,Allsvenskan 2015
Helsingborgs IF,1916-17,2015
Högadals IS,1962,1962
IF Brommapojkarna,1983,2014
IF Elfsborg,1927-28,2015
IF Saab,1973,1973
IF Sleipner,1902,1902
IF Swithiod,1902,1902
IF Sylvia,2000,2000
IFK Eskilstuna,1911-12,1964
IFK Göteborg,1911-12,2015
IFK Holmsund,1967,1967
IFK Luleå,1971,1998
IFK Malmö,1920-21,1962
IFK Mora,1987,1987
IFK Sundsvall,1961,1993
IFK Sunne,1961,1961
IK Oddevold,1996,1996
IS Halmia,1945-46,1979
Jönköpings Södra IF,1945–46 Fotbollsallsvenskan,1969
Karlskoga IF,1948-49,1948-49
Karlslunds IF,1983,1985
Karlstads BK,1961,1987
Kiruna FF,1994,1994
Köpings IS,1961,1961
Landskrona BoIS,1927-28,Fotbollsallsvenskan 2005
Lira Luleå BK,1997,1997
Ljungskile SK,Superettan 2000,2008
Malmö FF,1936-37,2015
Mjällby AIF,1980,Fotbollsallsvenskan 2014
Nacka FF,1997,1998
Norrby IF,1955-56,1955-56
Norrmalms IK,1902,1902
Nyköpings BIS,1984,1984
Ope IF,1982,1993
Örebro SK,1946-47,2015
Örgryte IS,1911-12,2009
Örtakoloniens IF,1943-44,1943-44
Östermalms SK,1902,1902
Östers IF,1968,2013
Piteå IF,1998,1998
Råå IF,1950-51,1951-52
SK Sifhälla,1961,1961
Skellefteå AIK,1984,1987
Spånga IS,1993,1994
Spårvägens FF,1993,1998
Stattena IF,1927-28,1927-28
Syrianska FC,2011,2013
Trelleborgs FF,1992,2011
Tyresö FF,1985,1985
Umeå FC,1993,2000
Vasalunds IF,1982,1997
Västerås SK,1955-56,2000
Västra Frölunda IF,1988,1999
Visby IF Gute,1994,1994
