col0,col1,col2,col3
Alex Bakharev,criteria,process,from August 2006
Amorymeltzer,criteria and process,criteria and process,A (hopefully) straightforward procedure aimed at promoting discussion.  It allows for unlimited recall attempts based on any action or edit at any time.
Audacity,criteria,process,Firsfron's standards look good
Carcharoth,criteria,process,"I wish it could be simpler, but the 28 December 2007 page versions I've linked to in Lar's page detail the criteria and process for anyone wishing to ask me to stand for recall. Please check the current version for any major changes - these will not apply unless I update the links here."
David Fuchs,Criteria and process,Criteria and process,"No brag, just fact (the sample criteria and process)."
Deryck C.,criteria and process,criteria and process,"Based on Lar's criteria, with certain simplifications and changes, in particular looser eligibility for editors whom I know offline in reflection of my involvement in offline Wikimedian activities."
Doczilla,criteria,process,"Per Lar for now while I continue analyzing what has and what hasn't worked in the past. Although, I must commend Firsfron's simple, direct approach."
Dreamy Jazz,criteria and process,criteria and process,My recall criteria are the Amorymeltzer's 19 October 2019 version of their recall criteria
Elonka,Criteria and process,Criteria and process,"Original system: Recall can be initiated if there is proof of abuse of admin access within the last 10 days.  Recall must also be certified by 6 neutral Wikipedians in good standing, including at least two senior Wikipedians (Bureaucrats/Arbs/CheckUser/etc)."
Ev,criteria,process,Using Lar's criteria & process for now.
Fayenatic london,criteria and process,criteria and process,Amended from User:James086/recall: 3 users or 2 admins complain within 61 days.
Firsfron,criteria,process,"Keep It Simple, Stupid."
Floquenbeam,User:Floquenbeam/Recall,User:Floquenbeam/Recall,"Nutshell version: Start an RFC.  Unless there is a consensus that I should remain an admin, I'll resign."
Fvasconcellos,criteria,process,Not as simple as I'd like. May revise soon.
Hut 8.5,criteria,process,Includes elements from a few other peoples' recall criteria.
Josiah Rowe,criteria and process,criteria and process,"Copied shamelessly from Hmwith, whose process was in turn inspired by Barneca's."
K6ka,criteria and process,criteria and process,"As I had agreed to do so on my RFA. Also, please buy me a slushee. Thanks."
Keilana,Criteria,Process,"Less liberal than before, based off of EVula's requirements. Still somewhat liberal."
KrakatoaKatie,criteria,process,"Unabashedly stolen from EVula while I think about it some more, but I don't think I'll change it much."
Kubigula,criteria,process,Based on Lar's and some others.
Lar,criteria,process,"Extensively revised in mid December 2007 to include detailed process descriptions, has talk page for comments and feedback."
MaxSem,Criteria and process,Criteria and process,Via RFC
MBisanz,criteria,process,"Some novel ideas with widespread notification, check the box style reports, and BAG recalled folded in with admin recall."
Merovingian,criteria,process,I'm trying to keep this really simple.
MLauba,criteria,process,"Modeled after MBisanz, with some tweaks based on WP:RFDA and recent WP:CDA changes. Per statement on my RfA, will of course be mooted if / when we have a proper community way to desysop."
Nosebagbear,Criteria and process,Criteria and process,"Mid-complexity set, requiring experienced editors but no admins, and a specific show of fault. Additional route to any Community-desysop method created. I select which of several given methods can be used."
Nightstallion,criteria,process,"I'll be using the very well developed criteria and process written up by Lar, as well. (The version linked to applies.)"
Peter Southwood,See my user page,See my user page,Same as Amorymeltzer unless I changed it. (see my user page)
Pedro,criteria,process,Made to be easy and simple. Let's hope I never go of the rails.
Remember the dot,criteria and process,criteria and process,-
Ritchie333,criteria and process,criteria and process,None
Roger Davies,criteria,process,Simple and straightforward (and stolen from Shell Kinney).
SarekOfVulcan,criteria,process,"Using Lar's criteria for now, may modify later"
SebastianHelm,process and notes,process and notes,Avoiding bureaucratic overhead so we all can focus on creating a good encyclopedia.
SirFozzie,criteria,process,Will relinquish administrator status with five editors in good standing's request.
Steve Smith,criteria,process,
TheresNoTime,criteria / process,criteria / process,Based on User:EVula/opining/admin recall
TParis,criteria / process,criteria / process,Mix of a few different ideas - offers three options depending on speed and severity.  Pretty straight forward.
utcursch,criteria and process,criteria and process,I'll step down upon a request from 5 users in good standing.
Warofdreams,criteria,process,"Using Lar's comprehensive criteria and process, for now at least."
Woody,criteria,process,Follow Lar's processes of RfC or resignation.
Y,criteria and process,criteria and process,Will take to ArbCom or relinquish administrator status outright upon request of five administrators in good standing.
Yannismarou,criteria and process,criteria and process,Based on Firsfron and Y
zzuuzz,criteria and process,criteria and process,Fairly standard but a bit unique. Requirements may vary.
