col0,col1,col2
David McAllister (Chair),EPP (CDU),Germany
Witold Waszczykowski (Vice-Chair),ECR (PiS),PL
Urmas Paet (Vice-Chair),RE (Reform),ee
Sergei Stanishev (Vice-Chair),S&D (BSP),Bulgaria
Željana Zovko (Vice-Chair),EPP (HDZ),Croatia
Alviina Alametsä,G/EFA (VIHR),Finland
Alexander Yordanov,EPP (SDS),Bulgaria
François Alfonsi,G/EFA (R&PS),France
Marie Arena,S&D (PS),Belgium
Petras Auštrevičius,RE (LRLS),Lithuania
Traian Băsescu,EPP (PMP),Bulgaria
Silvio Berlusconi,EPP (FI),Italy
Malin Björk,GUE/NGL (V),Sweden
Anna Cinzia Bonfrisco,ID (Lega),Italy
Reinhard Bütikofer,G/EFA (GRÜNE),Germany
Fabio Massimo Castaldo,NI (M5S),Italy
Susanna Ceccardi,ID (Lega),Italy
Włodzimierz Cimoszewicz,S&D (UP),Poland
Katalin Cseh,RE (M),Hungary
Tanja Fajon,S&D (SD),Slovenia
Anna Fotyga,ECR (PiS),Poland
Michael Gahler,EPP (CDU),Germany
Kinga Gál,NI (Fidesz),Hungary
Giorgos Georgiou,GUE/NGL (AKEL),Cyprus
Sunčana Glavak,EPP (HDZ),Croatia
Raphaël Glucksmann,S&D (PP),France
Klemen Grošelj,RE (LMŠ),Slovenia
Bernard Guetta,RE (SE,France
Márton Gyöngyösi,NI (Jobbik),Hungary
Balázs Hidvéghi,NI (Fidesz),Hungary
Sandra Kalniete,EPP (JV),Latvia
Karol Karski,ECR (PiS),🇵🇱
Peter Kofod,ID (DF),Denmark
Dietmar Köster,S&D (SPD),Germany
Stelios Kouloglou,GUE/NGL (Syriza),Greece
Andrius Kubilius,EPP (TS-LKD),Lithuania
Ilhan Kyuchyuk,RE (DPS),Bulgaria
Jean-Lin Lacapelle,ID (RN),France
David Lega,EPP (KD),Sweden
Miriam Lexmann,EPP (KDH),Slovakia
Nathalie Loiseau,RE (LREM),France
Leopoldo López Gil,EPP (PP),Spain
Antonio López-Istúriz White,EPP (PP),Spain
Jaak Madison,ID (EKRE),🇪🇪
Claudiu Manda,S&D (PSD),Romania
Lukas Mandl,EPP (ÖVP),Austria
Thierry Mariani,ID (RN),France
Pedro Marques,S&D (PS),Portugal
Vangelis Meimarakis,EPP (ND),Greece
Sven Mikser,S&D (SKE),EST
Francisco José Millán Mon,EPP (PP),Spain
Javier Nart,RE (Cs),Spain
Vlad Nistor,EPP (PNL),Romania
Demetris Papadakis,S&D (EDEK),Cyprus
Konstantinos Papadakis,NI (KKE),Greece
Tonino Picula,S&D (SDP),Croatia
Manu Pineda,GUE/NGL (IU),Spain
Giuliano Pisapia,S&D (Ind),Italy
Thijs Reuten,S&D (PvdA),Netherlands
Nacho Sánchez Amor,S&D (PSOE),Spain
Isabel Santos,S&D (PS),Portugal
Jacek Saryusz-Wolski,ECR (PiS),Poland
Mounir Satouri,G/EFA (EELV),France
Andreas Schieder,S&D (SPÖ),Austria
Radosław Sikorski,EPP (PO),Poland
Jordi Solé,G/EFA (ERC),Spain
Tineke Strik,G/EFA (GL),Netherlands
Dominik Tarczyński,ECR (PiS),Poland
Hermann Tertsch,ECR (Vox),Spain
Dragoș Tudorache,RE (PLUS),Romania
Hilde Vautmans,RE (Open Vld),Belgium
Harald Vilimsky,ID (FPÖ),Austria
Idoia Villanueva Ruiz,GUE/NGL (Podemos),Spain
Viola von Cramon-Taubadel,G/EFA (GRÜNE),Germany
Thomas Waitz,G/EFA (GRÜNE),Austria
Charlie Weimers,ECR (SD),Sweden
Isabel Wiseler-Santos Lima,EPP (CSV),Luxembourg
Salima Yenbou,RE (CE),France
Bernhard Zimniok,ID (AfD),Germany
