col0,col1
1,"Manpower Training Amendment Act, 1983"
2,"Labour Relations Amendment Act, 1983"
3,"Basic Conditions of Employment Act, 1983"
4,"Compulsory Motor Vehicle Insurance Amendment Act, 1983"
5,"Marine Traffic Amendment Act, 1983"
6,"Machinery and Occupational Safety Act, 1983"
7,"Transport Services Additional Appropriation Act, 1983"
8,"Road Transportation Amendment Act, 1983"
9,"Perishable Products Export Control Act, 1983"
10,"National Roads Amendment Act, 1983"
11,"Additional Post Office Appropriation Act, 1983"
12,"Public Accountants' and Auditors' Amendment Act, 1983"
13,"South African Transport Services Amendment Act, 1983"
14,"Part Appropriation Act, 1983"
15,"Additional Appropriation Act, 1983"
16,"Conditions of Employment (South African Transport Services) Act, 1983"
17,"South African Transport Services Finances and Accounts Act, 1983"
18,"Explosives Amendment Act, 1983"
19,"Arms and Ammunition Amendment Act, 1983"
20,"Pharmacy Amendment Act, 1983"
21,"Health Amendment Act, 1983"
22,"Transport Services Appropriation Act, 1983"
23,"National Parks Amendment Act, 1983"
24,"Police Amendment Act, 1983"
25,"Borders of Particular States Extension Amendment Act, 1983"
26,"Post Office Appropriation Act, 1983"
27,"Post Office Amendment Act, 1983"
28,"Education and Culture Laws Amendment Act, 1983"
29,"Forest Amendment Act, 1983"
30,"Abolition of the Fuel Research Institute Act, 1983"
31,"Scientific Research Council Amendment Act, 1983"
32,"Coal Act, 1983"
33,"Sea Fisheries Amendment Act, 1983"
34,"Defence Amendment Act, 1983"
35,"Culture Promotion Act, 1983"
36,"Agricultural Pests Act, 1983"
37,"Dairy Industry Amendment Act, 1983"
38,"Plant Breeders' Rights Amendment Act, 1983"
39,"Plan Improvement Amendment Act, 1983"
40,"Land Bank Amendment Act, 1983"
41,"Electoral Amendment Act, 1983"
42,"Agricultural Credit Amendment Act, 1983"
43,"Conservation of Agricultural Resources Act, 1983"
44,"Wine and Spirit Control Amendment Act, 1983"
45,"Environment Conservation Amendment Act, 1983"
46,"Rural Coloured Areas Amendment Act, 1983"
47,"Coloured Farmers Assistance Amendment Act, 1983"
48,"Technikons (Education and Training) Amendment Act, 1983"
49,"Bethelsdorp Settlement Amendment Act, 1983"
50,"Mining Rights Amendment Act, 1983"
51,"Alienation of Land Amendment Act, 1983"
52,"Inquests Amendment Act, 1983"
53,"Courts of Justice Amendment Act, 1983"
54,"Animals Protection Amendment Act, 1983"
55,"Advocate-General Amendment Act, 1983"
56,"Attorneys Amendment Act, 1983"
57,"Computer Evidence Act, 1983"
58,"Travel Agents and Travel Agencies Act, 1983"
59,"Criminal Law Amendment Act, 1983"
60,"South African Iron and Steel Industrial Corporation, Limited, Amendment Act, 1983"
61,"Liquor Amendment Act, 1983"
62,"Maintenance and Promotion of Competition Amendment Act, 1983"
63,"Housing Amendment Act, 1983"
64,"Community Development Amendment Act, 1983"
65,"Human Tissue Act, 1983"
66,"Copyright Amendment Act, 1983"
67,"Patents Amendment Act, 1983"
68,"University of Port Elizabeth (Private) Amendment Act, 1983"
69,"Rhodes University (Private) Amendment Act, 1983"
70,"University of Cape Town (Private) Amendment Act, 1983"
71,"University of Natal (Private) Amendment Act, 1983"
72,"Indecent or Obscene Photographic Matter Amendment Act, 1983"
73,"Professional Engineers' Amendment Act, 1983"
74,"Child Care Act, 1983"
75,"Property Time-sharing Control Act, 1983"
76,"Disposal of Common Pasturage Areas Act, 1983"
77,"Sectional Titles Amendment Act, 1983"
78,"University of the Western Cape Act, 1983"
79,"Second National Roads Amendment Act, 1983"
80,"Transport Services Unauthorized Expenditure Act, 1983"
81,"University of Durban-Westville Act, 1983"
82,"Fund-raising Amendment Act, 1983"
83,"Universities Amendment Act, 1983"
84,"Advanced Technical Education Amendment Act, 1983"
85,"Coloured Persons Education Amendment Act, 1983"
86,"Administration of Estates Amendment Act, 1983"
87,"Physical Planning Amendment Act, 1983"
88,"Provincial Affairs Act, 1983"
89,"Customs and Excise Amendment Act, 1983"
90,"Rand Water Board Statutes (Private) Amendment Act, 1983"
91,"Promotion of Local Government Affairs Act, 1983"
92,"Revenue Laws Amendment Act, 1983"
93,"Finance Act, 1983"
94,"Income Tax Act, 1983"
95,"Sales Tax Amendment Act, 1983"
96,"Pension Laws Amendment Act, 1983"
97,"Pensions (Supplementary) Act, 1983"
98,"Appropriation Act, 1983"
99,"Universities and Technikons Advisory Council Act, 1983"
100,"South African Tourism Board Act, 1983"
101,"Insolvency Amendment Act, 1983"
102,"Laws on Co-operation and Development Amendment Act, 1983"
103,"Second Attorneys Amendment Act, 1983"
104,"Prisons Amendment Act, 1983"
105,"Admiralty Jurisdiction Regulation Act, 1983"
106,"Occupational Diseases in Mines and Works Amendment Act, 1983"
107,"Rand Afrikaans University (Private) Amendment Act, 1983"
108,"Referendums Act, 1983"
109,"Borders of Particular States Extension Second Amendment Act, 1983"
110,"Republic of South Africa Constitution Act, 1983"
111,"Second Pensions (Supplementary) Act, 1983"
