col0,col1,col2
Thambu Krishnan,Athletics,Men's 400 metres
Ramasamy Subramaniam,Athletics,Men's 800 metres
Ishtiaq Mubarak,Athletics,Men's 110 metres hurdles
Muthiah Dattaya,Athletics,Men's hammer throw
Nashatar Singh Sidhu,Athletics,Men's javelin throw
Khoo Chong Beng,Athletics,Men's 20 kilometres road walk
Abdul Aziz Khalil,Athletics,Men's 50 kilometres road walk
"A.S. Nathan
Ramasamy Subramaniam

Thambu Krishnan

S. Sivaraman",Athletics,Men's 4 × 400 metres relay
Junaidah Aman,Athletics,Women's 400 metres
Chong Soo Luan,Athletics,Women's 200 metres hurdles
Mona Chin,Athletics,Women's long jump
Paramasiva Savithri,Athletics,Women's heptathlon
Yamuna Nair   Junaidah Aman   Fazillah Ahmad   Noreen Pereira,Athletics,Women's 4 × 100 metres relay
,Athletics,Women's 4 × 400 metres relay
Tan Aik Huang,Badminton,Men's singles
Rosalind Singha Ang,Badminton,Women's singles
Ng Boon Bee   Punch Gunalan,Badminton,Men's doubles
Ng Tat Wai   Teh Mei Ling,Badminton,Mixed doubles
Malaysia national badminton team,Badminton,Men's team
Daud Ibrahim,Cycling,Men's 1000 metre individual time trial
Daud Ibrahim   Fadzil Ibrahim   Rahim Baharuddin   Kamarudeen Ali,Cycling,Men's 1600 metre team time trial
,Cycling,Men's 4000 metre team pursuit
Chan Wee Keong,Diving,Men's springboard
Malaysia men's national field hockey team,Field hockey,Men's tournament
Ally Ong,Shooting,Men's skeet individual
Wong Mei Lin,Swimming,Women's 200 metre individual medley
Nordin Hamzah,Boxing,Men's light middleweight
Thomboo Krishnan,Athletics,Men's 200 metres
P. Palanisamy,Athletics,Men's 1500 metres
Bala Ditta,Athletics,Men's 110 metres hurdles
Vijayan Janarthan,Athletics,Men's decathlon
Fazillah Ahmad,Athletics,Women's 100 metres
Junaidah Aman,Athletics,Women's 200 metres
Punch Gunalan,Badminton,Men's singles
Ng Tat Wai   Ho Khim Kooi,Badminton,Men's doubles
Rosalind Singha Ang   Teoh Siew Yong,Badminton,Women's doubles
Ng Boon Bee   Rosalind Singha Ang,Badminton,Mixed doubles
Malaysia national badminton team,Badminton,Women's team
Malaysia national basketball team,Basketball,Women's tournament
,Cycling,Men's 200 kilometre massed start team
Malaysia national football team,Football,Men's tournament
,Shooting,Men's skeet team
Chiang Jin Choon,Swimming,Men's 400 metre individual medley
Ong Mei Lin,Swimming,Women's 200 metre backstroke
Malaysia national water polo team,Water polo,Men's tournament
Peter Govind,Athletics,Men's 1500 metres
M. Arumugam,Athletics,Men's 5000 metres
Chin Wan Loy,Athletics,Men's long jump
Kamal Din,Athletics,Men's discus throw
Zambrose Abdul Rahman,Athletics,Men's decathlon
Thor Gim Soon   Poopathy   Zainuddin Wahab   Thomboo Krishnan,Athletics,Men's 4 × 100 metre relay
Fazillah Ahmad,Athletics,Women's 200 metres
Vijaya Kumari,Athletics,Women's 800 metres
Silvia Tan   Teh Mei Ling,Badminton,Women's doubles
Omar Saad,Cycling,Men's 200 kilometre massed start team
,Shooting,Men's small bore rifle prone individual
,Shooting,Men's small bore rifle prone team
Mohd Jaafar,Shooting,Men's air rifle
Loke Tat Chew,Shooting,Men's 25 metre rapid fire pistol individual
,Shooting,Men's 25 metre rapid fire pistol team
Liew Chuan Wai,Swimming,Men's 400 metre freestyle
Chiang Jin Choon,Swimming,Men's 100 metre backstroke
,Swimming,Men's 4 × 200 metre freestyle relay
,Swimming,Men's 4 × 100 metre medley relay
Lam Po Leng,Swimming,Women's 200 metre backstroke
Lim Ai Leng,Swimming,Women's 200 metre breaststroke
Jean de Bruyne,Swimming,Women's 200 metre butterfly
,Swimming,Women's 4 × 100 metre freestyle relay
Soong Poh Wah,Table tennis,Men's singles
Peong Tah Seng   Yong Ng Loong,Table tennis,Men's doubles
Leong Ah Wah,Weightlifting,Men's bantamweight
Yan Chee,Weightlifting,Men's featherweight
